"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","2.85","3","2352","1","1","4","5","7","2.78","2.92","1","7","2","3"
"2005","indirect migration background","3.19","3","825","1","2","4","6","7","3.07","3.31","1","7","3","3"
"2005","no migration background","2.86","3","17455","1","1","4","5","7","2.84","2.88","1","7","3","3"
"2006","direct migration background","","","","","","","","","","","","","",""
"2006","indirect migration background","","","","","","","","","","","","","",""
"2006","no migration background","","","","","","","","","","","","","",""
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","","","","","","","","","","","","","",""
"2008","indirect migration background","","","","","","","","","","","","","",""
"2008","no migration background","","","","","","","","","","","","","",""
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","2.98","3","1458","1","1","4","5","7","2.9","3.06","1","7","2","3"
"2010","indirect migration background","3.14","3","654","1","2","4","5","7","3.01","3.27","1","7","3","3"
"2010","no migration background","2.88","3","14520","1","2","4","5","7","2.85","2.91","1","7","3","3"
"2011","direct migration background","","","","","","","","","","","","","",""
"2011","indirect migration background","","","","","","","","","","","","","",""
"2011","no migration background","","","","","","","","","","","","","",""
"2012","direct migration background","","","","","","","","","","","","","",""
"2012","indirect migration background","","","","","","","","","","","","","",""
"2012","no migration background","","","","","","","","","","","","","",""
"2013","direct migration background","","","","","","","","","","","","","",""
"2013","indirect migration background","","","","","","","","","","","","","",""
"2013","no migration background","","","","","","","","","","","","","",""
"2014","direct migration background","","","","","","","","","","","","","",""
"2014","indirect migration background","","","","","","","","","","","","","",""
"2014","no migration background","","","","","","","","","","","","","",""
"2015","direct migration background","2.44","2","5782","1","1","3","5","7","2.4","2.48","1","7","2","2"
"2015","indirect migration background","2.62","2","1681","1","1","4","5","7","2.54","2.7","1","7","2","2"
"2015","no migration background","2.53","2","19253","1","1","3","5","7","2.51","2.55","1","7","2","2"
"2016","direct migration background","1.85","1","4292","1","1","2","4","7","1.81","1.89","1","7","1","1"
"2016","indirect migration background","","","","","","","","","","","","","",""
"2016","no migration background","","","","","","","","","","","","","",""
"2017","direct migration background","1.7","1","2837","1","1","2","4","7","1.65","1.75","1","7","1","1"
"2017","indirect migration background","","","","","","","","","","","","","",""
"2017","no migration background","","","","","","","","","","","","","",""
"2018","direct migration background","1.7","1","411","1","1","1","4","7","1.54","1.86","1","7","1","1"
"2018","indirect migration background","","","","","","","","","","","","","",""
"2018","no migration background","","","","","","","","","","","","","",""
"2019","direct migration background","1.9","1","275","1","1","2","4","7","1.71","2.09","1","7","1","1"
"2019","indirect migration background","","","","","","","","","","","","","",""
"2019","no migration background","","","","","","","","","","","","","",""
