"year","age_gr","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","16-34 y.","general elemantary","3.3","3","833","3.18","3.42","1","2","4","6"
"2005","16-34 y.","higher education","2.78","2","519","2.66","2.9","1","2","4","5"
"2005","16-34 y.","higher vocational","2.68","2.44","206","2.48","2.88","1","1","4","5"
"2005","16-34 y.","in school","3.23","3","646","3.1","3.36","1","2","5","6"
"2005","16-34 y.","inadequately","3.19","3","59","2.7","3.68","1","1","4","6"
"2005","16-34 y.","middle vocational","3.08","3","2327","3.01","3.15","1","2","4","5"
"2005","16-34 y.","vocational + Abi","2.74","2","438","2.61","2.87","1","2","3","5"
"2005","35-65 y.","general elemantary","3.12","3","822","3","3.24","1","1","4","6"
"2005","35-65 y.","higher education","2.71","2","2976","2.66","2.76","1","2","4","5"
"2005","35-65 y.","higher vocational","2.89","3","1095","2.8","2.98","1","2","4","5"
"2005","35-65 y.","in school","","","","","","","","",""
"2005","35-65 y.","inadequately","2.78","3","124","2.45","3.11","1","1","4","6"
"2005","35-65 y.","middle vocational","2.96","3","5939","2.92","3","1","2","4","5"
"2005","35-65 y.","vocational + Abi","2.93","3","593","2.81","3.05","1","2","4","5"
"2005","66 and older","general elemantary","2.52","2","740","2.4","2.64","1","1","4","5"
"2005","66 and older","higher education","2.46","2","664","2.34","2.58","1","1","3","5"
"2005","66 and older","higher vocational","2.62","2","254","2.43","2.81","1","1","4","5"
"2005","66 and older","in school","","","","","","","","",""
"2005","66 and older","inadequately","2.78","2","48","2.27","3.29","1","1","4","5"
"2005","66 and older","middle vocational","2.55","2","1947","2.48","2.62","1","1","4","5"
"2005","66 and older","vocational + Abi","2.24","2","101","1.97","2.51","1","1","3","5"
"2006","16-34 y.","general elemantary","","","","","","","","",""
"2006","16-34 y.","higher education","","","","","","","","",""
"2006","16-34 y.","higher vocational","","","","","","","","",""
"2006","16-34 y.","in school","","","","","","","","",""
"2006","16-34 y.","inadequately","","","","","","","","",""
"2006","16-34 y.","middle vocational","","","","","","","","",""
"2006","16-34 y.","vocational + Abi","","","","","","","","",""
"2006","35-65 y.","general elemantary","","","","","","","","",""
"2006","35-65 y.","higher education","","","","","","","","",""
"2006","35-65 y.","higher vocational","","","","","","","","",""
"2006","35-65 y.","in school","","","","","","","","",""
"2006","35-65 y.","inadequately","","","","","","","","",""
"2006","35-65 y.","middle vocational","","","","","","","","",""
"2006","35-65 y.","vocational + Abi","","","","","","","","",""
"2006","66 and older","general elemantary","","","","","","","","",""
"2006","66 and older","higher education","","","","","","","","",""
"2006","66 and older","higher vocational","","","","","","","","",""
"2006","66 and older","in school","","","","","","","","",""
"2006","66 and older","inadequately","","","","","","","","",""
"2006","66 and older","middle vocational","","","","","","","","",""
"2006","66 and older","vocational + Abi","","","","","","","","",""
"2007","16-34 y.","general elemantary","","","","","","","","",""
"2007","16-34 y.","higher education","","","","","","","","",""
"2007","16-34 y.","higher vocational","","","","","","","","",""
"2007","16-34 y.","in school","","","","","","","","",""
"2007","16-34 y.","inadequately","","","","","","","","",""
"2007","16-34 y.","middle vocational","","","","","","","","",""
"2007","16-34 y.","vocational + Abi","","","","","","","","",""
"2007","35-65 y.","general elemantary","","","","","","","","",""
"2007","35-65 y.","higher education","","","","","","","","",""
"2007","35-65 y.","higher vocational","","","","","","","","",""
"2007","35-65 y.","in school","","","","","","","","",""
"2007","35-65 y.","inadequately","","","","","","","","",""
"2007","35-65 y.","middle vocational","","","","","","","","",""
"2007","35-65 y.","vocational + Abi","","","","","","","","",""
"2007","66 and older","general elemantary","","","","","","","","",""
"2007","66 and older","higher education","","","","","","","","",""
"2007","66 and older","higher vocational","","","","","","","","",""
"2007","66 and older","in school","","","","","","","","",""
"2007","66 and older","inadequately","","","","","","","","",""
"2007","66 and older","middle vocational","","","","","","","","",""
"2007","66 and older","vocational + Abi","","","","","","","","",""
"2008","16-34 y.","general elemantary","","","","","","","","",""
"2008","16-34 y.","higher education","","","","","","","","",""
"2008","16-34 y.","higher vocational","","","","","","","","",""
"2008","16-34 y.","in school","","","","","","","","",""
"2008","16-34 y.","inadequately","","","","","","","","",""
"2008","16-34 y.","middle vocational","","","","","","","","",""
"2008","16-34 y.","vocational + Abi","","","","","","","","",""
"2008","35-65 y.","general elemantary","","","","","","","","",""
"2008","35-65 y.","higher education","","","","","","","","",""
"2008","35-65 y.","higher vocational","","","","","","","","",""
"2008","35-65 y.","in school","","","","","","","","",""
"2008","35-65 y.","inadequately","","","","","","","","",""
"2008","35-65 y.","middle vocational","","","","","","","","",""
"2008","35-65 y.","vocational + Abi","","","","","","","","",""
"2008","66 and older","general elemantary","","","","","","","","",""
"2008","66 and older","higher education","","","","","","","","",""
"2008","66 and older","higher vocational","","","","","","","","",""
"2008","66 and older","in school","","","","","","","","",""
"2008","66 and older","inadequately","","","","","","","","",""
"2008","66 and older","middle vocational","","","","","","","","",""
"2008","66 and older","vocational + Abi","","","","","","","","",""
"2009","16-34 y.","general elemantary","","","","","","","","",""
"2009","16-34 y.","higher education","","","","","","","","",""
"2009","16-34 y.","higher vocational","","","","","","","","",""
"2009","16-34 y.","in school","","","","","","","","",""
"2009","16-34 y.","inadequately","","","","","","","","",""
"2009","16-34 y.","middle vocational","","","","","","","","",""
"2009","16-34 y.","vocational + Abi","","","","","","","","",""
"2009","35-65 y.","general elemantary","","","","","","","","",""
"2009","35-65 y.","higher education","","","","","","","","",""
"2009","35-65 y.","higher vocational","","","","","","","","",""
"2009","35-65 y.","in school","","","","","","","","",""
"2009","35-65 y.","inadequately","","","","","","","","",""
"2009","35-65 y.","middle vocational","","","","","","","","",""
"2009","35-65 y.","vocational + Abi","","","","","","","","",""
"2009","66 and older","general elemantary","","","","","","","","",""
"2009","66 and older","higher education","","","","","","","","",""
"2009","66 and older","higher vocational","","","","","","","","",""
"2009","66 and older","in school","","","","","","","","",""
"2009","66 and older","inadequately","","","","","","","","",""
"2009","66 and older","middle vocational","","","","","","","","",""
"2009","66 and older","vocational + Abi","","","","","","","","",""
"2010","16-34 y.","general elemantary","3.48","3.89","472","3.32","3.64","1","2","5","6"
"2010","16-34 y.","higher education","2.77","3","516","2.66","2.88","1","2","3","5"
"2010","16-34 y.","higher vocational","2.59","3","105","2.31","2.87","1","1","3","4"
"2010","16-34 y.","in school","2.82","3","269","2.63","3.01","1","2","4","5"
"2010","16-34 y.","inadequately","3.43","4","30","2.71","4.15","1","2","5","6"
"2010","16-34 y.","middle vocational","3.01","3","1596","2.93","3.09","1","2","4","5"
"2010","16-34 y.","vocational + Abi","2.6","2","307","2.44","2.76","1","2","3","4"
"2010","35-65 y.","general elemantary","3","3","544","2.85","3.15","1","2","4","5"
"2010","35-65 y.","higher education","2.74","2","2416","2.68","2.8","1","2","4","5"
"2010","35-65 y.","higher vocational","2.98","3","833","2.88","3.08","1","2","4","5"
"2010","35-65 y.","in school","","","","","","","","",""
"2010","35-65 y.","inadequately","2.84","2","71","2.39","3.29","1","1","4","5"
"2010","35-65 y.","middle vocational","3.06","3","4631","3.01","3.11","1","2","4","5"
"2010","35-65 y.","vocational + Abi","2.94","3","540","2.81","3.07","1","2","4","5"
"2010","66 and older","general elemantary","2.72","2","602","2.58","2.86","1","1","4","5"
"2010","66 and older","higher education","2.51","2","895","2.41","2.61","1","1","3","5"
"2010","66 and older","higher vocational","2.68","2","317","2.51","2.85","1","1","4","5"
"2010","66 and older","in school","","","","","","","","",""
"2010","66 and older","inadequately","3.11","2.56","34","2.55","3.67","1","2","5","5"
"2010","66 and older","middle vocational","2.74","2","2069","2.67","2.81","1","1","4","5"
"2010","66 and older","vocational + Abi","2.58","2","95","2.23","2.93","1","1","4","5"
"2011","16-34 y.","general elemantary","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","",""
"2012","16-34 y.","general elemantary","","","","","","","","",""
"2012","16-34 y.","higher education","","","","","","","","",""
"2012","16-34 y.","higher vocational","","","","","","","","",""
"2012","16-34 y.","in school","","","","","","","","",""
"2012","16-34 y.","inadequately","","","","","","","","",""
"2012","16-34 y.","middle vocational","","","","","","","","",""
"2012","16-34 y.","vocational + Abi","","","","","","","","",""
"2012","35-65 y.","general elemantary","","","","","","","","",""
"2012","35-65 y.","higher education","","","","","","","","",""
"2012","35-65 y.","higher vocational","","","","","","","","",""
"2012","35-65 y.","in school","","","","","","","","",""
"2012","35-65 y.","inadequately","","","","","","","","",""
"2012","35-65 y.","middle vocational","","","","","","","","",""
"2012","35-65 y.","vocational + Abi","","","","","","","","",""
"2012","66 and older","general elemantary","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","",""
"2012","66 and older","middle vocational","","","","","","","","",""
"2012","66 and older","vocational + Abi","","","","","","","","",""
"2013","16-34 y.","general elemantary","","","","","","","","",""
"2013","16-34 y.","higher education","","","","","","","","",""
"2013","16-34 y.","higher vocational","","","","","","","","",""
"2013","16-34 y.","in school","","","","","","","","",""
"2013","16-34 y.","inadequately","","","","","","","","",""
"2013","16-34 y.","middle vocational","","","","","","","","",""
"2013","16-34 y.","vocational + Abi","","","","","","","","",""
"2013","35-65 y.","general elemantary","","","","","","","","",""
"2013","35-65 y.","higher education","","","","","","","","",""
"2013","35-65 y.","higher vocational","","","","","","","","",""
"2013","35-65 y.","in school","","","","","","","","",""
"2013","35-65 y.","inadequately","","","","","","","","",""
"2013","35-65 y.","middle vocational","","","","","","","","",""
"2013","35-65 y.","vocational + Abi","","","","","","","","",""
"2013","66 and older","general elemantary","","","","","","","","",""
"2013","66 and older","higher education","","","","","","","","",""
"2013","66 and older","higher vocational","","","","","","","","",""
"2013","66 and older","in school","","","","","","","","",""
"2013","66 and older","inadequately","","","","","","","","",""
"2013","66 and older","middle vocational","","","","","","","","",""
