"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-Württemberg","Rural Area","20746.48","19194","298","0","7056","29911","43613","60793","19024.87","22468.09","0","63748","20094","27062"
"1985","Baden-Württemberg","Urban Area","23898.69","22742","1759","0","10502","33899","46497","79240","23087.06","24710.32","0","110469","24542","25871"
"1985","Bavaria","Rural Area","21192.4","20859.54","900","0","4602","30606","39326","74137","19915.57","22469.23","0","359884","21474","23417"
"1985","Bavaria","Urban Area","24673.56","23264","1015","0","6136","35884","50097","95462","23337.43","26009.69","0","358109","25258","27968"
"1985","Berlin","Rural Area","","","","","","","","","","","","","",""
"1985","Berlin","Urban Area","18763.62","17985.91","368","0","0","31247","39371","59238","17208.57","20318.67","0","73626","19429","23328"
"1985","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1985","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1985","Bremen","Rural Area","","","","","","","","","","","","","",""
"1985","Bremen","Urban Area","8470.64","0","116","0","0","15073","27840","57265","6127.86","10813.42","0","57265","1017","13306"
"1985","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1985","Hamburg","Urban Area","18929.98","16810.42","275","0","0","33336","41174","76438","16670.07","21189.89","0","120070","18611","22241"
"1985","Hesse","Rural Area","23069.03","17975.46","155","0","0","28418","45968","181544","17951.79","28186.27","0","181544","18867","25923"
"1985","Hesse","Urban Area","23234.33","20554","984","0","4274","34302","48651","78140","21853.73","24614.93","0","258470","21841","24524"
"1985","Lower Saxony","Rural Area","21573.65","19435.12","527","0","562","31238","42008","128858","19392.37","23754.93","0","266639","19924","24116"
"1985","Lower Saxony","Urban Area","22462.67","20183.83","581","0","3620","33029","46528","93589","20872.23","24053.11","0","156936","20094","23366"
"1985","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Rural Area","21317.76","21382.18","73","0","15415","33029","36762","54275","18262.63","24372.89","0","54275","20571","30575"
"1985","North Rhine-Westphalia","Urban Area","21503.85","20207","2901","0","2806","31700","43695","73736","20837.67","22170.03","0","271803","21883","23400"
"1985","Rhineland-Palatinate,Saarland","Rural Area","17616.25","16563.61","140","0","0","24869","32969","96843","14912.47","20320.03","0","96843","15339","22650"
"1985","Rhineland-Palatinate,Saarland","Urban Area","21173.07","19954.17","635","0","0","30895","44636","70701","19847.64","22498.5","0","83489","21175","24593"
"1985","Saxony","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony","Urban Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Urban Area","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Rural Area","18806.62","17637.73","185","0","0","28070","45888","58850","16280.56","21332.68","0","76694","18652","21945"
"1985","Schleswig-Holstein","Urban Area","20330.15","18104.93","169","0","4934","30882","48664","59821","17875.29","22785.01","0","59821","17563","24721"
"1985","Thuringia","Rural Area","","","","","","","","","","","","","",""
"1985","Thuringia","Urban Area","","","","","","","","","","","","","",""
"1986","Baden-Württemberg","Rural Area","22964.87","22906","302","0","11233","30550","41936","67792","21223.87","24705.87","0","72757","23412","28653"
"1986","Baden-Württemberg","Urban Area","25197.28","23591","1705","0","11248","35985","51047","79711","24362.68","26031.88","0","119280","26332","28223"
"1986","Bavaria","Rural Area","23606.49","21644","830","0","5328","32659","44878","83992","21290.29","25922.69","0","448945","22395","25156"
"1986","Bavaria","Urban Area","23381.31","23499.55","956","0","3681","35714","48982","68513","22229.39","24533.23","0","134981","25769","28428"
"1986","Berlin","Rural Area","","","","","","","","","","","","","",""
"1986","Berlin","Urban Area","19199.72","18515.26","355","0","0","31496","40801","73626","17407.2","20992.24","0","83734","19245","23468"
"1986","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1986","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1986","Bremen","Rural Area","","","","","","","","","","","","","",""
"1986","Bremen","Urban Area","8613.39","0","109","0","0","15155","28274","69894","5876.2","11350.58","0","69894","1700","15155"
"1986","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1986","Hamburg","Urban Area","19956.45","17194.52","250","0","0","35790","47196","82399","17665.24","22247.66","0","82399","17844","25053"
"1986","Hesse","Rural Area","21033.09","19295.74","143","0","0","31011","46170","79848","17950.44","24115.74","0","79848","20487","27456"
"1986","Hesse","Urban Area","23045.44","21867.4","910","0","1511","34920","48256","85164","21817.1","24273.78","0","121649","22752","25360"
"1986","Lower Saxony","Rural Area","21355.57","20176","520","0","2454","32813","43740","70558","19762.12","22949.02","0","114992","21628","24542"
"1986","Lower Saxony","Urban Area","22342.77","20022","591","0","1334","32927","45658","102258","20635.27","24050.27","0","175117","22037","24608"
"1986","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
