"plh0226","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","1-pers.-HH","63","0.0423393665364844","0.031873473581908","0.0528052594910608"
"1 Strongly disagree","2005","Not Employed","(Married) couple without C. ","133","0.038566824853838","0.0321718646165001","0.0449617850911759"
"1 Strongly disagree","2005","Not Employed","Single parent ","20","","",""
"1 Strongly disagree","2005","Not Employed","Couple + C. LE 16 ","32","0.069289324915767","0.0500029107372415","0.0885757390942925"
"1 Strongly disagree","2005","Not Employed","Couple + C. GT 16 ","43","0.035363317511548","0.0243531574988495","0.0463734775242465"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE and GT 16","14","","",""
"1 Strongly disagree","2005","Employed","1-pers.-HH","44","0.0307463985102737","0.0221020046540491","0.0393907923664983"
"1 Strongly disagree","2005","Employed","(Married) couple without C. ","93","0.0268695699816955","0.021536790464394","0.032202349498997"
"1 Strongly disagree","2005","Employed","Single parent ","29","","",""
"1 Strongly disagree","2005","Employed","Couple + C. LE 16 ","88","0.0290293495744839","0.0230632542225056","0.0349954449264622"
"1 Strongly disagree","2005","Employed","Couple + C. GT 16 ","62","0.0251995983163925","0.0191365669432849","0.0312626296895001"
"1 Strongly disagree","2005","Employed","Couple + C. LE and GT 16","29","","",""
"2 on scale 1-7 ","2005","Not Employed","1-pers.-HH","128","0.0886595832404823","0.0738854690596203","0.103433697421344"
"2 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","277","0.0818105167516987","0.0727084067706457","0.0909126267327517"
"2 on scale 1-7 ","2005","Not Employed","Single parent ","32","0.0794733983461699","0.0525604491225825","0.106386347569757"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE 16 ","46","0.0729172336869256","0.0531709522530303","0.0926635151208208"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. GT 16 ","79","0.0613534787872224","0.0470478853667834","0.0756590722076615"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","29","","",""
"2 on scale 1-7 ","2005","Employed","1-pers.-HH","97","0.0803094323038598","0.0667005376398761","0.0939183269678435"
"2 on scale 1-7 ","2005","Employed","(Married) couple without C. ","229","0.0703808128190284","0.0619451847722349","0.078816440865822"
"2 on scale 1-7 ","2005","Employed","Single parent ","51","0.0698674949264032","0.0511426559737954","0.088592333879011"
"2 on scale 1-7 ","2005","Employed","Couple + C. LE 16 ","212","0.0677825452415704","0.0588497775928766","0.0767153128902641"
"2 on scale 1-7 ","2005","Employed","Couple + C. GT 16 ","139","0.0545491881256029","0.045764046405202","0.0633343298460038"
"2 on scale 1-7 ","2005","Employed","Couple + C. LE and GT 16","74","0.0831346021854673","0.0672399848764976","0.099029219494437"
"3 on scale 1-7 ","2005","Not Employed","1-pers.-HH","171","0.130109212841866","0.112623445997607","0.147594979686125"
"3 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","486","0.14187690280428","0.130289075901043","0.153464729707516"
"3 on scale 1-7 ","2005","Not Employed","Single parent ","47","0.121815581630477","0.0892711633284198","0.154359999932534"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. LE 16 ","114","0.161596451368108","0.13364184121391","0.189551061522307"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. GT 16 ","145","0.138334989630279","0.117753799063219","0.158916180197339"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","77","0.190120868092675","0.157146715769442","0.223095020415907"
"3 on scale 1-7 ","2005","Employed","1-pers.-HH","179","0.114883694251407","0.0989157842803252","0.130851604222488"
"3 on scale 1-7 ","2005","Employed","(Married) couple without C. ","462","0.124201958238421","0.113325087933131","0.135078828543712"
"3 on scale 1-7 ","2005","Employed","Single parent ","93","0.141743076813665","0.116123752008855","0.167362401618475"
"3 on scale 1-7 ","2005","Employed","Couple + C. LE 16 ","390","0.129901105965709","0.117954096197247","0.14184811573417"
"3 on scale 1-7 ","2005","Employed","Couple + C. GT 16 ","312","0.122710185213997","0.110017690063686","0.135402680364309"
"3 on scale 1-7 ","2005","Employed","Couple + C. LE and GT 16","165","0.144981443533703","0.124711602022366","0.16525128504504"
"4 on scale 1-7","2005","Not Employed","1-pers.-HH","344","0.24350570463209","0.221197958601278","0.265813450662902"
"4 on scale 1-7","2005","Not Employed","(Married) couple without C. ","854","0.234463298096027","0.220393372622258","0.248533223569796"
"4 on scale 1-7","2005","Not Employed","Single parent ","100","0.22820266965323","0.186444233638044","0.269961105668417"
"4 on scale 1-7","2005","Not Employed","Couple + C. LE 16 ","173","0.234199399010009","0.202036016478647","0.26636278154137"
"4 on scale 1-7","2005","Not Employed","Couple + C. GT 16 ","259","0.258408692052564","0.232312861818153","0.284504522286976"
"4 on scale 1-7","2005","Not Employed","Couple + C. LE and GT 16","127","0.229284779513613","0.193959693977654","0.264609865049572"
"4 on scale 1-7","2005","Employed","1-pers.-HH","334","0.212516516851539","0.19203152574424","0.233001507958837"
"4 on scale 1-7","2005","Employed","(Married) couple without C. ","821","0.236267498828062","0.222258394427203","0.250276603228922"
"4 on scale 1-7","2005","Employed","Single parent ","189","0.267732740464219","0.235209512421616","0.300255968506822"
"4 on scale 1-7","2005","Employed","Couple + C. LE 16 ","710","0.24539084745259","0.230099044238037","0.260682650667144"
"4 on scale 1-7","2005","Employed","Couple + C. GT 16 ","609","0.231685773200169","0.215364490867614","0.248007055532724"
"4 on scale 1-7","2005","Employed","Couple + C. LE and GT 16","271","0.222200984443681","0.198267107323938","0.246134861563424"
"5 on scale 1-7","2005","Not Employed","1-pers.-HH","308","0.213570856512294","0.192269900912929","0.234871812111659"
"5 on scale 1-7","2005","Not Employed","(Married) couple without C. ","826","0.238627455437368","0.224471794070122","0.252783116804614"
"5 on scale 1-7","2005","Not Employed","Single parent ","71","0.19854452026151","0.158852712237508","0.238236328285512"
"5 on scale 1-7","2005","Not Employed","Couple + C. LE 16 ","146","0.217851911541408","0.186502011671143","0.249201811411674"
"5 on scale 1-7","2005","Not Employed","Couple + C. GT 16 ","255","0.224611860750669","0.19973410706003","0.249489614441307"
"5 on scale 1-7","2005","Not Employed","Couple + C. LE and GT 16","134","0.241592944193307","0.205622819215626","0.277563069170988"
"5 on scale 1-7","2005","Employed","1-pers.-HH","378","0.24897688217829","0.227323543274498","0.270630221082083"
"5 on scale 1-7","2005","Employed","(Married) couple without C. ","814","0.214244536913307","0.200713336502515","0.227775737324099"
"5 on scale 1-7","2005","Employed","Single parent ","148","0.192801420813014","0.163824421958911","0.221778419667117"
"5 on scale 1-7","2005","Employed","Couple + C. LE 16 ","758","0.242572714646764","0.227340609345701","0.257804819947827"
"5 on scale 1-7","2005","Employed","Couple + C. GT 16 ","692","0.282597238907888","0.265179144676352","0.300015333139424"
"5 on scale 1-7","2005","Employed","Couple + C. LE and GT 16","279","0.238702067174502","0.214159963390343","0.263244170958661"
"6 on scale 1-7","2005","Not Employed","1-pers.-HH","239","0.16274963610974","0.143563568152575","0.181935704066906"
"6 on scale 1-7","2005","Not Employed","(Married) couple without C. ","573","0.166915521528399","0.154531427603519","0.179299615453278"
"6 on scale 1-7","2005","Not Employed","Single parent ","72","0.192781451398153","0.15352957546979","0.232033327326516"
"6 on scale 1-7","2005","Not Employed","Couple + C. LE 16 ","108","0.155434787222447","0.127917749291983","0.182951825152911"
"6 on scale 1-7","2005","Not Employed","Couple + C. GT 16 ","211","0.189831749206898","0.166453753272928","0.213209745140869"
"6 on scale 1-7","2005","Not Employed","Couple + C. LE and GT 16","118","0.185484342838205","0.152821649944002","0.218147035732408"
