"plh0226","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","Male","154","0.0261931151099212","0.0223394680971743","0.0300467621226681","1"
"1 Strongly disagree","2005","Urban Area","Female","329","0.0464957795948064","0.0416453871416313","0.0513461720479816","1"
"1 Strongly disagree","2005","Rural Area","Male","70","0.0258065165192281","0.0203868883749735","0.0312261446634828","1"
"1 Strongly disagree","2005","Rural Area","Female","124","0.039757212496639","0.0333379876584256","0.0461764373348524","1"
"2 on scale 1-7 ","2005","Urban Area","Female","582","0.081109828367088","0.0748208898765269","0.0873987668576491","2"
"2 on scale 1-7 ","2005","Rural Area","Male","186","0.0647670102273245","0.0563546275513474","0.0731793929033016","2"
"2 on scale 1-7 ","2005","Rural Area","Female","313","0.0866297660307105","0.0773882952474327","0.0958712368139882","2"
"2 on scale 1-7 ","2005","Urban Area","Male","357","0.0631028563881398","0.0572359061859899","0.0689698065902897","2"
"3 on scale 1-7 ","2005","Urban Area","Female","1025","0.145076232777749","0.136963435332744","0.153189030222754","3"
"3 on scale 1-7 ","2005","Rural Area","Male","379","0.116106213035343","0.105156317970379","0.127056108100308","3"
"3 on scale 1-7 ","2005","Rural Area","Female","522","0.136494596493223","0.125215498851565","0.14777369413488","3"
"3 on scale 1-7 ","2005","Urban Area","Male","783","0.123339566308332","0.115405262114312","0.131273870502352","3"
"4 on scale 1-7","2005","Rural Area","Female","883","0.24540996162374","0.231272034958895","0.259547888288585","4"
"4 on scale 1-7","2005","Urban Area","Female","1821","0.248739467054404","0.238781368056963","0.258697566051846","4"
"4 on scale 1-7","2005","Rural Area","Male","764","0.229353693415744","0.214983500238128","0.24372388659336","4"
"4 on scale 1-7","2005","Urban Area","Male","1451","0.219976935575078","0.209981902593683","0.229971968556474","4"
"5 on scale 1-7","2005","Rural Area","Male","807","0.248862500796712","0.234084297418738","0.263640704174686","5"
"5 on scale 1-7","2005","Urban Area","Female","1689","0.232395824360215","0.222666299608905","0.242125349111525","5"
"5 on scale 1-7","2005","Urban Area","Male","1632","0.230627439159324","0.220463413085409","0.24079146523324","5"
"5 on scale 1-7","2005","Rural Area","Female","803","0.230090715691575","0.216262905074545","0.243918526308606","5"
"6 on scale 1-7","2005","Rural Area","Male","747","0.212758740390826","0.19876996118078","0.226747519600872","6"
"6 on scale 1-7","2005","Rural Area","Female","629","0.17004209093123","0.157699954316713","0.182384227545748","6"
"6 on scale 1-7","2005","Urban Area","Female","1181","0.154772179730509","0.146440316278814","0.163104043182204","6"
"6 on scale 1-7","2005","Urban Area","Male","1490","0.222648364631834","0.212610058210613","0.232686671053055","6"
"7 Strongly agree","2005","Rural Area","Female","285","0.0915756567328822","0.0820997996982217","0.101051513767543","7"
"7 Strongly agree","2005","Urban Area","Female","612","0.0914106881152286","0.0847718649050807","0.0980495113253765","7"
"7 Strongly agree","2005","Rural Area","Male","335","0.102345325614823","0.0919850611674114","0.112705590062234","7"
"7 Strongly agree","2005","Urban Area","Male","731","0.11411172282737","0.106439935696842","0.121783509957898","7"
"1 Strongly disagree","2006","Urban Area","Male","","","","","1"
"1 Strongly disagree","2006","Urban Area","Female","","","","","1"
"1 Strongly disagree","2006","Rural Area","Male","","","","","1"
"1 Strongly disagree","2006","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","Female","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","Male","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Male","","","","","3"
"4 on scale 1-7","2006","Urban Area","Female","","","","","4"
"4 on scale 1-7","2006","Rural Area","Male","","","","","4"
"4 on scale 1-7","2006","Rural Area","Female","","","","","4"
"4 on scale 1-7","2006","Urban Area","Male","","","","","4"
"5 on scale 1-7","2006","Rural Area","Male","","","","","5"
"5 on scale 1-7","2006","Urban Area","Female","","","","","5"
"5 on scale 1-7","2006","Rural Area","Female","","","","","5"
"5 on scale 1-7","2006","Urban Area","Male","","","","","5"
"6 on scale 1-7","2006","Rural Area","Male","","","","","6"
"6 on scale 1-7","2006","Urban Area","Female","","","","","6"
"6 on scale 1-7","2006","Rural Area","Female","","","","","6"
"6 on scale 1-7","2006","Urban Area","Male","","","","","6"
"7 Strongly agree","2006","Urban Area","Female","","","","","7"
"7 Strongly agree","2006","Rural Area","Male","","","","","7"
"7 Strongly agree","2006","Rural Area","Female","","","","","7"
"7 Strongly agree","2006","Urban Area","Male","","","","","7"
"1 Strongly disagree","2007","Urban Area","Male","","","","","1"
"1 Strongly disagree","2007","Urban Area","Female","","","","","1"
"1 Strongly disagree","2007","Rural Area","Male","","","","","1"
"1 Strongly disagree","2007","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Female","","","","","3"
"4 on scale 1-7","2007","Urban Area","Male","","","","","4"
"4 on scale 1-7","2007","Urban Area","Female","","","","","4"
"4 on scale 1-7","2007","Rural Area","Male","","","","","4"
"4 on scale 1-7","2007","Rural Area","Female","","","","","4"
"5 on scale 1-7","2007","Urban Area","Male","","","","","5"
"5 on scale 1-7","2007","Urban Area","Female","","","","","5"
"5 on scale 1-7","2007","Rural Area","Male","","","","","5"
"5 on scale 1-7","2007","Rural Area","Female","","","","","5"
"6 on scale 1-7","2007","Rural Area","Male","","","","","6"
"6 on scale 1-7","2007","Urban Area","Male","","","","","6"
"6 on scale 1-7","2007","Urban Area","Female","","","","","6"
"6 on scale 1-7","2007","Rural Area","Female","","","","","6"
"7 Strongly agree","2007","Urban Area","Male","","","","","7"
"7 Strongly agree","2007","Urban Area","Female","","","","","7"
"7 Strongly agree","2007","Rural Area","Male","","","","","7"
"7 Strongly agree","2007","Rural Area","Female","","","","","7"
"1 Strongly disagree","2008","Urban Area","Female","","","","","1"
"1 Strongly disagree","2008","Rural Area","Male","","","","","1"
"1 Strongly disagree","2008","Urban Area","Male","","","","","1"
"1 Strongly disagree","2008","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2008","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2008","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","Female","","","","","3"
"4 on scale 1-7","2008","Urban Area","Female","","","","","4"
"4 on scale 1-7","2008","Rural Area","Male","","","","","4"
"4 on scale 1-7","2008","Urban Area","Male","","","","","4"
"4 on scale 1-7","2008","Rural Area","Female","","","","","4"
"5 on scale 1-7","2008","Rural Area","Male","","","","","5"
"5 on scale 1-7","2008","Urban Area","Male","","","","","5"
"5 on scale 1-7","2008","Urban Area","Female","","","","","5"
"5 on scale 1-7","2008","Rural Area","Female","","","","","5"
"6 on scale 1-7","2008","Urban Area","Female","","","","","6"
"6 on scale 1-7","2008","Rural Area","Female","","","","","6"
"6 on scale 1-7","2008","Urban Area","Male","","","","","6"
"6 on scale 1-7","2008","Rural Area","Male","","","","","6"
"7 Strongly agree","2008","Urban Area","Male","","","","","7"
"7 Strongly agree","2008","Urban Area","Female","","","","","7"
"7 Strongly agree","2008","Rural Area","Male","","","","","7"
"7 Strongly agree","2008","Rural Area","Female","","","","","7"
"1 Strongly disagree","2009","Urban Area","Female","249","0.0370636275976133","0.0323611687487374","0.0417660864464891","1"
"1 Strongly disagree","2009","Rural Area","Male","60","0.0210323047938183","0.0159052895232432","0.0261593200643934","1"
"1 Strongly disagree","2009","Rural Area","Female","135","0.0467635582287985","0.039457468456876","0.054069648000721","1"
"1 Strongly disagree","2009","Urban Area","Male","117","0.0268258962175349","0.0225861261713083","0.0310656662637615","1"
"2 on scale 1-7 ","2009","Urban Area","Female","598","0.100314000958548","0.0928361207548943","0.107791881162202","2"
"2 on scale 1-7 ","2009","Rural Area","Male","179","0.0695288569526502","0.060440800912547","0.0786169129927533","2"
"2 on scale 1-7 ","2009","Rural Area","Female","308","0.0981957985024239","0.0878982584123175","0.10849333859253","2"
"2 on scale 1-7 ","2009","Urban Area","Male","328","0.0611530859245769","0.0548656077491185","0.0674405641000353","2"
"3 on scale 1-7 ","2009","Urban Area","Male","675","0.127131469234848","0.118390273171112","0.135872665298584","3"
"3 on scale 1-7 ","2009","Urban Area","Female","973","0.160630295318155","0.151490370565668","0.169770220070643","3"
"3 on scale 1-7 ","2009","Rural Area","Male","366","0.127896328577408","0.11596331613654","0.139829341018275","3"
"3 on scale 1-7 ","2009","Rural Area","Female","480","0.14597027417467","0.133752288356018","0.158188259993322","3"
"4 on scale 1-7","2009","Urban Area","Female","1614","0.252130727718109","0.241321915303498","0.26293954013272","4"
"4 on scale 1-7","2009","Rural Area","Male","750","0.252877477717164","0.23734688656299","0.268408068871338","4"
"4 on scale 1-7","2009","Urban Area","Male","1238","0.234465222134303","0.223348120149879","0.245582324118727","4"
"4 on scale 1-7","2009","Rural Area","Female","841","0.264601132042277","0.249336433264961","0.279865830819593","4"
"5 on scale 1-7","2009","Urban Area","Male","1437","0.244565132380006","0.233286259724299","0.255844005035712","5"
"5 on scale 1-7","2009","Rural Area","Male","739","0.246175161771994","0.230783187288412","0.261567136255576","5"
"5 on scale 1-7","2009","Urban Area","Female","1368","0.225663176492603","0.215258045521763","0.236068307463444","5"
"5 on scale 1-7","2009","Rural Area","Female","729","0.223527134417179","0.209110656260127","0.23794361257423","5"
