"plh0226","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","(0) in school","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1b) general elementary school","23","","",""
"1 Strongly disagree","2005","1-pers.-HH","(1c) basic vocational qualification","37","0.0388048667160458","0.026037464711433","0.0515722687206585"
"1 Strongly disagree","2005","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2a) intermediate vocational","27","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","8","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","1-pers.-HH","(3b) higher tertiary education","4","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(0) in school","","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(1b) general elementary school","34","0.0467417756084488","0.0298658058459797","0.0636177453709179"
"1 Strongly disagree","2005","(Married) couple without C. ","(1c) basic vocational qualification","82","0.0311306037917425","0.0243173872593798","0.0379438203241052"
"1 Strongly disagree","2005","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2a) intermediate vocational","41","0.0365170032297983","0.0267815108627829","0.0462524955968136"
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","17","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(3a) lower tertiary education","16","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","(3b) higher tertiary education","17","","",""
"1 Strongly disagree","2005","Single parent ","(0) in school","1","","",""
"1 Strongly disagree","2005","Single parent ","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","Single parent ","(1b) general elementary school","10","","",""
"1 Strongly disagree","2005","Single parent ","(1c) basic vocational qualification","10","","",""
"1 Strongly disagree","2005","Single parent ","(2b) intermediate general qualification","6","","",""
"1 Strongly disagree","2005","Single parent ","(2a) intermediate vocational","8","","",""
"1 Strongly disagree","2005","Single parent ","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"1 Strongly disagree","2005","Single parent ","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2005","Single parent ","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(0) in school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","12","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","31","0.0306986523009077","0.01878980755683","0.0426074970449853"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","40","0.0388516796425436","0.0280170868545291","0.0496862724305582"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","13","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","9","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","7","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","14","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","28","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","25","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","5","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","7","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","5","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","6","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","13","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","8","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","29","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","68","0.0861028106222289","0.0675584873951484","0.104647133849309"
"2 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","49","0.0717368589003353","0.0518066482631809","0.0916670695374897"
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","17","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","19","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","21","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","61","0.105071865535752","0.0805559476890733","0.129587783382431"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","184","0.079474366221945","0.0688633426200571","0.0900853898238329"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","107","0.0716478574824942","0.0582619966871059","0.0850337182778826"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","35","0.0573125098768405","0.0363874116166535","0.0782376081370276"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","30","0.0456522168172535","0.03014521844374","0.0611592151907669"
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","62","0.082383825818588","0.0650093359113575","0.0997583157258186"
"2 on scale 1-7 ","2005","Single parent ","(0) in school","6","","",""
"2 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","5","","",""
"2 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","22","","",""
"2 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","21","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","4","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"2 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","5","","",""
"2 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","8","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(0) in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1b) general elementary school","11","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","55","0.0725556882697284","0.0546471465005793","0.0904642300388775"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2a) intermediate vocational","83","0.0622314644584937","0.0486868911808008","0.0757760377361867"
