"plh0226","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","171","0.0254168634184946","0.0220455129261691","0.0287882139108202"
"1 Strongly disagree","2005","no migration background","Female","370","0.0430980063040744","0.038931289593736","0.0472647230144129"
"1 Strongly disagree","2005","direct migration background","Male","41","0.0314053262644752","0.0211450443276221","0.0416656082013284"
"1 Strongly disagree","2005","direct migration background","Female","68","0.056491519332752","0.043672535449185","0.069310503216319"
"1 Strongly disagree","2005","indirect migration background","Male","","","",""
"1 Strongly disagree","2005","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2005","no migration background","Male","471","0.0645855061462446","0.0593204493274136","0.0698505629650757"
"2 on scale 1-7 ","2005","no migration background","Female","767","0.0845814437255088","0.0788721937693298","0.0902906936816878"
"2 on scale 1-7 ","2005","direct migration background","Male","59","0.062652269679989","0.0483960174021974","0.0769085219577806"
"2 on scale 1-7 ","2005","direct migration background","Female","103","0.0813867867291409","0.0662046686453105","0.0965689048129712"
"2 on scale 1-7 ","2005","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2005","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2005","no migration background","Male","980","0.118990627852039","0.112055090365239","0.12592616533884"
"3 on scale 1-7 ","2005","no migration background","Female","1299","0.141837716238903","0.134679377740801","0.148996054737004"
"3 on scale 1-7 ","2005","direct migration background","Male","140","0.134740862089914","0.11465412664182","0.154827597538008"
"3 on scale 1-7 ","2005","direct migration background","Female","183","0.152525355281211","0.132562463646202","0.17248824691622"
"3 on scale 1-7 ","2005","indirect migration background","Male","42","0.121292704613514","0.0894582902681902","0.153127118958839"
"3 on scale 1-7 ","2005","indirect migration background","Female","65","0.118447219353798","0.0877979060787975","0.149096532628798"
"4 on scale 1-7","2005","no migration background","Male","1853","0.221232426127689","0.212341196998096","0.230123655257283"
"4 on scale 1-7","2005","no migration background","Female","2271","0.247829602814537","0.238970976881283","0.256688228747791"
"4 on scale 1-7","2005","direct migration background","Male","258","0.225247636882941","0.200672373665058","0.249822900100825"
"4 on scale 1-7","2005","direct migration background","Female","337","0.251513243617993","0.22742187020903","0.275604617026956"
"4 on scale 1-7","2005","indirect migration background","Male","104","0.250611482384426","0.208353242086675","0.292869722682177"
"4 on scale 1-7","2005","indirect migration background","Female","96","0.231156806200562","0.191170951525774","0.27114266087535"
"5 on scale 1-7","2005","no migration background","Male","2063","0.23883045799255","0.229697340643684","0.247963575341415"
"5 on scale 1-7","2005","no migration background","Female","2119","0.231654500347427","0.222998240172823","0.240310760522032"
"5 on scale 1-7","2005","direct migration background","Male","270","0.213116631154725","0.189025873652476","0.237207388656974"
"5 on scale 1-7","2005","direct migration background","Female","261","0.220330377523571","0.197316936199161","0.24334381884798"
"5 on scale 1-7","2005","indirect migration background","Male","106","0.257971292297181","0.215308089856298","0.300634494738064"
"5 on scale 1-7","2005","indirect migration background","Female","112","0.272833882665171","0.230586469450569","0.315081295879774"
"6 on scale 1-7","2005","no migration background","Male","1921","0.221213177424254","0.212322225225074","0.230104129623434"
"6 on scale 1-7","2005","no migration background","Female","1545","0.160351197853174","0.152822556738598","0.167879838967751"
"6 on scale 1-7","2005","direct migration background","Male","233","0.22382952068392","0.199309329931667","0.248349711436173"
"6 on scale 1-7","2005","direct migration background","Female","192","0.145899157410683","0.126298527126005","0.165499787695361"
"6 on scale 1-7","2005","indirect migration background","Male","83","0.170750402870853","0.134057597980977","0.207443207760729"
"6 on scale 1-7","2005","indirect migration background","Female","73","0.190503930045675","0.153256741653114","0.227751118438235"
"7 Strongly agree","2005","no migration background","Male","913","0.109730941038728","0.103035816298945","0.116426065778511"
"7 Strongly agree","2005","no migration background","Female","754","0.0906475327163752","0.0847567124389235","0.0965383529938269"
