"plh0226","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Male","86","0.0293351997904137","0.0234461339185765","0.0352242656622508","1"
"1 Strongly disagree","2005","Not Employed","Female","236","0.0520659581791578","0.045707853670941","0.0584240626873745","1"
"1 Strongly disagree","2005","Employed","Male","138","0.0244828612626482","0.0207911767884641","0.0281745457368324","1"
"1 Strongly disagree","2005","Employed","Female","217","0.037536541843776","0.0327698417156844","0.0423032419718676","1"
"2 on scale 1-7 ","2005","Not Employed","Female","419","0.0871258574771037","0.0790546101571795","0.0951971047970279","2"
"2 on scale 1-7 ","2005","Employed","Male","340","0.0613339282897346","0.0556022475977109","0.0670656089817583","2"
"2 on scale 1-7 ","2005","Employed","Female","476","0.0789989706314252","0.0722344137838988","0.0857635274789516","2"
"2 on scale 1-7 ","2005","Not Employed","Male","203","0.0683127006009411","0.059508233774077","0.0771171674278052","2"
"3 on scale 1-7 ","2005","Not Employed","Female","691","0.152643809000775","0.142350991548586","0.162936626452964","3"
"3 on scale 1-7 ","2005","Employed","Male","782","0.120508903323052","0.112732096195692","0.128285710450413","3"
"3 on scale 1-7 ","2005","Employed","Female","856","0.133243229187054","0.124720674964864","0.141765783409243","3"
"3 on scale 1-7 ","2005","Not Employed","Male","380","0.122278977420248","0.11084568277305","0.133712272067446","3"
"4 on scale 1-7","2005","Employed","Female","1525","0.253216647159235","0.242311236658343","0.264122057660128","4"
"4 on scale 1-7","2005","Not Employed","Female","1179","0.241523987219589","0.229274646079649","0.25377332835953","4"
"4 on scale 1-7","2005","Employed","Male","1475","0.216854081280954","0.207009864202042","0.226698298359866","4"
"4 on scale 1-7","2005","Not Employed","Male","740","0.235288631468321","0.220485060443411","0.250092202493232","4"
"5 on scale 1-7","2005","Employed","Male","1701","0.242489001437745","0.232250968289189","0.252727034586301","5"
"5 on scale 1-7","2005","Not Employed","Female","1058","0.22823202404167","0.216220632131523","0.240243415951817","5"
"5 on scale 1-7","2005","Not Employed","Male","738","0.223605009976827","0.209063839245979","0.238146180707675","5"
"5 on scale 1-7","2005","Employed","Female","1434","0.234752582537777","0.224123281612994","0.24538188346256","5"
"6 on scale 1-7","2005","Employed","Male","1583","0.226785658983451","0.216782578073868","0.236788739893034","6"
"6 on scale 1-7","2005","Employed","Female","1105","0.17259319780727","0.163116217939995","0.182070177674544","6"
"6 on scale 1-7","2005","Not Employed","Female","705","0.144927346430171","0.134852502004197","0.155002190856146","6"
"6 on scale 1-7","2005","Not Employed","Male","654","0.204768172895267","0.190685167335344","0.218851178455189","6"
"7 Strongly agree","2005","Employed","Female","495","0.0896588308334634","0.0824941441311378","0.096823517535789","7"
"7 Strongly agree","2005","Not Employed","Female","402","0.0934810176515329","0.0851497356157316","0.101812299687334","7"
"7 Strongly agree","2005","Employed","Male","713","0.107545565422415","0.100144992933459","0.114946137911371","7"
"7 Strongly agree","2005","Not Employed","Male","353","0.116411307847983","0.105218477905465","0.1276041377905","7"
"1 Strongly disagree","2006","Not Employed","Male","","","","","1"
"1 Strongly disagree","2006","Not Employed","Female","","","","","1"
"1 Strongly disagree","2006","Employed","Male","","","","","1"
"1 Strongly disagree","2006","Employed","Female","","","","","1"
"2 on scale 1-7 ","2006","Employed","Male","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2006","Employed","Male","","","","","3"
"4 on scale 1-7","2006","Not Employed","Female","","","","","4"
"4 on scale 1-7","2006","Employed","Male","","","","","4"
"4 on scale 1-7","2006","Employed","Female","","","","","4"
"4 on scale 1-7","2006","Not Employed","Male","","","","","4"
"5 on scale 1-7","2006","Employed","Male","","","","","5"
"5 on scale 1-7","2006","Not Employed","Female","","","","","5"
"5 on scale 1-7","2006","Employed","Female","","","","","5"
"5 on scale 1-7","2006","Not Employed","Male","","","","","5"
"6 on scale 1-7","2006","Employed","Male","","","","","6"
"6 on scale 1-7","2006","Not Employed","Female","","","","","6"
"6 on scale 1-7","2006","Employed","Female","","","","","6"
"6 on scale 1-7","2006","Not Employed","Male","","","","","6"
"7 Strongly agree","2006","Not Employed","Female","","","","","7"
"7 Strongly agree","2006","Employed","Male","","","","","7"
"7 Strongly agree","2006","Employed","Female","","","","","7"
"7 Strongly agree","2006","Not Employed","Male","","","","","7"
"1 Strongly disagree","2007","Not Employed","Male","","","","","1"
"1 Strongly disagree","2007","Not Employed","Female","","","","","1"
"1 Strongly disagree","2007","Employed","Male","","","","","1"
"1 Strongly disagree","2007","Employed","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Female","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2007","Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Employed","Female","","","","","3"
"4 on scale 1-7","2007","Not Employed","Male","","","","","4"
"4 on scale 1-7","2007","Not Employed","Female","","","","","4"
"4 on scale 1-7","2007","Employed","Male","","","","","4"
