"plh0226","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Schleswig-Holstein","no migration background","20","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","direct migration background","","","","","1"
"1 Strongly disagree","2005","Schleswig-Holstein","indirect migration background","","","","","1"
"1 Strongly disagree","2005","Hamburg","no migration background","6","","","","1"
"1 Strongly disagree","2005","Hamburg","direct migration background","","","","","1"
"1 Strongly disagree","2005","Hamburg","indirect migration background","","","","","1"
"1 Strongly disagree","2005","Lower Saxony","no migration background","61","0.0380060305010053","0.0284592002031974","0.0475528607988131","1"
"1 Strongly disagree","2005","Lower Saxony","direct migration background","6","","","","1"
"1 Strongly disagree","2005","Lower Saxony","indirect migration background","2","","","","1"
"1 Strongly disagree","2005","Bremen","no migration background","6","","","","1"
"1 Strongly disagree","2005","Bremen","direct migration background","1","","","","1"
"1 Strongly disagree","2005","Bremen","indirect migration background","","","","","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","no migration background","119","0.035028546632413","0.0289034127837677","0.0411536804810583","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","direct migration background","37","0.0623483148393282","0.0437176188231674","0.080979010855489","1"
"1 Strongly disagree","2005","North Rhine-Westphalia","indirect migration background","5","","","","1"
"1 Strongly disagree","2005","Hesse","no migration background","37","0.0419252517263439","0.0299889057329964","0.0538615977196915","1"
"1 Strongly disagree","2005","Hesse","direct migration background","16","","","","1"
"1 Strongly disagree","2005","Hesse","indirect migration background","4","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","no migration background","38","0.0387212398499581","0.0268051805321087","0.0506372991678076","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","direct migration background","1","","","","1"
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","indirect migration background","3","","","","1"
"1 Strongly disagree","2005","Baden-Württemberg","no migration background","44","0.0356012237787225","0.0269567905329717","0.0442456570244733","1"
"1 Strongly disagree","2005","Baden-Württemberg","direct migration background","31","0.0445945029043681","0.0271526955787868","0.0620363102299494","1"
