"plh0226","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","in school","1","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","inadequately","2","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","general elemantary","23","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","middle vocational","60","0.0384110207640513","0.0288061265457036","0.048015914982399","1"
"1 Strongly disagree","2005","1-pers.-HH","vocational + Abi","6","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","higher vocational","9","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","higher education","5","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","in school","","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","inadequately","5","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","general elemantary","38","0.0449507764796416","0.0295244346462203","0.0603771183130629","1"
"1 Strongly disagree","2005","(Married) couple without C. ","middle vocational","123","0.0348774639590887","0.0289221668053387","0.0408327611128387","1"
"1 Strongly disagree","2005","(Married) couple without C. ","vocational + Abi","16","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","higher vocational","8","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","higher education","33","0.0221422682201284","0.0150594724612788","0.029225063978978","1"
"1 Strongly disagree","2005","Single parent ","in school","1","","","","1"
"1 Strongly disagree","2005","Single parent ","inadequately","3","","","","1"
"1 Strongly disagree","2005","Single parent ","general elemantary","16","","","","1"
"1 Strongly disagree","2005","Single parent ","middle vocational","20","","","","1"
"1 Strongly disagree","2005","Single parent ","vocational + Abi","4","","","","1"
"1 Strongly disagree","2005","Single parent ","higher vocational","","","","","1"
"1 Strongly disagree","2005","Single parent ","higher education","3","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","in school","","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","inadequately","4","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","general elemantary","14","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","middle vocational","67","0.0355102997994492","0.0270381656263724","0.043982433972526","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","vocational + Abi","10","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher vocational","10","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","higher education","15","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","in school","7","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","inadequately","3","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","general elemantary","17","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","middle vocational","53","0.0333041303268491","0.0249545381514562","0.0416537225022419","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","vocational + Abi","6","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher vocational","7","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","higher education","6","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","in school","6","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","inadequately","4","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","general elemantary","7","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","middle vocational","21","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher vocational","","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","higher education","3","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","92","0.0666654613299517","0.0546587258984136","0.0786721967614898","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","11","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","13","","","","2"
"2 on scale 1-7 ","2005","Single parent ","in school","6","","","","2"
"2 on scale 1-7 ","2005","Single parent ","inadequately","","","","","2"
"2 on scale 1-7 ","2005","Single parent ","general elemantary","7","","","","2"
"2 on scale 1-7 ","2005","Single parent ","middle vocational","42","0.0784190167094437","0.0555751444296368","0.101262888989251","2"
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","7","","","","2"
"2 on scale 1-7 ","2005","Single parent ","higher vocational","7","","","","2"
"2 on scale 1-7 ","2005","Single parent ","higher education","13","","","","2"
