"plh0226","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","no migration background","260","0.0429278247842857","0.0380258248009582","0.0478298247676132"
"1 Strongly disagree","2005","Not Employed","direct migration background","52","0.0490732770345451","0.0356305211764533","0.0625160328926369"
"1 Strongly disagree","2005","Not Employed","indirect migration background","10","","",""
"1 Strongly disagree","2005","Employed","no migration background","281","0.0287808201692351","0.0256463215261918","0.0319153188122784"
"1 Strongly disagree","2005","Employed","direct migration background","57","0.0415456235185992","0.0309557866785115","0.0521354603586869"
"1 Strongly disagree","2005","Employed","indirect migration background","17","","",""
"2 on scale 1-7 ","2005","Not Employed","no migration background","535","0.0829747020056323","0.0763036392213165","0.089645764789948"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","76","0.0701798947139685","0.0542835205170926","0.0860762689108444"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","11","","",""
"2 on scale 1-7 ","2005","Employed","no migration background","703","0.069349486383093","0.0645865715791217","0.0741124011870643"
"2 on scale 1-7 ","2005","Employed","direct migration background","86","0.0742081273161696","0.0602982492228403","0.0881180054094988"
"2 on scale 1-7 ","2005","Employed","indirect migration background","27","","",""
"3 on scale 1-7 ","2005","Not Employed","no migration background","893","0.139352967614502","0.130977632990769","0.147728302238236"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","141","0.147768075754774","0.125684903339062","0.169851248170487"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","37","0.144633201217327","0.103726061428354","0.185540341006299"
"3 on scale 1-7 ","2005","Employed","no migration background","1386","0.124874184242609","0.118676499833376","0.131071868651843"
"3 on scale 1-7 ","2005","Employed","direct migration background","182","0.141577002239034","0.123076311898714","0.160077692579354"
"3 on scale 1-7 ","2005","Employed","indirect migration background","70","0.1084692356464","0.0824091472319075","0.134529324060892"
"4 on scale 1-7","2005","Not Employed","no migration background","1585","0.237647242704473","0.227353438662343","0.247941046746603"
"4 on scale 1-7","2005","Not Employed","direct migration background","259","0.241252744132501","0.214628520494883","0.26787696777012"
"4 on scale 1-7","2005","Not Employed","indirect migration background","75","0.268578824776882","0.21703121048221","0.320126439071554"
"4 on scale 1-7","2005","Employed","no migration background","2539","0.233027958554946","0.225102002506472","0.24095391460342"
"4 on scale 1-7","2005","Employed","direct migration background","336","0.237617243400369","0.215029834446453","0.260204652354284"
"4 on scale 1-7","2005","Employed","indirect migration background","125","0.22803732737182","0.192876786306991","0.26319786843665"
"5 on scale 1-7","2005","Not Employed","no migration background","1510","0.226786593825233","0.216659381958187","0.236913805692279"
"5 on scale 1-7","2005","Not Employed","direct migration background","216","0.221685106632958","0.195836437713694","0.247533775552222"
"5 on scale 1-7","2005","Not Employed","indirect migration background","70","0.23688853965988","0.18743983331885","0.28633724600091"
"5 on scale 1-7","2005","Employed","no migration background","2672","0.240815022744881","0.232798731842488","0.248831313647274"
