"plh0226","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Not Employed","61","0.0419861649573815","0.0321987071775533","0.0517736227372097"
"1 Strongly disagree","2005","16-34 y.","Employed","110","0.0297074503880535","0.0242398515743868","0.0351750492017202"
"1 Strongly disagree","2005","35-65 y.","Not Employed","139","0.0569081758402188","0.0481600782812548","0.0656562733991828"
"1 Strongly disagree","2005","35-65 y.","Employed","244","0.0314718237539057","0.0278466708930826","0.0350969766147287"
"1 Strongly disagree","2005","66 and older","Not Employed","122","0.0348322308219438","0.0287896480065838","0.0408748136373038"
"1 Strongly disagree","2005","66 and older","Employed","1","","",""
"2 on scale 1-7 ","2005","16-34 y.","Not Employed","106","0.0652496795800257","0.0531974357222095","0.0773019234378419"
"2 on scale 1-7 ","2005","16-34 y.","Employed","254","0.0612247633852691","0.0535040581467975","0.0689454686237407"
"2 on scale 1-7 ","2005","35-65 y.","Not Employed","237","0.0921327122211646","0.0812115864808781","0.103053837961451"
"2 on scale 1-7 ","2005","35-65 y.","Employed","548","0.0728951125479252","0.0674972368464753","0.0782929882493751"
"2 on scale 1-7 ","2005","66 and older","Not Employed","279","0.0767593570121503","0.0679862448332652","0.0855324691910353"
"2 on scale 1-7 ","2005","66 and older","Employed","14","","",""
"3 on scale 1-7 ","2005","16-34 y.","Not Employed","209","0.131401359196869","0.114914405857966","0.147888312535772"
"3 on scale 1-7 ","2005","16-34 y.","Employed","452","0.12399118471385","0.113377596225731","0.134604773201969"
"3 on scale 1-7 ","2005","35-65 y.","Not Employed","397","0.156468112446378","0.142749412120725","0.170186812772031"
"3 on scale 1-7 ","2005","35-65 y.","Employed","1166","0.128569404862494","0.121619250384382","0.135519559340605"
"3 on scale 1-7 ","2005","66 and older","Not Employed","465","0.13386737438809","0.122645636180447","0.145089112595734"
"3 on scale 1-7 ","2005","66 and older","Employed","20","","",""
"4 on scale 1-7","2005","16-34 y.","Not Employed","397","0.245876880805213","0.22486277655586","0.266890985054567"
"4 on scale 1-7","2005","16-34 y.","Employed","866","0.229359899464891","0.215820570239537","0.242899228690244"
"4 on scale 1-7","2005","35-65 y.","Not Employed","641","0.223534551534419","0.207802596608384","0.239266506460454"
"4 on scale 1-7","2005","35-65 y.","Employed","2087","0.236907610995478","0.228079103163439","0.245736118827516"
"4 on scale 1-7","2005","66 and older","Not Employed","881","0.246458264812564","0.232256055473788","0.26066047415134"
"4 on scale 1-7","2005","66 and older","Employed","47","0.180427208390043","0.130292481626866","0.230561935153219"
"5 on scale 1-7","2005","16-34 y.","Not Employed","385","0.245006063365305","0.224017096815832","0.265995029914777"
