"plh0226","year","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","284","0.0409170888312537","0.0363010940533741","0.0455330836091332"
"1 Strongly disagree","2005","secondary school degree","192","0.0369012758962699","0.0321363233035083","0.0416662284890314"
"1 Strongly disagree","2005","college entrance qualification","100","0.0191409898088275","0.0154150073668876","0.0228669722507674"
"1 Strongly disagree","2005","Other degree","52","0.0524220812943541","0.039340047911058","0.0655041146776501"
"1 Strongly disagree","2005","no degree/no degree yet","33","0.0331829410191006","0.0214810398407488","0.0448848421974524"
"2 on scale 1-7 ","2005","lower secondary degree","511","0.0761647921188315","0.0699837848520381","0.082345799385625"
"2 on scale 1-7 ","2005","secondary school degree","397","0.0658692928780865","0.0595995776717802","0.0721390080843928"
"2 on scale 1-7 ","2005","college entrance qualification","359","0.0745154874575821","0.0673744194968999","0.0816565554182642"
"2 on scale 1-7 ","2005","Other degree","85","0.0966115437115136","0.0792710109462006","0.113952076476827"
"2 on scale 1-7 ","2005","no degree/no degree yet","62","0.0598644007868586","0.0443653034685024","0.0753634981052149"
"3 on scale 1-7 ","2005","lower secondary degree","926","0.128721921270059","0.120918419750894","0.136525422789225"
"3 on scale 1-7 ","2005","secondary school degree","772","0.127100092079002","0.118681147598594","0.135519036559409"
"3 on scale 1-7 ","2005","college entrance qualification","691","0.138153630876937","0.128770421767922","0.147536839985952"
"3 on scale 1-7 ","2005","Other degree","149","0.123497772307566","0.104186240164853","0.142809304450278"
"3 on scale 1-7 ","2005","no degree/no degree yet","119","0.147046270786885","0.123908762893356","0.170183778680413"
"4 on scale 1-7","2005","lower secondary degree","1718","0.237823114233073","0.227902472027628","0.247743756438518"
"4 on scale 1-7","2005","secondary school degree","1409","0.235560374714977","0.22483468564771","0.246286063782244"
"4 on scale 1-7","2005","college entrance qualification","1169","0.221790528535429","0.210493217934828","0.233087839136029"
"4 on scale 1-7","2005","Other degree","286","0.257616917158995","0.231947743971459","0.283286090346531"
"4 on scale 1-7","2005","no degree/no degree yet","242","0.258821144058205","0.23020650821735","0.28743577989906"
"5 on scale 1-7","2005","lower secondary degree","1619","0.222674725617992","0.212980307958785","0.232369143277198"
"5 on scale 1-7","2005","secondary school degree","1492","0.246915659118178","0.236016358922388","0.257814959313968"
"5 on scale 1-7","2005","college entrance qualification","1286","0.249360676032011","0.237595865037079","0.261125487026943"
"5 on scale 1-7","2005","Other degree","252","0.21616431421183","0.192003299325401","0.240325329098259"
"5 on scale 1-7","2005","no degree/no degree yet","195","0.213662515948586","0.186883445693173","0.240441586204"
"6 on scale 1-7","2005","lower secondary degree","1263","0.180335613066056","0.171376940735234","0.189294285396878"
"6 on scale 1-7","2005","secondary school degree","1193","0.186729996917734","0.176880208284058","0.196579785551411"
"6 on scale 1-7","2005","college entrance qualification","1159","0.214451008111831","0.203289933819838","0.225612082403824"
"6 on scale 1-7","2005","Other degree","180","0.164536756062663","0.142774405765018","0.186299106360309"
"6 on scale 1-7","2005","no degree/no degree yet","180","0.196709062300318","0.170738852737172","0.222679271863464"
"7 Strongly agree","2005","lower secondary degree","754","0.113362744862734","0.105975320738874","0.120750168986594"
"7 Strongly agree","2005","secondary school degree","558","0.100923308395753","0.0933095937142977","0.108537023077207"
"7 Strongly agree","2005","college entrance qualification","431","0.082587679177383","0.0751026201372396","0.0900727382175264"
"7 Strongly agree","2005","Other degree","111","0.0891506152530784","0.0724244603572234","0.105876770148933"
"7 Strongly agree","2005","no degree/no degree yet","69","0.0907136651000462","0.0719501791864144","0.109477151013678"
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
"1 Strongly disagree","2006","college entrance qualification","","","",""
"1 Strongly disagree","2006","Other degree","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
