"plh0226","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","Male","172","0.0257613021979034","0.0221670548212475","0.0293555495745594","1"
"1 Strongly disagree","2005","West Germany","Female","367","0.0461830955149149","0.0416334429028422","0.0507327481269876","1"
"1 Strongly disagree","2005","East Germany","Male","52","0.0274143713277651","0.0209127083512806","0.0339160343042496","1"
"1 Strongly disagree","2005","East Germany","Female","86","0.0363913546122257","0.0292249982507517","0.0435577109736998","1"
"2 on scale 1-7 ","2005","West Germany","Female","696","0.0835108033534942","0.0775137320004731","0.0895078747065153","2"
"2 on scale 1-7 ","2005","East Germany","Male","135","0.0562243965931851","0.0470523097326099","0.0653964834537604","2"
"2 on scale 1-7 ","2005","East Germany","Female","199","0.0798078226394712","0.0694370540088446","0.0901785912700978","2"
"2 on scale 1-7 ","2005","West Germany","Male","408","0.0653381557806449","0.0597315236298114","0.0709447879314785","2"
"3 on scale 1-7 ","2005","West Germany","Female","1138","0.141928296434412","0.134363443392949","0.149493149475875","3"
"3 on scale 1-7 ","2005","East Germany","Male","317","0.142283912704258","0.128374107068281","0.156193718340235","3"
"3 on scale 1-7 ","2005","East Germany","Female","409","0.14448876763581","0.131033918047094","0.157943617224526","3"
"3 on scale 1-7 ","2005","West Germany","Male","845","0.116167179392462","0.108897451508996","0.123436907275929","3"
"4 on scale 1-7","2005","East Germany","Female","664","0.256315045364749","0.23960681351094","0.273023277218557","4"
"4 on scale 1-7","2005","West Germany","Female","2040","0.245770863555115","0.236437867960397","0.255103859149833","4"
"4 on scale 1-7","2005","East Germany","Male","552","0.224031932806928","0.207430396805789","0.240633468808068","4"
"4 on scale 1-7","2005","West Germany","Male","1663","0.222630401366363","0.213192023052526","0.232068779680201","4"
"5 on scale 1-7","2005","East Germany","Male","611","0.247578357589065","0.230393008351993","0.264763706826137","5"
"5 on scale 1-7","2005","West Germany","Female","1894","0.234141092379082","0.22496162644561","0.243320558312555","5"
"5 on scale 1-7","2005","West Germany","Male","1828","0.233682630162197","0.224081797038591","0.243283463285803","5"
"5 on scale 1-7","2005","East Germany","Female","598","0.220667049464927","0.204796966060605","0.236537132869249","5"
"6 on scale 1-7","2005","East Germany","Male","534","0.208636486940589","0.19245738073236","0.224815593148818","6"
"6 on scale 1-7","2005","East Germany","Female","478","0.179266289333922","0.164587190445182","0.193945388222662","6"
"6 on scale 1-7","2005","West Germany","Female","1332","0.155123154395891","0.147275511576926","0.162970797214856","6"
"6 on scale 1-7","2005","West Germany","Male","1703","0.222110365314743","0.212679864092037","0.231540866537449","6"
"7 Strongly agree","2005","East Germany","Female","189","0.0830636709488954","0.0725022076079304","0.0936251342898603","7"
"7 Strongly agree","2005","West Germany","Female","708","0.0933426943670902","0.0870365202250389","0.0996488685091415","7"
"7 Strongly agree","2005","East Germany","Male","222","0.0938305420382098","0.0822201146500793","0.10544096942634","7"
"7 Strongly agree","2005","West Germany","Male","844","0.114309965785686","0.107091011417434","0.121528920153938","7"
"1 Strongly disagree","2006","West Germany","Male","","","","","1"
"1 Strongly disagree","2006","West Germany","Female","","","","","1"
"1 Strongly disagree","2006","East Germany","Male","","","","","1"
"1 Strongly disagree","2006","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2006","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","East Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Male","","","","","2"
"3 on scale 1-7 ","2006","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Male","","","","","3"
"4 on scale 1-7","2006","West Germany","Female","","","","","4"
"4 on scale 1-7","2006","East Germany","Male","","","","","4"
"4 on scale 1-7","2006","East Germany","Female","","","","","4"
