"plh0226","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Male","","","",""
"1 Strongly disagree","2005","in school","Female","","","",""
"1 Strongly disagree","2005","inadequately","Male","","","",""
"1 Strongly disagree","2005","inadequately","Female","","","",""
"1 Strongly disagree","2005","general elemantary","Male","","","",""
"1 Strongly disagree","2005","general elemantary","Female","99","0.0660023001619371","0.053911834651214","0.0780927656726601"
"1 Strongly disagree","2005","middle vocational","Male","128","0.0290180981682276","0.0243051797107222","0.033731016625733"
"1 Strongly disagree","2005","middle vocational","Female","229","0.0432915984003725","0.0378463918123921","0.0487368049883529"
"1 Strongly disagree","2005","vocational + Abi","Male","","","",""
"1 Strongly disagree","2005","vocational + Abi","Female","","","",""
"1 Strongly disagree","2005","higher vocational","Male","","","",""
"1 Strongly disagree","2005","higher vocational","Female","","","",""
"1 Strongly disagree","2005","higher education","Male","","","",""
"1 Strongly disagree","2005","higher education","Female","47","0.0285440397674609","0.0209804575840493","0.0361076219508725"
"2 on scale 1-7 ","2005","in school","Male","","","",""
"2 on scale 1-7 ","2005","in school","Female","30","0.0666253265478191","0.0400795201053779","0.0931711329902603"
"2 on scale 1-7 ","2005","inadequately","Male","","","",""
"2 on scale 1-7 ","2005","inadequately","Female","","","",""
"2 on scale 1-7 ","2005","general elemantary","Male","42","0.0472577020210138","0.0323475416178532","0.0621678624241744"
"2 on scale 1-7 ","2005","general elemantary","Female","144","0.0858022028339797","0.0721639138703809","0.0994404917975785"
"2 on scale 1-7 ","2005","middle vocational","Male","299","0.070274957230977","0.0630982133963848","0.0774517010655693"
"2 on scale 1-7 ","2005","middle vocational","Female","429","0.0796145972816327","0.0723718393692151","0.0868573551940503"
"2 on scale 1-7 ","2005","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2005","vocational + Abi","Female","69","0.0921011990698323","0.0701561509493905","0.114046247190274"
"2 on scale 1-7 ","2005","higher vocational","Male","43","0.0550383009378009","0.0400806989095336","0.0699959029660682"
"2 on scale 1-7 ","2005","higher vocational","Female","57","0.079622460525857","0.0590475445003569","0.100197376551357"
"2 on scale 1-7 ","2005","higher education","Male","114","0.061587027460159","0.0517749704592048","0.0713990844611132"
"2 on scale 1-7 ","2005","higher education","Female","140","0.0895519681910527","0.0765824631873023","0.102521473194803"
"3 on scale 1-7 ","2005","in school","Male","37","0.118210801138555","0.0822707896313165","0.154150812645793"
"3 on scale 1-7 ","2005","in school","Female","42","0.134897942827726","0.0985328602842618","0.17126302537119"
"3 on scale 1-7 ","2005","inadequately","Male","","","",""
"3 on scale 1-7 ","2005","inadequately","Female","","","",""
"3 on scale 1-7 ","2005","general elemantary","Male","99","0.135766980711043","0.111697273909482","0.159836687512604"
"3 on scale 1-7 ","2005","general elemantary","Female","234","0.136321551756978","0.1196126122937","0.153030491220255"
"3 on scale 1-7 ","2005","middle vocational","Male","560","0.11471895969668","0.105771328666764","0.123666590726596"
"3 on scale 1-7 ","2005","middle vocational","Female","741","0.135898903874776","0.126730093059691","0.145067714689861"
"3 on scale 1-7 ","2005","vocational + Abi","Male","63","0.168377568125092","0.134475173209043","0.20227996304114"
"3 on scale 1-7 ","2005","vocational + Abi","Female","98","0.123537285307646","0.098565423454963","0.14850914716033"
"3 on scale 1-7 ","2005","higher vocational","Male","104","0.105964219852777","0.0857768642098904","0.126151575495663"
"3 on scale 1-7 ","2005","higher vocational","Female","107","0.18141379482579","0.152124788812409","0.210702800839172"
"3 on scale 1-7 ","2005","higher education","Male","270","0.120713155101776","0.107415929777349","0.134010380426203"
"3 on scale 1-7 ","2005","higher education","Female","275","0.157132545106998","0.140602616887631","0.173662473326364"
"4 on scale 1-7","2005","in school","Male","83","0.281033195217306","0.230995133982861","0.331071256451752"
"4 on scale 1-7","2005","in school","Female","87","0.263498524955591","0.216603783413708","0.310393266497474"
"4 on scale 1-7","2005","inadequately","Male","","","",""
"4 on scale 1-7","2005","inadequately","Female","40","0.248244737360271","0.175372941821838","0.321116532898705"
"4 on scale 1-7","2005","general elemantary","Male","201","0.264672639656427","0.233673247388351","0.295672031924503"
"4 on scale 1-7","2005","general elemantary","Female","399","0.236713659941366","0.216014820822352","0.25741249906038"
"4 on scale 1-7","2005","middle vocational","Male","1095","0.223157317800189","0.211467116454278","0.2348475191461"
"4 on scale 1-7","2005","middle vocational","Female","1349","0.249833735851893","0.238250575656122","0.261416896047663"
"4 on scale 1-7","2005","vocational + Abi","Male","94","0.157768667191793","0.124743027393181","0.190794306990405"
"4 on scale 1-7","2005","vocational + Abi","Female","175","0.286884831977734","0.252559179234983","0.321210484720485"
"4 on scale 1-7","2005","higher vocational","Male","199","0.229080674880927","0.201518019519423","0.256643330242431"
"4 on scale 1-7","2005","higher vocational","Female","148","0.235867839666106","0.203601041520874","0.268134637811338"
"4 on scale 1-7","2005","higher education","Male","480","0.208349046265563","0.191772995520689","0.224925097010436"
"4 on scale 1-7","2005","higher education","Female","470","0.239038960623575","0.21966698965731","0.258410931589841"
"5 on scale 1-7","2005","in school","Male","70","0.237065634607671","0.189723794515521","0.284407474699821"
"5 on scale 1-7","2005","in school","Female","86","0.267016616626131","0.21992273900302","0.314110494249242"
"5 on scale 1-7","2005","inadequately","Male","","","",""
"5 on scale 1-7","2005","inadequately","Female","","","",""
"5 on scale 1-7","2005","general elemantary","Male","185","0.247046172154134","0.216739969022243","0.277352375286025"
"5 on scale 1-7","2005","general elemantary","Female","354","0.233903102059073","0.213289664294003","0.254516539824142"
"5 on scale 1-7","2005","middle vocational","Male","1173","0.229130994939232","0.217330992480796","0.240930997397668"
"5 on scale 1-7","2005","middle vocational","Female","1282","0.235429490907433","0.224077763340347","0.246781218474518"
"5 on scale 1-7","2005","vocational + Abi","Male","135","0.269478586004478","0.229280648565599","0.309676523443356"
"5 on scale 1-7","2005","vocational + Abi","Female","126","0.205698446413789","0.175022823826523","0.236374069001055"
"5 on scale 1-7","2005","higher vocational","Male","237","0.25449647130652","0.225927928046133","0.283065014566907"
"5 on scale 1-7","2005","higher vocational","Female","152","0.199168204353046","0.16881406481961","0.229522343886481"
"5 on scale 1-7","2005","higher education","Male","586","0.239724763438836","0.222300263974519","0.257149262903154"
"5 on scale 1-7","2005","higher education","Female","443","0.242618270988953","0.223147756995111","0.262088784982795"
"6 on scale 1-7","2005","in school","Male","79","0.227347285620308","0.180691629843129","0.274002941397488"
"6 on scale 1-7","2005","in school","Female","68","0.199645636507476","0.15709370171973","0.242197571295223"
"6 on scale 1-7","2005","inadequately","Male","","","",""
"6 on scale 1-7","2005","inadequately","Female","","","",""
"6 on scale 1-7","2005","general elemantary","Male","142","0.147003013688256","0.122120447954676","0.171885579421836"
"6 on scale 1-7","2005","general elemantary","Female","232","0.135686688846525","0.119010576711264","0.152362800981785"
"6 on scale 1-7","2005","middle vocational","Male","1069","0.221239407872659","0.209585190549349","0.232893625195969"
"6 on scale 1-7","2005","middle vocational","Female","890","0.161544221300222","0.151697116691367","0.171391325909076"
"6 on scale 1-7","2005","vocational + Abi","Male","101","0.219927176394883","0.182401183867826","0.257453168921939"
"6 on scale 1-7","2005","vocational + Abi","Female","118","0.180950357748601","0.151734407952333","0.210166307544869"
"6 on scale 1-7","2005","higher vocational","Male","195","0.217726425478787","0.190658357231094","0.24479449372648"
"6 on scale 1-7","2005","higher vocational","Female","107","0.167166795776729","0.138807770920519","0.195525820632939"
"6 on scale 1-7","2005","higher education","Male","607","0.256650121771146","0.238822811867228","0.274477431675063"
"6 on scale 1-7","2005","higher education","Female","358","0.172442105091479","0.155283613598177","0.189600596584781"
"7 Strongly agree","2005","in school","Male","","","",""
"7 Strongly agree","2005","in school","Female","","","",""
"7 Strongly agree","2005","inadequately","Male","","","",""
"7 Strongly agree","2005","inadequately","Female","","","",""
"7 Strongly agree","2005","general elemantary","Male","83","0.120325779728598","0.0974646037249162","0.143186955732279"
"7 Strongly agree","2005","general elemantary","Female","158","0.105570494400142","0.0906069347187663","0.120534054081518"
"7 Strongly agree","2005","middle vocational","Male","549","0.112460264292036","0.103589861557721","0.121330667026351"
"7 Strongly agree","2005","middle vocational","Female","446","0.0943874523836717","0.0865648527276756","0.102210052039668"
