"plh0226","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Urban Area","358","0.0349311959617047","0.0315244419292341","0.0383379499941754","1"
"1 Strongly disagree","2005","no migration background","Rural Area","183","0.0336690108037116","0.0292286746729268","0.0381093469344964","1"
"1 Strongly disagree","2005","direct migration background","Urban Area","100","0.047366280831042","0.0379501533905037","0.0567824082715802","1"
"1 Strongly disagree","2005","direct migration background","Rural Area","9","","","","1"
"1 Strongly disagree","2005","indirect migration background","Urban Area","25","","","","1"
"1 Strongly disagree","2005","indirect migration background","Rural Area","2","","","","1"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","126","0.0703009181712872","0.0589684003739006","0.0816334359686739","2"
"2 on scale 1-7 ","2005","no migration background","Urban Area","780","0.0741060853089028","0.069245792173003","0.0789663784448026","2"
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","5","","","","2"
"2 on scale 1-7 ","2005","no migration background","Rural Area","458","0.0763028299873875","0.0697674198936206","0.0828382400811544","2"
"2 on scale 1-7 ","2005","direct migration background","Rural Area","36","0.0834670261551311","0.0563958314852885","0.110538220824974","2"
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","33","0.0504746814713923","0.0345280529976227","0.066421309945162","2"
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","89","0.110599998861683","0.0877542745333219","0.133445723190044","3"
"3 on scale 1-7 ","2005","no migration background","Urban Area","1443","0.132266850198083","0.125980862703629","0.138552837692537","3"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","47","0.100104746161969","0.0707283024220278","0.12948118990191","3"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","276","0.153180738813149","0.137215620037754","0.169145857588543","3"
"3 on scale 1-7 ","2005","no migration background","Rural Area","836","0.127764109571455","0.119546242200391","0.135981976942519","3"
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","18","","","","3"
"4 on scale 1-7","2005","indirect migration background","Rural Area","29","","","","4"
"4 on scale 1-7","2005","no migration background","Rural Area","1508","0.236675481889744","0.226212175171939","0.247138788607548","4"
"4 on scale 1-7","2005","direct migration background","Urban Area","485","0.235701226348593","0.216886963263038","0.254515489434149","4"
"4 on scale 1-7","2005","indirect migration background","Urban Area","171","0.245259871463001","0.213920464299397","0.276599278626605","4"
"4 on scale 1-7","2005","no migration background","Urban Area","2616","0.233970078403985","0.226114865875901","0.24182529093207","4"
"4 on scale 1-7","2005","direct migration background","Rural Area","110","0.255742221617396","0.213041146216997","0.298443297017796","4"
"5 on scale 1-7","2005","indirect migration background","Rural Area","21","","","","5"
"5 on scale 1-7","2005","direct migration background","Rural Area","88","0.227302054149018","0.186283300161748","0.268320808136289","5"
"5 on scale 1-7","2005","indirect migration background","Urban Area","197","0.268578558702048","0.236293742296385","0.300863375107711","5"
"5 on scale 1-7","2005","no migration background","Urban Area","2681","0.232630996945346","0.224791452446047","0.240470541444646","5"
"5 on scale 1-7","2005","no migration background","Rural Area","1501","0.239980214821247","0.229466943246046","0.250493486396449","5"
"5 on scale 1-7","2005","direct migration background","Urban Area","443","0.214793581634566","0.196589143449661","0.232998019819472","5"
"6 on scale 1-7","2005","indirect migration background","Rural Area","24","","","","6"
"6 on scale 1-7","2005","direct migration background","Urban Area","354","0.180622695942441","0.16356961570927","0.197675776175611","6"
"6 on scale 1-7","2005","indirect migration background","Urban Area","132","0.176913115240376","0.149117156156202","0.204709074324549","6"
"6 on scale 1-7","2005","no migration background","Urban Area","2185","0.189763295309323","0.18248772610752","0.197038864511126","6"
"6 on scale 1-7","2005","direct migration background","Rural Area","71","0.192670380028013","0.154068467260971","0.231272292795056","6"
"6 on scale 1-7","2005","no migration background","Rural Area","1281","0.190305528754957","0.18064226118958","0.199968796320335","6"
"7 Strongly agree","2005","indirect migration background","Rural Area","8","","","","7"
"7 Strongly agree","2005","indirect migration background","Urban Area","77","0.118436127568909","0.0948993068426694","0.141972948295148","7"
"7 Strongly agree","2005","direct migration background","Urban Area","171","0.0980345582589217","0.0848532275170857","0.111215889000758","7"
"7 Strongly agree","2005","direct migration background","Rural Area","40","0.10926479662394","0.078730329593095","0.139799263654784","7"
"7 Strongly agree","2005","no migration background","Urban Area","1095","0.102331497872655","0.0967078570948591","0.107955138650451","7"
"7 Strongly agree","2005","no migration background","Rural Area","572","0.0953028241714979","0.0880744234977032","0.102531224845293","7"
"1 Strongly disagree","2006","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2006","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2006","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Urban Area","","","","","4"
"5 on scale 1-7","2006","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2006","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2006","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Rural Area","","","","","7"
"1 Strongly disagree","2007","no migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","3"
"4 on scale 1-7","2007","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","direct migration background","Rural Area","","","","","4"
"5 on scale 1-7","2007","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2007","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2007","no migration background","Urban Area","","","","","5"
