"plh0226","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Schleswig-Holstein","Full Time","3","","",""
"1 Strongly disagree","2005","Schleswig-Holstein","Part Time","4","","",""
"1 Strongly disagree","2005","Schleswig-Holstein","Not Working","13","","",""
"1 Strongly disagree","2005","Hamburg","Full Time","1","","",""
"1 Strongly disagree","2005","Hamburg","Part Time","1","","",""
"1 Strongly disagree","2005","Hamburg","Not Working","4","","",""
"1 Strongly disagree","2005","Lower Saxony","Full Time","20","","",""
"1 Strongly disagree","2005","Lower Saxony","Part Time","21","","",""
"1 Strongly disagree","2005","Lower Saxony","Not Working","28","","",""
"1 Strongly disagree","2005","Bremen","Full Time","1","","",""
"1 Strongly disagree","2005","Bremen","Part Time","1","","",""
"1 Strongly disagree","2005","Bremen","Not Working","5","","",""
"1 Strongly disagree","2005","North Rhine-Westphalia","Full Time","58","0.037941445368759","0.028683510314959","0.0471993804225589"
"1 Strongly disagree","2005","North Rhine-Westphalia","Part Time","32","0.0298937361299795","0.0194378522423831","0.0403496200175758"
"1 Strongly disagree","2005","North Rhine-Westphalia","Not Working","71","0.0434263750827502","0.0337177975642849","0.0531349526012155"
"1 Strongly disagree","2005","Hesse","Full Time","14","","",""
"1 Strongly disagree","2005","Hesse","Part Time","18","","",""
"1 Strongly disagree","2005","Hesse","Not Working","25","","",""
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","Full Time","8","","",""
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","Part Time","13","","",""
"1 Strongly disagree","2005","Rhineland-Palatinate,Saarland","Not Working","21","","",""
"1 Strongly disagree","2005","Baden-Württemberg","Full Time","24","","",""
"1 Strongly disagree","2005","Baden-Württemberg","Part Time","19","","",""
"1 Strongly disagree","2005","Baden-Württemberg","Not Working","38","0.0383288043437096","0.0257996787647099","0.0508579299227092"
"1 Strongly disagree","2005","Bavaria","Full Time","27","","",""
"1 Strongly disagree","2005","Bavaria","Part Time","19","","",""
"1 Strongly disagree","2005","Bavaria","Not Working","31","0.0340228321940217","0.0225669321067877","0.0454787322812557"
"1 Strongly disagree","2005","Berlin","Full Time","9","","",""
"1 Strongly disagree","2005","Berlin","Part Time","6","","",""
"1 Strongly disagree","2005","Berlin","Not Working","22","","",""
"1 Strongly disagree","2005","Brandenburg","Full Time","9","","",""
"1 Strongly disagree","2005","Brandenburg","Part Time","2","","",""
"1 Strongly disagree","2005","Brandenburg","Not Working","10","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","Full Time","2","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","Part Time","1","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","Not Working","3","","",""
"1 Strongly disagree","2005","Saxony","Full Time","16","","",""
"1 Strongly disagree","2005","Saxony","Part Time","5","","",""
"1 Strongly disagree","2005","Saxony","Not Working","26","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","Full Time","11","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","Part Time","3","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","Not Working","10","","",""
