"plh0226","year","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","541","0.034499566473765","0.0317953008311979","0.0372038321163322","1"
"1 Strongly disagree","2005","direct migration background","109","0.0446526747809619","0.0363126981542299","0.0529926514076938","1"
"1 Strongly disagree","2005","indirect migration background","27","","","","1"
"2 on scale 1-7 ","2005","no migration background","1238","0.0748573061378787","0.0709579962237304","0.0787566160520269","2"
"2 on scale 1-7 ","2005","indirect migration background","38","0.047804140794212","0.0332982807889826","0.0623100007994413","2"
"2 on scale 1-7 ","2005","direct migration background","162","0.0725454677416758","0.0620714837815362","0.0830194517018154","2"
"3 on scale 1-7 ","2005","no migration background","2279","0.130727047880896","0.125732144344913","0.135721951416879","3"
"3 on scale 1-7 ","2005","direct migration background","323","0.144132377927051","0.129950147987733","0.158314607866369","3"
"3 on scale 1-7 ","2005","indirect migration background","107","0.119858403296981","0.0977754020741681","0.141941404519793","3"
"4 on scale 1-7","2005","no migration background","4124","0.234895245297157","0.228613738146038","0.241176752448276","4"
"4 on scale 1-7","2005","indirect migration background","200","0.240805117172036","0.211734311301787","0.269875923042285","4"
"4 on scale 1-7","2005","direct migration background","595","0.239117802255152","0.221894155306155","0.256341449204149","4"
"5 on scale 1-7","2005","no migration background","4182","0.235144209153907","0.228860396642063","0.241428021665752","5"
"5 on scale 1-7","2005","direct migration background","531","0.216926017935634","0.200283552359933","0.233568483511336","5"
"5 on scale 1-7","2005","indirect migration background","218","0.265462961023672","0.235439801332379","0.295486120714965","5"
"6 on scale 1-7","2005","indirect migration background","156","0.180707407545638","0.154546363560165","0.206868451531112","6"
"6 on scale 1-7","2005","direct migration background","425","0.182676577330291","0.167073909834787","0.198279244825796","6"
"6 on scale 1-7","2005","no migration background","3466","0.189948722893383","0.184136520357411","0.195760925429355","6"
"7 Strongly agree","2005","indirect migration background","85","0.119184436075366","0.0971551794549387","0.141213692695793","7"
"7 Strongly agree","2005","no migration background","1667","0.0999279021630133","0.0954841653469194","0.104371638979107","7"
"7 Strongly agree","2005","direct migration background","211","0.0999490820292336","0.0878379875407806","0.112060176517687","7"
"1 Strongly disagree","2006","no migration background","","","","","1"
"1 Strongly disagree","2006","direct migration background","","","","","1"
"1 Strongly disagree","2006","indirect migration background","","","","","1"
"2 on scale 1-7 ","2006","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","no migration background","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","","","","","2"
"3 on scale 1-7 ","2006","no migration background","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","","","","","3"
"4 on scale 1-7","2006","indirect migration background","","","","","4"
"4 on scale 1-7","2006","no migration background","","","","","4"
"4 on scale 1-7","2006","direct migration background","","","","","4"
"5 on scale 1-7","2006","indirect migration background","","","","","5"
"5 on scale 1-7","2006","no migration background","","","","","5"
"5 on scale 1-7","2006","direct migration background","","","","","5"
"6 on scale 1-7","2006","indirect migration background","","","","","6"
