"plh0226","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","West Germany","425","0.0361865369192959","0.0328558135553734","0.0395172602832184","1"
"1 Strongly disagree","2005","Urban Area","East Germany","58","0.0409515370170486","0.0316928983108853","0.0502101757232119","1"
"1 Strongly disagree","2005","Rural Area","West Germany","114","0.0367400757735151","0.030561279526504","0.0429188720205262","1"
"1 Strongly disagree","2005","Rural Area","East Germany","80","0.0269888498603026","0.021448140002875","0.0325295597177302","1"
"2 on scale 1-7 ","2005","Urban Area","East Germany","108","0.0590294569331336","0.048018776324676","0.0700401375415911","2"
"2 on scale 1-7 ","2005","Rural Area","West Germany","273","0.0777621357838226","0.0689664912641263","0.0865577803035188","2"
"2 on scale 1-7 ","2005","Rural Area","East Germany","226","0.073290652017043","0.0643799816910046","0.0822013223430814","2"
"2 on scale 1-7 ","2005","Urban Area","West Germany","831","0.073794403621396","0.0691317412170857","0.0784570660257062","2"
"3 on scale 1-7 ","2005","Urban Area","East Germany","254","0.149470081162468","0.132812432804345","0.166127729520592","3"
"3 on scale 1-7 ","2005","Rural Area","West Germany","429","0.118308455939064","0.107700582363022","0.128916329515107","3"
"3 on scale 1-7 ","2005","Rural Area","East Germany","472","0.140036010612884","0.128170831206391","0.151901190019377","3"
"3 on scale 1-7 ","2005","Urban Area","West Germany","1554","0.132938571758257","0.126883504165302","0.138993639351212","3"
"4 on scale 1-7","2005","Rural Area","East Germany","775","0.235576939078482","0.221067601378315","0.250086276778648","4"
"4 on scale 1-7","2005","Urban Area","East Germany","441","0.249159543368889","0.228952426519114","0.269366660218663","4"
"4 on scale 1-7","2005","Rural Area","West Germany","872","0.238920190827831","0.224914529160057","0.252925852495604","4"
"4 on scale 1-7","2005","Urban Area","West Germany","2831","0.233253131599832","0.225710753411697","0.240795509787968","4"
"5 on scale 1-7","2005","Rural Area","West Germany","824","0.242714861841313","0.228633650850164","0.256796072832463","5"
"5 on scale 1-7","2005","Urban Area","East Germany","423","0.234711002443836","0.214910727718623","0.254511277169048","5"
"5 on scale 1-7","2005","Urban Area","West Germany","2898","0.231199839984673","0.223680684681532","0.238718995287813","5"
"5 on scale 1-7","2005","Rural Area","East Germany","786","0.233469706047388","0.219005511939987","0.24793390015479","5"
"6 on scale 1-7","2005","Rural Area","West Germany","679","0.177672648898594","0.165118283623541","0.190227014173646","6"
"6 on scale 1-7","2005","Rural Area","East Germany","697","0.211729569699515","0.197761297591229","0.225697841807801","6"
"6 on scale 1-7","2005","Urban Area","East Germany","315","0.161282506077906","0.144099733602451","0.178465278553361","6"
"6 on scale 1-7","2005","Urban Area","West Germany","2356","0.190519069477953","0.183515150800603","0.197522988155304","6"
"7 Strongly agree","2005","Rural Area","East Germany","250","0.078908272684386","0.0696904782078706","0.0881260671609015","7"
"7 Strongly agree","2005","Urban Area","East Germany","161","0.105395872996719","0.0910502633734991","0.119741482619939","7"
"7 Strongly agree","2005","Rural Area","West Germany","370","0.10788163093586","0.0976922664731448","0.118070995398575","7"
"7 Strongly agree","2005","Urban Area","West Germany","1182","0.102108446638593","0.0967082280976159","0.10750866517957","7"
"1 Strongly disagree","2006","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","","","3"
"4 on scale 1-7","2006","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Urban Area","West Germany","","","","","4"
"5 on scale 1-7","2006","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Rural Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","West Germany","","","","","5"
"6 on scale 1-7","2006","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","West Germany","","","","","6"
"7 Strongly agree","2006","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","East Germany","","","","","7"
"7 Strongly agree","2006","Urban Area","West Germany","","","","","7"
"1 Strongly disagree","2007","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2007","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2007","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2007","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2007","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2007","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2007","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2007","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2007","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2007","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2007","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2007","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2007","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2007","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2007","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2007","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2007","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2008","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2008","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2008","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2008","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2008","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2008","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2008","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2008","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2008","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2008","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2008","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2008","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2008","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2008","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2008","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2008","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2008","Rural Area","West Germany","","","","","6"
"7 Strongly agree","2008","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2008","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2008","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2008","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2009","Urban Area","East Germany","35","0.0235210126669298","0.016053012646771","0.0309890126870887","1"
"1 Strongly disagree","2009","Rural Area","West Germany","110","0.036271099835027","0.0298531385242585","0.0426890611457955","1"
"1 Strongly disagree","2009","Rural Area","East Germany","85","0.0309036208274718","0.0246661202690704","0.0371411213858732","1"
"1 Strongly disagree","2009","Urban Area","West Germany","331","0.0329918914756022","0.0295250774353346","0.0364587055158699","1"
"2 on scale 1-7 ","2009","Urban Area","East Germany","128","0.0814180679074824","0.0679419687787236","0.0948941670362412","2"
"2 on scale 1-7 ","2009","Rural Area","West Germany","274","0.0846501728311383","0.0750948191309455","0.0942055265313312","2"
"2 on scale 1-7 ","2009","Rural Area","East Germany","213","0.0836225701502482","0.0736450784185992","0.0936000618818972","2"
