"plh0226","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","Urban Area","81","0.0376962590138791","0.0294993723834362","0.0458931456443219","1"
"1 Strongly disagree","2005","1-pers.-HH","Rural Area","26","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Urban Area","165","0.0361444137171938","0.0308409152352277","0.0414479121991599","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Rural Area","61","0.0260135459460466","0.0194466739989327","0.0325804178931605","1"
"1 Strongly disagree","2005","Single parent ","Urban Area","33","0.0562759798650767","0.0393366069891798","0.0732153527409737","1"
"1 Strongly disagree","2005","Single parent ","Rural Area","16","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Urban Area","86","0.032545581872479","0.025648963617821","0.039442200127137","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Rural Area","34","0.045508437344034","0.0335405598018046","0.0574763148862633","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Urban Area","72","0.0303537645137049","0.0233256612685466","0.0373818677588632","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Rural Area","33","0.0243821079966507","0.016182107737778","0.0325821082555234","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Urban Area","29","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Rural Area","14","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","337","0.0701425579285047","0.0628859299727655","0.0773991858842439","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","179","0.0688500606376135","0.0590091138350952","0.0786910074401319","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","65","0.0728123426146998","0.0575476932896895","0.08807699193971","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Rural Area","73","0.0817586969694255","0.0636556304417257","0.0998617634971252","2"
"2 on scale 1-7 ","2005","Single parent ","Rural Area","28","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","38","0.0687720575593403","0.0483520408244824","0.0891920742941981","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","169","0.089554645228903","0.0777744276312386","0.101334862826567","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Urban Area","152","0.0854264647578624","0.0733969184823824","0.0974560110333423","2"
"2 on scale 1-7 ","2005","Single parent ","Urban Area","55","0.0734104160586092","0.0542398101119114","0.092581022005307","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","79","0.0684535475024117","0.0539529677468223","0.0829541272580011","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","125","0.0578164626559562","0.0482551238213865","0.0673778014905259","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","93","0.0543403963285819","0.0422881726789217","0.0663926199782422","2"
"3 on scale 1-7 ","2005","1-pers.-HH","Rural Area","103","0.121661971881679","0.100063897942098","0.143260045821261","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","665","0.138091944931761","0.128289136512382","0.14789475335114","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","283","0.123176573101097","0.109618360408764","0.13673478579343","3"
"3 on scale 1-7 ","2005","Single parent ","Urban Area","94","0.139824742030378","0.114333043298759","0.165316440761998","3"
"3 on scale 1-7 ","2005","Single parent ","Rural Area","46","0.123281051473527","0.0906108621048162","0.155951240842238","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","342","0.142699199855631","0.129105042444966","0.156293357266297","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","162","0.119694485179923","0.101054785525648","0.138334184834199","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","275","0.126368265496863","0.112756689647062","0.139979841346664","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","182","0.129331281339364","0.11149038690272","0.147172175776008","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","146","0.149099476541035","0.128173874408564","0.170025078673506","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","96","0.178446288833848","0.147550888556234","0.209341689111462","3"
"3 on scale 1-7 ","2005","1-pers.-HH","Urban Area","247","0.122661131861064","0.10854288134091","0.136779382381218","3"
"4 on scale 1-7","2005","Single parent ","Rural Area","94","0.23330136465317","0.191272827417915","0.275329901888426","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","250","0.220891603724825","0.196519722366113","0.245263485083538","4"
"4 on scale 1-7","2005","1-pers.-HH","Rural Area","198","0.206866080372381","0.180103704896159","0.233628455848603","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","592","0.23553758947955","0.219045218633305","0.252029960325795","4"
"4 on scale 1-7","2005","Single parent ","Urban Area","195","0.262988669787419","0.230627896413308","0.29534944316153","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","291","0.261322903576684","0.236093837015412","0.286551970137956","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","566","0.250624571948445","0.232870959180719","0.268378184716171","4"
"4 on scale 1-7","2005","1-pers.-HH","Urban Area","480","0.235648047635834","0.217382936141945","0.253913159129724","4"
"4 on scale 1-7","2005","(Married) couple without C. ","Urban Area","1108","0.226444915109514","0.214552699314848","0.23833713090418","4"
"4 on scale 1-7","2005","(Married) couple without C. ","Rural Area","567","0.254454304370459","0.236485286277123","0.272423322463795","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","302","0.21958682174457","0.197577645088494","0.241595998400645","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","148","0.231179656433122","0.19716161345686","0.265197699409384","4"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","628","0.244624177590316","0.227916882617944","0.261331472562688","5"
"5 on scale 1-7","2005","(Married) couple without C. ","Urban Area","1117","0.22482276369536","0.212960801961647","0.236684725429073","5"
"5 on scale 1-7","2005","(Married) couple without C. ","Rural Area","523","0.231296234015302","0.213900366292425","0.24869210173818","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","276","0.222723109292425","0.198830936515431","0.246615282069419","5"
"5 on scale 1-7","2005","Single parent ","Rural Area","76","0.206082140009196","0.165886286565313","0.246277993453078","5"
"5 on scale 1-7","2005","1-pers.-HH","Rural Area","209","0.263679441998245","0.234567018957514","0.292791865038976","5"
"5 on scale 1-7","2005","1-pers.-HH","Urban Area","477","0.219451969613471","0.201639945573281","0.237263993653661","5"
"5 on scale 1-7","2005","Single parent ","Urban Area","143","0.189945044533834","0.161112397454762","0.218777691612906","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","603","0.26872453449357","0.250564387655553","0.286884681331587","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","344","0.258574444524426","0.235295411390487","0.281853477658364","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","275","0.245919066649488","0.220619936470228","0.271218196828747","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","138","0.227593919056753","0.193762107399483","0.261425730714023","5"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","248","0.190905993107555","0.1678167454422","0.21399524077291","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","108","0.144468213635768","0.116100370842593","0.172836056428944","6"
"6 on scale 1-7","2005","Single parent ","Rural Area","79","0.205565579018804","0.165407076056115","0.245724081981492","6"
"6 on scale 1-7","2005","1-pers.-HH","Rural Area","183","0.194038322234092","0.167910229639248","0.220166414828937","6"
"6 on scale 1-7","2005","1-pers.-HH","Urban Area","396","0.181925670845683","0.165322650887539","0.198528690803827","6"
