"plh0226","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","13","","",""
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","8","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","73","0.0609224912971299","0.0475282045073295","0.0743167780869304"
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","165","0.0337242759862161","0.0286667518939288","0.0387818000785034"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","24","","",""
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","147","0.0388683542623401","0.0332324385117934","0.0445042700128867"
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","13","","",""
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","34","0.02939970997564","0.0198060583971772","0.0389933615541029"
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","24","","",""
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","31","0.0146580702018973","0.00964299768036875","0.0196731427234258"
"1 Strongly disagree","2005","direct migration background","(0) in school","1","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","10","","",""
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","26","","",""
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","35","0.0437457667715709","0.0282240456563318","0.0592674878868099"
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","7","","",""
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","5","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","4","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","6","","",""
"1 Strongly disagree","2005","indirect migration background","(0) in school","1","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","7","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","7","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","2","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","33","0.0512518393011424","0.0320574493909979","0.0704462292112869"
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","8","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","117","0.0930465533782657","0.0767789831690238","0.109314123587508"
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","348","0.0764304172263316","0.0689867999650334","0.0838740344876298"
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","28","","",""
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","316","0.071049194171336","0.063558002418015","0.078540385924657"
"2 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","52","0.068208535562256","0.0480532209509247","0.0883638501735874"
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","88","0.0749021570221791","0.0599524319235226","0.0898518821208356"
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","81","0.0587179349423828","0.0470367049914493","0.0703991648933163"
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","151","0.0871592017723208","0.0753885779551622","0.0989298255894794"
"2 on scale 1-7 ","2005","direct migration background","(0) in school","3","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","16","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","35","0.0718925905692565","0.0495833049835447","0.0942018761549683"
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","48","0.0844859991105518","0.0633797994884356","0.105592198732668"
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","4","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","8","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","5","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","20","","",""
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","18","","",""
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","2","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","2","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","11","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","6","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","4","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","1","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","1","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","69","0.145604866547489","0.114903236111337","0.176306496983642"
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","14","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","176","0.13544584681723","0.116283045633442","0.154608648001019"
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","620","0.124257936729478","0.115015929954762","0.133499943504194"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","52","0.109737965981599","0.0812057825193781","0.138270149443819"
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","573","0.123939922767318","0.114331601117881","0.133548244416755"
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","85","0.15437866393972","0.125492327834641","0.183265000044798"
"3 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","163","0.128511166614798","0.109505042687575","0.147517290542022"
"3 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","195","0.136194884700062","0.119152452354071","0.153237317046053"
"3 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","297","0.144847172142778","0.1301605400572","0.159533804228356"
"3 on scale 1-7 ","2005","direct migration background","(0) in school","4","","",""
"3 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","24","","",""
"3 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","77","0.159174520936527","0.127578369700256","0.190770672172797"
