"plh0226","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Urban Area","226","0.0435469467567553","0.0379940839986287","0.049099809514882"
"1 Strongly disagree","2005","Not Employed","Rural Area","96","0.0420616719959035","0.0344263409851303","0.0496970030066767"
"1 Strongly disagree","2005","Employed","Urban Area","257","0.0320188441818308","0.0283083946635457","0.035729293700116"
"1 Strongly disagree","2005","Employed","Rural Area","98","0.0268855450125505","0.0219891230384824","0.0317819669866185"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","411","0.0791177807823433","0.0717735663625786","0.0864619952021081"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","211","0.080949153435298","0.0705740662800804","0.0913242405905157"
"2 on scale 1-7 ","2005","Employed","Urban Area","528","0.0678520044364354","0.0625515387609931","0.0731524701118778"
"2 on scale 1-7 ","2005","Employed","Rural Area","288","0.0727385370000016","0.0648767578367098","0.0806003161632934"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","703","0.140190485231309","0.130744078334979","0.149636892127638"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","368","0.141637670443088","0.128374707971184","0.154900632914991"
"3 on scale 1-7 ","2005","Employed","Urban Area","1105","0.130735516157554","0.12363053367778","0.137840498637329"
"3 on scale 1-7 ","2005","Employed","Rural Area","533","0.116483304041603","0.106772019595736","0.12619458848747"
"4 on scale 1-7","2005","Not Employed","Urban Area","1254","0.238861239517227","0.22725982309095","0.250462655943504"
"4 on scale 1-7","2005","Not Employed","Rural Area","665","0.239495665267603","0.223262040476072","0.255729290059134"
"4 on scale 1-7","2005","Employed","Urban Area","2018","0.232051447337789","0.223154347695881","0.240948546979697"
"4 on scale 1-7","2005","Employed","Rural Area","982","0.236385765819655","0.223524458302247","0.249247073337063"
"5 on scale 1-7","2005","Not Employed","Urban Area","1171","0.222072315188924","0.210763344472415","0.233381285905433"
"5 on scale 1-7","2005","Not Employed","Rural Area","625","0.235919430605983","0.219769626386464","0.252069234825502"
"5 on scale 1-7","2005","Employed","Urban Area","2150","0.237882773976303","0.228908844821067","0.246856703131539"
"5 on scale 1-7","2005","Employed","Rural Area","985","0.241375051734104","0.228421251229372","0.254328852238836"
"6 on scale 1-7","2005","Not Employed","Urban Area","911","0.170982762575054","0.160738889213901","0.181226635936207"
"6 on scale 1-7","2005","Not Employed","Rural Area","448","0.163292453922388","0.149232440703468","0.177352467141308"
"6 on scale 1-7","2005","Employed","Urban Area","1760","0.198913810487504","0.190500588630973","0.207327032344034"
"6 on scale 1-7","2005","Employed","Rural Area","928","0.209247582600832","0.196933900343523","0.221561264858141"
"7 Strongly agree","2005","Not Employed","Urban Area","513","0.105228469948387","0.0968795756608168","0.113577364235958"
"7 Strongly agree","2005","Not Employed","Rural Area","242","0.0966439543297366","0.0854048254394486","0.107883083220025"
"7 Strongly agree","2005","Employed","Urban Area","830","0.100545603422584","0.0942074701416974","0.10688373670347"
"7 Strongly agree","2005","Employed","Rural Area","378","0.0968842137912542","0.087929830496244","0.105838597086264"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2006","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2006","Employed","Urban Area","","","",""
"1 Strongly disagree","2006","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Employed","Rural Area","","","",""
"7 Strongly agree","2006","Not Employed","Urban Area","","","",""
"7 Strongly agree","2006","Not Employed","Rural Area","","","",""
"7 Strongly agree","2006","Employed","Urban Area","","","",""
"7 Strongly agree","2006","Employed","Rural Area","","","",""
"1 Strongly disagree","2007","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2007","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2007","Employed","Urban Area","","","",""
"1 Strongly disagree","2007","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2007","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2007","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2007","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2007","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2007","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2007","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2007","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2007","Employed","Rural Area","","","",""
"4 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2007","Employed","Urban Area","","","",""
"4 on scale 1-7","2007","Employed","Rural Area","","","",""
"5 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2007","Not Employed","Rural Area","","","",""
