"plh0226","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","Male","113","0.0349347181845172","0.0288086393746163","0.0410607969944181"
"1 Strongly disagree","2005","lower secondary degree","Female","171","0.0464782874958595","0.0396242835694198","0.0533322914222993"
"1 Strongly disagree","2005","secondary school degree","Male","43","0.0212281153810788","0.0156541726604814","0.0268020581016762"
"1 Strongly disagree","2005","secondary school degree","Female","149","0.0497907830466316","0.0425263685372782","0.0570551975559851"
"1 Strongly disagree","2005","college entrance qualification","Male","24","","",""
"1 Strongly disagree","2005","college entrance qualification","Female","76","0.029266173162497","0.0226311433528106","0.0359012029721834"
"1 Strongly disagree","2005","Other degree","Male","26","","",""
"1 Strongly disagree","2005","Other degree","Female","26","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Male","10","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Female","23","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Male","213","0.0683042695970148","0.0598876714949466","0.076720867699083"
"2 on scale 1-7 ","2005","lower secondary degree","Female","298","0.0834719166573752","0.0744666396239965","0.092477193690754"
"2 on scale 1-7 ","2005","secondary school degree","Male","138","0.0556898599228554","0.046822151020098","0.0645575688256128"
"2 on scale 1-7 ","2005","secondary school degree","Female","259","0.0742407935550499","0.0654851748141874","0.0829964122959125"
"2 on scale 1-7 ","2005","college entrance qualification","Male","134","0.0591414120524044","0.0502700310866392","0.0680127930181695"
"2 on scale 1-7 ","2005","college entrance qualification","Female","225","0.0918539547484734","0.0804845793769157","0.103223330120031"
"2 on scale 1-7 ","2005","Other degree","Male","30","0.0963597817817267","0.0712849542438909","0.121434609319563"
"2 on scale 1-7 ","2005","Other degree","Female","55","0.0968419695164497","0.072835544306383","0.120848394726516"
"2 on scale 1-7 ","2005","no degree/no degree yet","Male","19","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Female","43","0.07906544219576","0.0549506629863059","0.103180221405214"
"3 on scale 1-7 ","2005","lower secondary degree","Male","420","0.11771887890813","0.106966559345441","0.12847119847082"
"3 on scale 1-7 ","2005","lower secondary degree","Female","506","0.138950325376572","0.127688782775755","0.15021186797739"
"3 on scale 1-7 ","2005","secondary school degree","Male","293","0.116955990843174","0.104528929291008","0.12938305239534"
"3 on scale 1-7 ","2005","secondary school degree","Female","479","0.135442536175486","0.124013989915456","0.146871082435515"
"3 on scale 1-7 ","2005","college entrance qualification","Male","309","0.120354723405711","0.10811790358734","0.132591543224083"
"3 on scale 1-7 ","2005","college entrance qualification","Female","382","0.158226758324946","0.143860378277816","0.172593138372076"
"3 on scale 1-7 ","2005","Other degree","Male","66","0.131639610047245","0.102909613689538","0.160369606404951"
"3 on scale 1-7 ","2005","Other degree","Female","83","0.116045932720807","0.0900477121136685","0.142044153327945"
"3 on scale 1-7 ","2005","no degree/no degree yet","Male","48","0.104800433110274","0.0754724261983281","0.13412844002222"
"3 on scale 1-7 ","2005","no degree/no degree yet","Female","71","0.187442685808549","0.152565871903164","0.222319499713934"
"4 on scale 1-7","2005","lower secondary degree","Male","783","0.226565449789161","0.212599057480272","0.24053184209805"
"4 on scale 1-7","2005","lower secondary degree","Female","935","0.24828821446992","0.234222631761073","0.262353797178766"
"4 on scale 1-7","2005","secondary school degree","Male","578","0.222905438932558","0.206811464528704","0.238999413336412"
"4 on scale 1-7","2005","secondary school degree","Female","831","0.245967713113429","0.231584677942675","0.260350748284184"
"4 on scale 1-7","2005","college entrance qualification","Male","558","0.197051103347637","0.182091619935573","0.212010586759701"
"4 on scale 1-7","2005","college entrance qualification","Female","611","0.249690984537453","0.23265248523028","0.266729483844627"
"4 on scale 1-7","2005","Other degree","Male","135","0.260772813459557","0.223463917602843","0.298081709316271"
"4 on scale 1-7","2005","Other degree","Female","151","0.25472847431155","0.219360529423741","0.290096419199358"
"4 on scale 1-7","2005","no degree/no degree yet","Male","110","0.265972792176211","0.223665447878921","0.3082801364735"
