"plh0226","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","","","",""
"1 Strongly disagree","2005","inadequately","","","",""
"1 Strongly disagree","2005","general elemantary","125","0.0569689590548282","0.0476920000424738","0.0662459180671827"
"1 Strongly disagree","2005","middle vocational","357","0.0363011259856297","0.0326782785679367","0.0399239734033226"
"1 Strongly disagree","2005","vocational + Abi","43","0.042779984196287","0.0310072766433514","0.0545526917492227"
"1 Strongly disagree","2005","higher vocational","35","0.0222547588668467","0.0149300786938943","0.029579439039799"
"1 Strongly disagree","2005","higher education","65","0.0168749222803621","0.0129646273608994","0.0207852171998247"
"2 on scale 1-7 ","2005","in school","38","0.0430707341055882","0.0274516055996996","0.0586898626114767"
"2 on scale 1-7 ","2005","inadequately","","","",""
"2 on scale 1-7 ","2005","general elemantary","186","0.0734000396342556","0.0629620277377825","0.0838380515307287"
"2 on scale 1-7 ","2005","middle vocational","728","0.0750404917661053","0.0699374571327582","0.0801435263994524"
"2 on scale 1-7 ","2005","vocational + Abi","89","0.0763632702877841","0.060912753253165","0.0918137873224031"
"2 on scale 1-7 ","2005","higher vocational","100","0.0648790198921561","0.0526483454839723","0.0771096943003399"
"2 on scale 1-7 ","2005","higher education","254","0.0738070822317139","0.0658695777729052","0.0817445866905225"
"3 on scale 1-7 ","2005","in school","79","0.126718114264232","0.101125048112552","0.152311180415912"
"3 on scale 1-7 ","2005","inadequately","37","0.14092892583083","0.0965367217397259","0.185321129921934"
"3 on scale 1-7 ","2005","general elemantary","333","0.136143111759768","0.122417167264807","0.149869056254729"
"3 on scale 1-7 ","2005","middle vocational","1301","0.125525988113768","0.119108580908064","0.131943395319471"
"3 on scale 1-7 ","2005","vocational + Abi","161","0.143092757837717","0.122721122481823","0.163464393193611"
"3 on scale 1-7 ","2005","higher vocational","211","0.136165702229083","0.119135749162374","0.153195655295792"
"3 on scale 1-7 ","2005","higher education","545","0.136627615457445","0.126200779116598","0.147054451798291"
"4 on scale 1-7","2005","in school","170","0.27209380144631","0.237854667137514","0.306332935755106"
"4 on scale 1-7","2005","inadequately","64","0.230940163188025","0.177172409924966","0.284707916451085"
"4 on scale 1-7","2005","general elemantary","600","0.245709802633849","0.228479060818077","0.26294054444962"
"4 on scale 1-7","2005","middle vocational","2444","0.23676891212389","0.228534934456801","0.245002889790979"
"4 on scale 1-7","2005","vocational + Abi","269","0.230575472290171","0.206071317510714","0.255079627069628"
"4 on scale 1-7","2005","higher vocational","347","0.231797488563681","0.210843987966037","0.252750989161326"
"4 on scale 1-7","2005","higher education","950","0.221759853676105","0.209147895718345","0.234371811633865"
"5 on scale 1-7","2005","in school","156","0.252335019095364","0.218917975477702","0.285752062713027"
"5 on scale 1-7","2005","inadequately","37","0.174869551726244","0.126406529422066","0.223332574030423"
"5 on scale 1-7","2005","general elemantary","539","0.238132045146319","0.221084090707597","0.255179999585041"
"5 on scale 1-7","2005","middle vocational","2455","0.232344791176885","0.224164497592864","0.240525084760905"
"5 on scale 1-7","2005","vocational + Abi","261","0.233513854554894","0.208901189521087","0.258126519588701"
"5 on scale 1-7","2005","higher vocational","389","0.232349286515822","0.211378396385863","0.253320176645781"
"5 on scale 1-7","2005","higher education","1029","0.24098916163959","0.228005207285197","0.253973115993984"
"6 on scale 1-7","2005","in school","147","0.213224639124567","0.181713085775822","0.244736192473312"
"6 on scale 1-7","2005","inadequately","","","",""
"6 on scale 1-7","2005","general elemantary","374","0.13932785437074","0.125467914373166","0.153187794368313"
"6 on scale 1-7","2005","middle vocational","1959","0.190780046307445","0.183169442991908","0.198390649622982"
