"plh0226","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Urban Area","125","0.0344704497965895","0.0284700662008296","0.0404708333923493"
"1 Strongly disagree","2005","16-34 y.","Rural Area","46","0.0298800881719452","0.0219394320649302","0.0378207442789603"
"1 Strongly disagree","2005","35-65 y.","Urban Area","266","0.0375332669442609","0.0333112513792042","0.0417552825093176"
"1 Strongly disagree","2005","35-65 y.","Rural Area","117","0.0378639347170202","0.0318104649140826","0.0439174045199579"
"1 Strongly disagree","2005","66 and older","Urban Area","92","0.0370105720263866","0.0296117104281792","0.044409433624594"
"1 Strongly disagree","2005","66 and older","Rural Area","31","0.0248884602107151","0.016293486039341","0.0334834343820893"
"2 on scale 1-7 ","2005","16-34 y.","Urban Area","223","0.0616705599712523","0.0537585036142427","0.069582616328262"
"2 on scale 1-7 ","2005","16-34 y.","Rural Area","137","0.0636980800660161","0.0523080762505604","0.0750880838814719"
"2 on scale 1-7 ","2005","35-65 y.","Urban Area","520","0.0754400506367281","0.0695734394447057","0.0813066618287505"
"2 on scale 1-7 ","2005","35-65 y.","Rural Area","265","0.0822519866230748","0.0735381746099321","0.0909657986362174"
"2 on scale 1-7 ","2005","66 and older","Urban Area","196","0.0773251909492588","0.0668568929402195","0.087793488958298"
"2 on scale 1-7 ","2005","66 and older","Rural Area","97","0.0756557646388593","0.061065730953194","0.0902457983245245"
"3 on scale 1-7 ","2005","16-34 y.","Urban Area","437","0.130092991794156","0.119028381547638","0.141157602040675"
"3 on scale 1-7 ","2005","16-34 y.","Rural Area","224","0.117103311244869","0.102106729707295","0.132099892782444"
"3 on scale 1-7 ","2005","35-65 y.","Urban Area","1028","0.134659057403187","0.127076247059979","0.142241867746395"
"3 on scale 1-7 ","2005","35-65 y.","Rural Area","535","0.136818986434733","0.125919717072324","0.147718255797143"
"3 on scale 1-7 ","2005","66 and older","Urban Area","343","0.139347362980878","0.125775027865789","0.152919698095966"
"3 on scale 1-7 ","2005","66 and older","Rural Area","142","0.113136595001024","0.0956603416125272","0.130612848389521"
"4 on scale 1-7","2005","16-34 y.","Urban Area","839","0.233122112862981","0.21921530041272","0.247028925313242"
"4 on scale 1-7","2005","16-34 y.","Rural Area","424","0.235322179241421","0.215537754864436","0.255106603618406"
"4 on scale 1-7","2005","35-65 y.","Urban Area","1837","0.234180135302615","0.224773005804363","0.243587264800867"
"4 on scale 1-7","2005","35-65 y.","Rural Area","891","0.232528425634283","0.219130349635618","0.245926501632948"
"4 on scale 1-7","2005","66 and older","Urban Area","596","0.238168259471341","0.221474170719581","0.254862348223102"
"4 on scale 1-7","2005","66 and older","Rural Area","332","0.252868577924551","0.228887740346995","0.276849415502108"
"5 on scale 1-7","2005","16-34 y.","Urban Area","918","0.262551713920745","0.248079133583539","0.27702429425795"
"5 on scale 1-7","2005","16-34 y.","Rural Area","411","0.257033131026792","0.236651824597859","0.277414437455726"
"5 on scale 1-7","2005","35-65 y.","Urban Area","1855","0.225379877121479","0.21609832220013","0.234661432042827"
"5 on scale 1-7","2005","35-65 y.","Rural Area","893","0.226086950056557","0.212820427664391","0.239353472448724"
"5 on scale 1-7","2005","66 and older","Urban Area","548","0.210582248856413","0.194603029127205","0.226561468585621"
"5 on scale 1-7","2005","66 and older","Rural Area","306","0.249793361700283","0.225909787973306","0.273676935427261"
"6 on scale 1-7","2005","16-34 y.","Urban Area","684","0.188009550739626","0.175158513821678","0.200860587657574"
"6 on scale 1-7","2005","16-34 y.","Rural Area","380","0.209358310667388","0.190383052246641","0.228333569088135"
"6 on scale 1-7","2005","35-65 y.","Urban Area","1560","0.193454640873802","0.184680133218512","0.202229148529092"
"6 on scale 1-7","2005","35-65 y.","Rural Area","780","0.189805164882094","0.177367982298916","0.202242347465272"
"6 on scale 1-7","2005","66 and older","Urban Area","427","0.173437106796663","0.158598258066381","0.188275955526946"
"6 on scale 1-7","2005","66 and older","Rural Area","216","0.17069486328033","0.149936848477489","0.19145287808317"
"7 Strongly agree","2005","16-34 y.","Urban Area","325","0.0900826209146509","0.080666018340233","0.0994992234890687"
"7 Strongly agree","2005","16-34 y.","Rural Area","144","0.0876048995815683","0.0744190410586164","0.10079075810452"
"7 Strongly agree","2005","35-65 y.","Urban Area","719","0.0993529717179277","0.0927081011859432","0.105997842249912"
"7 Strongly agree","2005","35-65 y.","Rural Area","338","0.0946445516522372","0.0853606478724249","0.10392845543205"
"7 Strongly agree","2005","66 and older","Urban Area","299","0.124129258919059","0.111206705509356","0.137051812328762"
"7 Strongly agree","2005","66 and older","Rural Area","138","0.112962377244237","0.095497869647815","0.130426884840659"
"1 Strongly disagree","2006","16-34 y.","Urban Area","","","",""
"1 Strongly disagree","2006","16-34 y.","Rural Area","","","",""
"1 Strongly disagree","2006","35-65 y.","Urban Area","","","",""
"1 Strongly disagree","2006","35-65 y.","Rural Area","","","",""
"1 Strongly disagree","2006","66 and older","Urban Area","","","",""
"1 Strongly disagree","2006","66 and older","Rural Area","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Urban Area","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Rural Area","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Urban Area","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Rural Area","","","",""
"2 on scale 1-7 ","2006","66 and older","Urban Area","","","",""
"2 on scale 1-7 ","2006","66 and older","Rural Area","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Urban Area","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Rural Area","","","",""
