"plh0226","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","in school","13","","","","1"
"1 Strongly disagree","2005","Not Employed","inadequately","15","","","","1"
"1 Strongly disagree","2005","Not Employed","general elemantary","85","0.0665479596570222","0.0532280792402453","0.079867840073799","1"
"1 Strongly disagree","2005","Not Employed","middle vocational","161","0.0432051340051527","0.0368444275001928","0.0495658405101125","1"
"1 Strongly disagree","2005","Not Employed","vocational + Abi","11","","","","1"
"1 Strongly disagree","2005","Not Employed","higher vocational","10","","","","1"
"1 Strongly disagree","2005","Not Employed","higher education","20","","","","1"
"1 Strongly disagree","2005","Employed","in school","2","","","","1"
"1 Strongly disagree","2005","Employed","inadequately","8","","","","1"
"1 Strongly disagree","2005","Employed","general elemantary","40","0.0448025922384282","0.0323077135393047","0.0572974709375517","1"
"1 Strongly disagree","2005","Employed","middle vocational","196","0.0317153112403539","0.0273928428763844","0.0360377796043234","1"
"1 Strongly disagree","2005","Employed","vocational + Abi","32","0.0440357163004587","0.0302507192704285","0.057820713330489","1"
"1 Strongly disagree","2005","Employed","higher vocational","25","","","","1"
"1 Strongly disagree","2005","Employed","higher education","45","0.0156679184367234","0.0113441398892931","0.0199916969841537","1"
"2 on scale 1-7 ","2005","Not Employed","higher vocational","26","","","","2"
"2 on scale 1-7 ","2005","Not Employed","higher education","69","0.0864904993491347","0.0690601503291014","0.103920848369168","2"
"2 on scale 1-7 ","2005","Employed","in school","10","","","","2"
"2 on scale 1-7 ","2005","Employed","inadequately","9","","","","2"
"2 on scale 1-7 ","2005","Employed","middle vocational","402","0.0692385123909089","0.0629768612340887","0.0755001635477291","2"
"2 on scale 1-7 ","2005","Employed","vocational + Abi","60","0.0666786989163473","0.0499179871203526","0.0834394107123419","2"
"2 on scale 1-7 ","2005","Employed","higher vocational","74","0.0701542789323989","0.0550815160935275","0.0852270417712702","2"
"2 on scale 1-7 ","2005","Employed","higher education","185","0.06899174756305","0.0601678123738203","0.0778156827522797","2"
"2 on scale 1-7 ","2005","Not Employed","in school","28","","","","2"
"2 on scale 1-7 ","2005","Not Employed","inadequately","17","","","","2"
"2 on scale 1-7 ","2005","Not Employed","general elemantary","120","0.0757159398182486","0.0615780908050027","0.0898537888314944","2"
"2 on scale 1-7 ","2005","Not Employed","middle vocational","326","0.0837754525877845","0.0751080770605748","0.0924428281149942","2"
"2 on scale 1-7 ","2005","Not Employed","vocational + Abi","29","","","","2"
"2 on scale 1-7 ","2005","Employed","general elemantary","66","0.0704585959159858","0.0550012378568874","0.0859159539750842","2"
"3 on scale 1-7 ","2005","Not Employed","vocational + Abi","37","0.117486401406992","0.0800371255026752","0.154935677311308","3"
"3 on scale 1-7 ","2005","Not Employed","higher vocational","83","0.177197614935778","0.142112807303501","0.212282422568055","3"
"3 on scale 1-7 ","2005","Not Employed","higher education","112","0.111703356008248","0.0921699728900852","0.131236739126411","3"
"3 on scale 1-7 ","2005","Not Employed","in school","64","0.119475453771375","0.0923933517660844","0.146557555776665","3"
"3 on scale 1-7 ","2005","Not Employed","inadequately","24","","","","3"
"3 on scale 1-7 ","2005","Not Employed","general elemantary","192","0.142856423196223","0.124155475204049","0.161557371188397","3"
"3 on scale 1-7 ","2005","Not Employed","middle vocational","538","0.143620541375676","0.132648949075616","0.154592133675735","3"
"3 on scale 1-7 ","2005","Employed","in school","15","","","","3"
"3 on scale 1-7 ","2005","Employed","inadequately","13","","","","3"
"3 on scale 1-7 ","2005","Employed","general elemantary","141","0.12761648013288","0.107463419442331","0.147769540823428","3"
"3 on scale 1-7 ","2005","Employed","middle vocational","763","0.113507133424869","0.105682842271383","0.121331424578355","3"
"3 on scale 1-7 ","2005","Employed","vocational + Abi","124","0.152597446564897","0.128437174059537","0.176757719070257","3"
"3 on scale 1-7 ","2005","Employed","higher vocational","128","0.117139574117364","0.0981612359801856","0.136117912254542","3"
"3 on scale 1-7 ","2005","Employed","higher education","433","0.146090258647791","0.133793133739531","0.158387383556051","3"
"4 on scale 1-7","2005","Not Employed","higher education","235","0.238483729003145","0.212057553349218","0.264909904657073","4"
"4 on scale 1-7","2005","Not Employed","higher vocational","99","0.233696426678386","0.194812612950204","0.272580240406568","4"
"4 on scale 1-7","2005","Employed","higher education","715","0.215410535041295","0.20109717231153","0.22972389777106","4"
"4 on scale 1-7","2005","Employed","in school","25","","","","4"
"4 on scale 1-7","2005","Employed","inadequately","20","","","","4"
"4 on scale 1-7","2005","Not Employed","in school","145","0.289331406828172","0.251469398870569","0.327193414785776","4"
"4 on scale 1-7","2005","Not Employed","inadequately","44","0.255520420241088","0.185488802559743","0.325552037922433","4"
"4 on scale 1-7","2005","Employed","general elemantary","266","0.24619451932825","0.220174791998815","0.272214246657686","4"
"4 on scale 1-7","2005","Employed","middle vocational","1474","0.238681581349981","0.228167086226195","0.249196076473767","4"
"4 on scale 1-7","2005","Employed","vocational + Abi","209","0.235956201536566","0.207429067900074","0.264483335173059","4"
