"plh0226","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Male","56","0.0254013318553641","0.019289659802505","0.0315130039082231"
"1 Strongly disagree","2005","16-34 y.","Female","115","0.0409051045102291","0.0335303193821211","0.0482798896383371"
"1 Strongly disagree","2005","35-65 y.","Male","133","0.0278366801091583","0.0235354080810364","0.0321379521372802"
"1 Strongly disagree","2005","35-65 y.","Female","250","0.0474549826957136","0.0420685693420847","0.0528413960493425"
"1 Strongly disagree","2005","66 and older","Male","35","0.0219129255445981","0.014996262844844","0.0288295882443522"
"1 Strongly disagree","2005","66 and older","Female","88","0.0414466653555632","0.032801502862509","0.0500918278486175"
"2 on scale 1-7 ","2005","16-34 y.","Male","109","0.0435473553462984","0.0356199416961776","0.0514747689964192"
"2 on scale 1-7 ","2005","16-34 y.","Female","251","0.081726614412101","0.0715266752611038","0.0919265535630982"
"2 on scale 1-7 ","2005","35-65 y.","Male","337","0.0760807506179457","0.0691485204003476","0.0830129808355437"
"2 on scale 1-7 ","2005","35-65 y.","Female","448","0.0790364541177629","0.0722012583525263","0.0858716498829996"
"2 on scale 1-7 ","2005","66 and older","Male","97","0.0559575327329275","0.0450987110816653","0.0668163543841898"
"2 on scale 1-7 ","2005","66 and older","Female","196","0.0918440377572049","0.0793176478548732","0.104370427659537"
"3 on scale 1-7 ","2005","16-34 y.","Male","285","0.125594611524133","0.112722173561406","0.13846704948686"
"3 on scale 1-7 ","2005","16-34 y.","Female","376","0.126400710267843","0.114028117424339","0.138773303111348"
"3 on scale 1-7 ","2005","35-65 y.","Male","688","0.122125048367643","0.113563796418667","0.13068630031662"
"3 on scale 1-7 ","2005","35-65 y.","Female","875","0.148562034344057","0.139551585231299","0.157572483456814"
"3 on scale 1-7 ","2005","66 and older","Male","189","0.111701520367786","0.0968193367905155","0.126583703945056"
"3 on scale 1-7 ","2005","66 and older","Female","296","0.145334892556334","0.130048565191363","0.160621219921306"
"4 on scale 1-7","2005","16-34 y.","Male","560","0.217446579449156","0.201423271529795","0.233469887368516"
"4 on scale 1-7","2005","16-34 y.","Female","703","0.25075628818856","0.234617634670819","0.266894941706302"
"4 on scale 1-7","2005","35-65 y.","Male","1254","0.22353892155271","0.21264573362562","0.234432109479799"
"4 on scale 1-7","2005","35-65 y.","Female","1474","0.243814932034709","0.232936652558769","0.254693211510648"
"4 on scale 1-7","2005","66 and older","Male","401","0.228747074028554","0.208902862762778","0.248591285294331"
"4 on scale 1-7","2005","66 and older","Female","527","0.252783286029862","0.233933011106902","0.271633560952822"
"5 on scale 1-7","2005","16-34 y.","Male","658","0.262259459802782","0.245173621293238","0.279345298312325"
"5 on scale 1-7","2005","16-34 y.","Female","671","0.259307944108927","0.242990332852495","0.27562555536536"
"5 on scale 1-7","2005","35-65 y.","Male","1363","0.225141048107785","0.214220177937817","0.236061918277752"
"5 on scale 1-7","2005","35-65 y.","Female","1385","0.226059124218329","0.215462173214839","0.236656075221818"
"5 on scale 1-7","2005","66 and older","Male","418","0.2318585523608","0.211920174804288","0.251796929917311"
"5 on scale 1-7","2005","66 and older","Female","436","0.21610482034938","0.19825304363388","0.233956597064881"
"6 on scale 1-7","2005","16-34 y.","Male","611","0.225700874370793","0.20946259920185","0.241939149539736"
"6 on scale 1-7","2005","16-34 y.","Female","453","0.162726513930458","0.148983162315288","0.176469865545629"
"6 on scale 1-7","2005","35-65 y.","Male","1272","0.219337321540847","0.208517837478654","0.23015680560304"
"6 on scale 1-7","2005","35-65 y.","Female","1068","0.165249507065113","0.155840052661818","0.174658961468408"
"6 on scale 1-7","2005","66 and older","Male","354","0.211562966389513","0.192267246437279","0.230858686341746"
"6 on scale 1-7","2005","66 and older","Female","289","0.144487369045933","0.129238122828961","0.159736615262906"
"7 Strongly agree","2005","16-34 y.","Male","267","0.100049787651475","0.0883941451380796","0.11170543016487"
"7 Strongly agree","2005","16-34 y.","Female","202","0.0781768245818802","0.0681815977970316","0.0881720513667288"
"7 Strongly agree","2005","35-65 y.","Male","572","0.105940229703911","0.0978932611004673","0.113987198307356"
"7 Strongly agree","2005","35-65 y.","Female","485","0.0898229655243168","0.0825790622128512","0.0970668688357825"
"7 Strongly agree","2005","66 and older","Male","227","0.138259428575822","0.121951706370177","0.154567150781467"
"7 Strongly agree","2005","66 and older","Female","210","0.107998928905722","0.0945368344245695","0.121461023386874"
"1 Strongly disagree","2006","16-34 y.","Male","","","",""
"1 Strongly disagree","2006","16-34 y.","Female","","","",""
"1 Strongly disagree","2006","35-65 y.","Male","","","",""
"1 Strongly disagree","2006","35-65 y.","Female","","","",""
"1 Strongly disagree","2006","66 and older","Male","","","",""
"1 Strongly disagree","2006","66 and older","Female","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Male","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Male","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Female","","","",""
"2 on scale 1-7 ","2006","66 and older","Male","","","",""
"2 on scale 1-7 ","2006","66 and older","Female","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Male","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Female","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Male","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Female","","","",""
"3 on scale 1-7 ","2006","66 and older","Male","","","",""
"3 on scale 1-7 ","2006","66 and older","Female","","","",""
"4 on scale 1-7","2006","16-34 y.","Male","","","",""
"4 on scale 1-7","2006","16-34 y.","Female","","","",""
"4 on scale 1-7","2006","35-65 y.","Male","","","",""
"4 on scale 1-7","2006","35-65 y.","Female","","","",""
"4 on scale 1-7","2006","66 and older","Male","","","",""
"4 on scale 1-7","2006","66 and older","Female","","","",""
"5 on scale 1-7","2006","16-34 y.","Male","","","",""
"5 on scale 1-7","2006","16-34 y.","Female","","","",""
"5 on scale 1-7","2006","35-65 y.","Male","","","",""
"5 on scale 1-7","2006","35-65 y.","Female","","","",""
"5 on scale 1-7","2006","66 and older","Male","","","",""
"5 on scale 1-7","2006","66 and older","Female","","","",""
"6 on scale 1-7","2006","16-34 y.","Male","","","",""
"6 on scale 1-7","2006","16-34 y.","Female","","","",""
"6 on scale 1-7","2006","35-65 y.","Male","","","",""
"6 on scale 1-7","2006","35-65 y.","Female","","","",""
"6 on scale 1-7","2006","66 and older","Male","","","",""
"6 on scale 1-7","2006","66 and older","Female","","","",""
"7 Strongly agree","2006","16-34 y.","Male","","","",""
"7 Strongly agree","2006","16-34 y.","Female","","","",""
"7 Strongly agree","2006","35-65 y.","Male","","","",""
"7 Strongly agree","2006","35-65 y.","Female","","","",""
"7 Strongly agree","2006","66 and older","Male","","","",""
