"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","1885.41","1636","1204","716","1074","2301","2863","6136","1768.47","2002.35","97","42028","1636","1790"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","1342.25","1176","5769","562","869","1636","2144","3867","1314.59","1369.91","8","30790","1278","1278"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","1463.18","1278","1276","653","931","1790","2352","3579","1417.97","1508.39","0","12782","1278","1329"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","1313.55","1176","1406","690","920","1534","1989","3323","1258.14","1368.96","77","20452","1278","1329"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","1607.53","1534","1817","767","1023","2045","2556","4346","1569.85","1645.21","8","12271","1534","1534"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","1781.37","1636","1163","690","1074","2301","3068","4366","1725.35","1837.39","0","10737","1662","1790"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","1361.78","1227","5152","562","869","1667","2147","3579","1331.95","1391.61","0","30678","1278","1329"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","1553.32","1483","1061","716","1015","2040","2556","3579","1508.63","1598.01","153","13805","1380","1483"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","1357.33","1176","1203","690","920","1636","2045","3579","1286.48","1428.18","0","26076","1278","1380"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1985","secondary school degree","West Germany","1666.97","1534","1761","767","1023","2045","2556","4295","1606.76","1727.18","0","30678","1534","1636"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","1907.96","1738","1182","716","1099","2311","3068","5113","1778.11","2037.81","0","49190","1738","1841"
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","1420.33","1278","4928","614","906","1790","2301","4090","1389.47","1451.19","0","40903","1370","1432"
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","1628.35","1531.79","1003","690","1023","2045","2556","4602","1561.83","1694.87","26","20452","1483","1534"
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
"1986","Other degree","West Germany","1383.38","1278","1139","665","920","1687","2122","3784","1344.71","1422.05","0","5113","1355","1432"
"1986","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1986","secondary school degree","West Germany","1749.08","1534","1722","767","1097","2045","2659","4704","1665.49","1832.67","66","49190","1611","1738"
"1987","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1987","college entrance qualification","West Germany","1915.93","1790","1166","730","1176","2378","3068","5113","1834.66","1997.2","0","33234","1790","1943"
"1987","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1987","lower secondary degree","West Germany","1452.58","1281.13","4895","622","920","1790","2319","4346","1425.82","1479.34","0","33234","1432","1483"
"1987","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","West Germany","1616.6","1534","972","716","1023","2045","2587","5113","1565.43","1667.77","0","6902","1483","1585"
"1987","Other degree","East Germany","","","","","","","","","","","","","",""
"1987","Other degree","West Germany","1582.39","1432","1130","716","997","1810","2301","10226","1522.14","1642.64","0","12782","1508","1534"
"1987","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1987","secondary school degree","West Germany","1797.65","1636","1728","772","1176","2147","2787","5113","1729.41","1865.89","89","30678","1687","1790"
"1988","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1988","college entrance qualification","West Germany","2038.24","1841.68","1107","818","1278","2556","3170","5215","1930.06","2146.42","0","35790","1912","2045"
"1988","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1988","lower secondary degree","West Germany","1478.27","1329","4711","618","936","1790","2423","4244","1449.83","1506.71","0","25565","1432","1534"
"1988","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","West Germany","1704.68","1534","876","734","1023","2045","2710","4602","1629.48","1779.88","31","20452","1534","1636"
"1988","Other degree","East Germany","","","","","","","","","","","","","",""
"1988","Other degree","West Germany","1512.63","1433.11","1052","733","1023","1841","2378","3477","1463.11","1562.15","51","17384","1534","1575"
"1988","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1988","secondary school degree","West Germany","1810.1","1694.35","1683","818","1202","2199","2812","5215","1760.78","1859.42","51","20452","1790","1790"
"1989","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1989","college entrance qualification","West Germany","2110.18","1979","1138","869","1329","2556","3353","5369","2028.18","2192.18","0","33234","1994","2045"
"1989","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1989","lower secondary degree","West Germany","1533.4","1406","4495","665","971","1892","2556","4090","1504.09","1562.71","0","33234","1534","1534"
"1989","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1989","no degree/no degree yet","West Germany","1728.13","1633.28","859","743","1125","2199","2863","4090","1671.78","1784.48","92","7311","1601","1774"
"1989","Other degree","East Germany","","","","","","","","","","","","","",""
