"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","direct migration background","1666.17","1518.56","118","614","1023","2045","2965","5113","1500.62","1831.72","97","5113","1278","1636"
"1984","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1984","college entrance qualification","no migration background","1907.77","1687","1079","760","1099","2301","2863","6136","1778.65","2036.89","153","42028","1636","1790"
"1984","lower secondary degree","direct migration background","1386.55","1262.35","584","634","920","1790","2250","3323","1312.62","1460.48","199","12036","1329","1524"
"1984","lower secondary degree","indirect migration background","1290.55","1074","60","869","920","1636","1790","3068","1111.12","1469.98","511","4346","1125","1534"
"1984","lower secondary degree","no migration background","1340.04","1176","5125","562","859","1636","2096","3867","1310.16","1369.92","8","30790","1227","1278"
"1984","no degree/no degree yet","direct migration background","1236.83","1125","1044","614","869","1534","1943","3068","1192.9","1280.76","102","9715","1227","1278"
"1984","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","no migration background","1643.12","1483","218","665","1023","2045","2556","9715","1486.14","1800.1","0","12782","1380","1534"
"1984","Other degree","direct migration background","1287.29","1176","1366","690","915","1534","1841","3323","1230.77","1343.81","77","20452","1278","1329"
"1984","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1984","Other degree","no migration background","1489.48","1231.83","34","665","971","1790","2945","4090","1193.36","1785.6","460","4090","1023","1738"
"1984","secondary school degree","direct migration background","1630.96","1534","139","767","1023","1892","2556","6136","1502.82","1759.1","184","6136","1432","1636"
"1984","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","no migration background","1607.7","1534","1650","767","1040","2045","2556","4090","1567.84","1647.56","8","12271","1534","1544"
"1985","college entrance qualification","direct migration background","1660.74","1534","108","614","1023","2045","2556","4274","1508.58","1812.9","202","4274","1534","1790"
"1985","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","1795.49","1644.35","1048","706","1099","2301","3068","4366","1735.54","1855.44","0","10737","1687","1790"
"1985","lower secondary degree","direct migration background","1375.81","1227","541","629","941","1790","2301","3119","1313.6","1438.02","102","10226","1432","1534"
"1985","lower secondary degree","indirect migration background","1302.92","1125","73","716","767","1790","2045","2608","1164.69","1441.15","614","2965","1176","1790"
"1985","lower secondary degree","no migration background","1361.24","1227","4538","562","869","1662","2147","3579","1328.29","1394.19","0","30678","1278","1304"
"1985","no degree/no degree yet","direct migration background","1335.42","1278","829","690","920","1687","2045","2710","1287.38","1383.46","153","13805","1278","1432"
"1985","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","no migration background","1698.5","1534","216","722","1074","2199","2812","3579","1585.44","1811.56","220","6902","1534","1790"
"1985","Other degree","direct migration background","1339.86","1176","1155","716","920","1559","1994","3272","1266.81","1412.91","0","26076","1278","1380"
"1985","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1985","Other degree","no migration background","1471.14","1256.77","41","454","971","1884","2132","4550","1182.46","1759.82","391","4550","1023","1759"
"1985","secondary school degree","direct migration background","1576.13","1534","139","767","1023","2045","2454","4090","1450.33","1701.93","281","6647","1483","1738"
"1985","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1985","secondary school degree","no migration background","1674.4","1534","1595","767","1048","2045","2556","4295","1608.98","1739.82","0","30678","1534","1636"
"1986","college entrance qualification","direct migration background","1681.86","1534","109","537","1069","2045","2608","5113","1517.58","1846.14","205","5113","1432","1815"
"1986","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1986","college entrance qualification","no migration background","1929.65","1738","1062","739","1099","2352","3068","5113","1786.3","2073","0","49190","1790","1892"
"1986","lower secondary degree","direct migration background","1437.04","1278","559","614","971","1790","2352","3911","1376.28","1497.8","0","4612","1534","1611"
