"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","general elemantary","1264.91","1125","1045","665","920","1534","2045","3068","1217.34","1312.48","77","12036","1278","1329"
"1984","direct migration background","higher education","1805.58","1687","118","614","1023","2301","2965","5113","1629.46","1981.7","169","5113","1636","1892"
"1984","direct migration background","higher vocational","1603.79","1315.78","49","419","1023","1790","2556","6136","1305.28","1902.3","97","6136","1227","1636"
"1984","direct migration background","in school","","","","","","","","","","","","","",""
"1984","direct migration background","inadequately","1227.98","1125","920","614","869","1534","1892","3068","1183.06","1272.9","102","9715","1227","1278"
"1984","direct migration background","middle vocational","1458.95","1278","998","716","971","1790","2331","3988","1383.78","1534.12","77","20452","1278","1406"
"1984","direct migration background","vocational + Abi","1245.85","1100.96","116","716","869","1534","1790","3119","1155.96","1335.74","256","3119","1074","1432"
"1984","indirect migration background","general elemantary","1516.2","1354.13","49","1023","1023","1738","2812","4346","1306.73","1725.67","511","4346","1278","1687"
"1984","indirect migration background","higher education","","","","","","","","","","","","","",""
"1984","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","in school","","","","","","","","","","","","","",""
"1984","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1984","indirect migration background","middle vocational","1195.81","1023","47","869","920","1534","1790","3068","1015.27","1376.35","460","3323","1125","1738"
"1984","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1984","no migration background","general elemantary","1244.46","1074","2206","501","744","1534","2045","3323","1203.26","1285.66","26","30790","1125","1227"
"1984","no migration background","higher education","1955.68","1790","615","971","1329","2556","3068","5113","1881.95","2029.41","322","7669","1790","2045"
"1984","no migration background","higher vocational","1808.05","1534","569","754","1023","2045","2556","6591","1610.43","2005.67","8","42028","1534","1636"
"1984","no migration background","in school","1745.2","1534","151","971","1227","2045","2638","3835","1593.74","1896.66","0","9715","1483","1790"
"1984","no migration background","inadequately","1395.75","994.73","76","511","665","1687","2403","12782","1052.88","1738.62","205","12782","920","1329"
"1984","no migration background","middle vocational","1464.61","1278","4324","665","971","1790","2301","4090","1433.89","1495.33","8","30790","1329","1380"
"1984","no migration background","vocational + Abi","1846.53","1534","173","760","1023","2045","2556","5113","1371.09","2321.97","189","42028","1410","1636"
"1985","direct migration background","general elemantary","1298.7","1125","906","608","869","1585","2045","2710","1208.8","1388.6","205","26076","1278","1403"
"1985","direct migration background","higher education","1928.28","1835.95","107","767","1483","2199","2812","6647","1722.48","2134.08","481","6647","1534","2045"
"1985","direct migration background","higher vocational","1390.05","1211.08","44","716","920","1636","2045","4090","1185.05","1595.05","202","4090","1150","1585"
"1985","direct migration background","in school","","","","","","","","","","","","","",""
"1985","direct migration background","inadequately","1326.66","1278","733","716","920","1636","2045","2710","1274.59","1378.73","153","13805","1278","1462"
"1985","direct migration background","middle vocational","1452.05","1329","879","767","1023","1790","2301","3477","1407.04","1497.06","102","10226","1380","1534"
"1985","direct migration background","vocational + Abi","1256.84","1278","100","511","869","1687","1943","2147","1145.34","1368.34","0","4090","1278","1534"
"1985","indirect migration background","general elemantary","1366.54","1278.85","57","920","946","1733","1994","2812","1212.41","1520.67","614","2965","1125","1636"
"1985","indirect migration background","higher education","","","","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","1310.56","1223.93","51","716","767","1636","2045","2720","1122.15","1498.97","460","3426","1125","1790"
"1985","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","no migration background","general elemantary","1308.59","1125","1967","511","767","1636","2147","3579","1248.24","1368.94","102","30678","1202","1278"
"1985","no migration background","higher education","2029.16","1841","604","1023","1432","2556","3323","5113","1950.36","2107.96","153","9715","1841","2045"
"1985","no migration background","higher vocational","1641.69","1534","527","716","1023","2045","2556","4193","1513.68","1769.7","256","30678","1534","1636"
