"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","1379.33","1227","5877","511","818","1738","2301","3870","1350.54","1408.12","0","42028","1278","1278"
"1984","West Germany","Male","1557.81","1380","5682","767","1023","1841","2556","4090","1526.36","1589.26","8","42028","1380","1432"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","1410.96","1278","5320","539","818","1790","2352","4090","1379.31","1442.61","0","30678","1331","1432"
"1985","West Germany","Male","1569","1432","5160","767","1023","1917","2556","4090","1540.78","1597.22","0","30678","1450","1534"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","1476.19","1278","5095","565","869","1841","2454","4193","1436.53","1515.85","0","49190","1432","1529"
"1986","West Germany","Male","1652.22","1483","5021","767","1023","2045","2556","4602","1615.42","1689.02","0","49190","1534","1534"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","1513.3","1329","5067","614","875","1892","2556","4571","1482.27","1544.33","0","33234","1508","1534"
"1987","West Germany","Male","1690.93","1534","4986","777","1074","2045","2608","5113","1660.09","1721.77","0","33234","1534","1636"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","1537.08","1380","4843","614","920","1968","2556","4428","1505.64","1568.52","26","35790","1534","1534"
"1988","West Germany","Male","1737.1","1534","4770","818","1125","2045","2710","5113","1704.26","1769.94","0","35790","1585","1636"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","1599.68","1432","4717","614","924","2045","2710","4602","1570.11","1629.25","0","33234","1534","1626"
"1989","West Germany","Male","1804.23","1625.73","4608","879","1176","2199","2889","5113","1774.19","1834.27","0","33234","1687","1738"
"1990","East Germany","Female","831.02","818","2303","266","511","1074","1355","1892","815.25","846.79","153","2608","920","920"
"1990","East Germany","Male","940.52","920","2083","486","665","1176","1432","2020","924.99","956.05","153","2608","964","1023"
"1990","West Germany","Female","1703.36","1534","4623","665","1017","2132","2812","5113","1659.98","1746.74","0","38347","1636","1738"
"1990","West Germany","Male","1913.54","1738","4519","920","1278","2301","3068","5113","1876.96","1950.12","0","38347","1790","1817"
"1991","East Germany","Female","974.99","920","2145","358","614","1278","1585","2556","954.04","995.94","102","3579","1023","1048"
"1991","East Germany","Male","1096.29","1023","1951","562","767","1329","1738","2556","1074.34","1118.24","102","3579","1074","1142"
"1991","West Germany","Female","1752.17","1534","4603","690","1023","2301","3068","5113","1723.89","1780.45","77","10226","1738","1790"
"1991","West Germany","Male","1960.65","1790","4479","971","1278","2454","3068","5113","1932.32","1988.98","228","10226","1841","1917"
"1992","East Germany","Female","1167.13","1074","2047","499","716","1534","1943","2812","1142.06","1192.2","179","3835","1227","1278"
"1992","East Germany","Male","1310.73","1227","1854","665","920","1606","2096","3068","1284.06","1337.4","179","3835","1278","1380"
"1992","West Germany","Female","1820.03","1636","4609","736","1023","2301","3068","5113","1790.9","1849.16","0","10737","1790","1841"
"1992","West Germany","Male","2045.45","1841","4438","1023","1329","2556","3236","5624","2016.19","2074.71","239","10737","1943","2039"
"1993","East Germany","Female","1379.39","1278","1968","560","869","1790","2301","3513","1346.57","1412.21","220","7669","1432","1534"
"1993","East Germany","Male","1535.45","1432","1783","767","1023","1892","2442","3681","1501.59","1569.31","184","7669","1534","1534"
"1993","West Germany","Female","1896.91","1728","4544","767","1082","2454","3272","5113","1864.99","1928.83","26","21474","1841","1943"
"1993","West Germany","Male","2137.98","1994","4391","1023","1380","2608","3579","5466","2105.31","2170.65","77","21474","2045","2045"
"1994","East Germany","Female","1503.38","1380","1938","650","966","1892","2505","3988","1469.01","1537.75","102","7669","1534","1570"
"1994","East Germany","Male","1653.33","1534","1747","818","1151","2045","2556","3988","1617.7","1688.96","264","7669","1636","1738"
"1994","West Germany","Female","1929.74","1759","4518","767","1125","2454","3323","5113","1897.56","1961.92","153","15339","1841","1943"
"1994","West Germany","Male","2158.19","1994","4268","1023","1405","2556","3579","5113","2124.69","2191.69","153","15339","2045","2045"
"1995","East Germany","Female","1595.42","1483","1881","714","1023","1994","2556","4602","1557.17","1633.67","72","9715","1585","1687"
