"plh0039","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","no migration background","in school","74","0.339245626869379","0.284754442912719","0.393736810826038"
"Big worries","2008","no migration background","inadequately","32","0.431280171878681","0.319935298478312","0.54262504527905"
"Big worries","2008","no migration background","general elemantary","553","0.412023987134741","0.386584420858516","0.437463553410966"
"Big worries","2008","no migration background","middle vocational","3304","0.389899928383457","0.379655424427588","0.400144432339325"
"Big worries","2008","no migration background","vocational + Abi","263","0.30188201498235","0.271271245060959","0.33249278490374"
"Big worries","2008","no migration background","higher vocational","456","0.373973599242486","0.34729940247863","0.400647796006343"
"Big worries","2008","no migration background","higher education","1108","0.2838172007153","0.26947687248893","0.298157528941671"
"Big worries","2008","direct migration background","in school","","","",""
"Big worries","2008","direct migration background","inadequately","32","0.330068029184497","0.237438901180517","0.422697157188478"
"Big worries","2008","direct migration background","general elemantary","179","0.391395420094035","0.344829590624473","0.437961249563597"
"Big worries","2008","direct migration background","middle vocational","288","0.397511041933337","0.361539219989551","0.433482863877124"
"Big worries","2008","direct migration background","vocational + Abi","71","0.370999556329441","0.303022962828392","0.438976149830489"
"Big worries","2008","direct migration background","higher vocational","54","0.567188254979907","0.476236978496892","0.658139531462923"
"Big worries","2008","direct migration background","higher education","109","0.320057176404707","0.268459131167136","0.371655221642279"
"Big worries","2008","indirect migration background","in school","","","",""
"Big worries","2008","indirect migration background","inadequately","","","",""
"Big worries","2008","indirect migration background","general elemantary","57","0.3761105310814","0.301285530760229","0.450935531402571"
"Big worries","2008","indirect migration background","middle vocational","116","0.332287127050562","0.28059738290594","0.383976871195183"
"Big worries","2008","indirect migration background","vocational + Abi","","","",""
"Big worries","2008","indirect migration background","higher vocational","","","",""
"Big worries","2008","indirect migration background","higher education","","","",""
"Some worries","2008","no migration background","in school","159","0.498457121687188","0.440910871601663","0.556003371772712"
"Some worries","2008","no migration background","inadequately","","","",""
"Some worries","2008","no migration background","general elemantary","660","0.442915282414632","0.417241514964696","0.468589049864567"
"Some worries","2008","no migration background","middle vocational","4257","0.485261283934033","0.474763562173016","0.495759005695051"
"Some worries","2008","no migration background","vocational + Abi","470","0.556819888752255","0.523696198067068","0.589943579437442"
"Some worries","2008","no migration background","higher vocational","649","0.491725794755348","0.464165422167384","0.519286167343313"
"Some worries","2008","no migration background","higher education","2061","0.527777651361389","0.511898526672543","0.543656776050236"
"Some worries","2008","direct migration background","in school","","","",""
"Some worries","2008","direct migration background","inadequately","45","0.513246922936316","0.414789599860212","0.611704246012419"
"Some worries","2008","direct migration background","general elemantary","189","0.472687534615031","0.425053983543648","0.520321085686415"
"Some worries","2008","direct migration background","middle vocational","340","0.475557171015384","0.438848916534409","0.51226542549636"
"Some worries","2008","direct migration background","vocational + Abi","97","0.491613923256679","0.421265213406449","0.561962633106909"
"Some worries","2008","direct migration background","higher vocational","49","0.360263199167691","0.272136747683838","0.448389650651543"
"Some worries","2008","direct migration background","higher education","162","0.55084009862984","0.495823146218605","0.605857051041075"
"Some worries","2008","indirect migration background","in school","","","",""
"Some worries","2008","indirect migration background","inadequately","","","",""
"Some worries","2008","indirect migration background","general elemantary","71","0.398709461428936","0.323077457255547","0.474341465602325"
"Some worries","2008","indirect migration background","middle vocational","166","0.562069831440842","0.507625794568271","0.616513868313414"
"Some worries","2008","indirect migration background","vocational + Abi","","","",""
"Some worries","2008","indirect migration background","higher vocational","","","",""
"Some worries","2008","indirect migration background","higher education","47","0.437579069050941","0.332116672618869","0.543041465483013"
"No worries","2008","no migration background","in school","57","0.162297251443434","0.119859765795185","0.204734737091683"
"No worries","2008","no migration background","inadequately","","","",""
"No worries","2008","no migration background","general elemantary","225","0.145060730450628","0.126859061513208","0.163262399388047"
"No worries","2008","no migration background","middle vocational","1146","0.12483878768251","0.11789602020063","0.131781555164389"
"No worries","2008","no migration background","vocational + Abi","131","0.141298096265396","0.118071766494493","0.164524426036299"
"No worries","2008","no migration background","higher vocational","159","0.134300606002165","0.115503235700149","0.153097976304181"
"No worries","2008","no migration background","higher education","628","0.18840514792331","0.175967340827201","0.200842955019419"
"No worries","2008","direct migration background","in school","","","",""
"No worries","2008","direct migration background","inadequately","","","",""
"No worries","2008","direct migration background","general elemantary","54","0.135917045290934","0.103220147704002","0.168613942877865"
"No worries","2008","direct migration background","middle vocational","83","0.126931787051278","0.102462428984722","0.151401145117834"
