"plh0039","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","Not Employed","lower secondary degree","1602","0.459207427478208","0.442828440940658","0.475586414015758"
"Big worries","2008","Not Employed","secondary school degree","709","0.460882606807983","0.436170746913386","0.48559446670258"
"Big worries","2008","Not Employed","college entrance qualification","444","0.325780493756284","0.300752416415305","0.350808571097263"
"Big worries","2008","Not Employed","Other degree","188","0.421453314898352","0.373830286738842","0.469076343057862"
"Big worries","2008","Not Employed","no degree/no degree yet","117","0.349001048554341","0.30263622785329","0.395365869255393"
"Big worries","2008","Employed","lower secondary degree","1121","0.402016734627071","0.384196333687261","0.419837135566881"
"Big worries","2008","Employed","secondary school degree","1369","0.328530467485747","0.314292075932751","0.342768859038743"
"Big worries","2008","Employed","college entrance qualification","913","0.230708068360198","0.21730453865449","0.244111598065905"
"Big worries","2008","Employed","Other degree","205","0.384065752550657","0.342540455202553","0.425591049898762"
"Big worries","2008","Employed","no degree/no degree yet","44","0.352058766096003","0.273224700342731","0.430892831849274"
"Some worries","2008","Not Employed","lower secondary degree","1549","0.433357293798235","0.417070150343307","0.449644437253163"
"Some worries","2008","Not Employed","secondary school degree","669","0.435288930261547","0.410709570630641","0.459868289892454"
"Some worries","2008","Not Employed","college entrance qualification","712","0.527898049081281","0.501238228689923","0.554557869472639"
"Some worries","2008","Not Employed","Other degree","177","0.4639898446573","0.41589330721819","0.512086382096411"
"Some worries","2008","Not Employed","no degree/no degree yet","209","0.469621713949854","0.421075873232088","0.518167554667619"
"Some worries","2008","Employed","lower secondary degree","1424","0.476728445143172","0.458575379152786","0.494881511133558"
"Some worries","2008","Employed","secondary school degree","2189","0.5172421398116","0.502093571949662","0.532390707673539"
"Some worries","2008","Employed","college entrance qualification","2186","0.569233670015685","0.553479034279717","0.584988305751652"
"Some worries","2008","Employed","Other degree","253","0.4674782641221","0.424879974271635","0.510076553972565"
"Some worries","2008","Employed","no degree/no degree yet","71","0.537479319547532","0.455182132333248","0.619776506761817"
"No worries","2008","Not Employed","lower secondary degree","405","0.107435278723557","0.097257323616357","0.117613233830758"
"No worries","2008","Not Employed","secondary school degree","185","0.10382846293047","0.0887060049102852","0.118950920950654"
"No worries","2008","Not Employed","college entrance qualification","191","0.146321457162435","0.127447390497202","0.165195523827668"
"No worries","2008","Not Employed","Other degree","48","0.114556840444348","0.0838408925443284","0.145272788344367"
"No worries","2008","Not Employed","no degree/no degree yet","80","0.181377237495805","0.143895615718762","0.218858859272848"
"No worries","2008","Employed","lower secondary degree","363","0.121254820229757","0.109390800128344","0.133118840331169"
"No worries","2008","Employed","secondary school degree","622","0.154227392702653","0.143278567658111","0.165176217747195"
"No worries","2008","Employed","college entrance qualification","696","0.200058261624118","0.187330570567051","0.212785952681184"
"No worries","2008","Employed","Other degree","69","0.148455983327243","0.118099938375257","0.17881202827923"
"No worries","2008","Employed","no degree/no degree yet","26","","",""
"Big worries","2009","Not Employed","lower secondary degree","1477","0.465209787709617","0.448079866769733","0.482339708649501"
"Big worries","2009","Not Employed","secondary school degree","596","0.431214357046745","0.405554797758846","0.456873916334644"
"Big worries","2009","Not Employed","college entrance qualification","394","0.321177193241017","0.295395384622318","0.346959001859716"
"Big worries","2009","Not Employed","Other degree","149","0.420824148645296","0.368729382466421","0.472918914824171"
"Big worries","2009","Not Employed","no degree/no degree yet","98","0.353539020483652","0.303596944115938","0.403481096851367"
"Big worries","2009","Employed","lower secondary degree","976","0.3788723127184","0.360464929356515","0.397279696080285"
"Big worries","2009","Employed","secondary school degree","1265","0.325313027170448","0.310761808975374","0.339864245365522"
"Big worries","2009","Employed","college entrance qualification","807","0.220373063089045","0.206898380132545","0.233847746045544"
"Big worries","2009","Employed","Other degree","162","0.391758708094491","0.347295082252858","0.436222333936123"
"Big worries","2009","Employed","no degree/no degree yet","42","0.329516658132037","0.248717079071043","0.410316237193031"
"Some worries","2009","Not Employed","lower secondary degree","1433","0.429276198428221","0.412277306657514","0.446275090198928"
"Some worries","2009","Not Employed","secondary school degree","675","0.462010063212717","0.436179072229288","0.487841054196146"
"Some worries","2009","Not Employed","college entrance qualification","692","0.522150893073578","0.494570133633029","0.549731652514127"
"Some worries","2009","Not Employed","Other degree","150","0.451535046215166","0.399023027220538","0.504047065209794"
"Some worries","2009","Not Employed","no degree/no degree yet","182","0.450062454266564","0.398090405542816","0.502034502990313"
"Some worries","2009","Employed","lower secondary degree","1338","0.500674797941813","0.481702288081004","0.519647307802623"
"Some worries","2009","Employed","secondary school degree","2134","0.533706662558066","0.518212133512712","0.54920119160342"
"Some worries","2009","Employed","college entrance qualification","2122","0.579615630989621","0.56356880261923","0.595662459360012"
"Some worries","2009","Employed","Other degree","235","0.488160037359032","0.442629182670764","0.5336908920473"
"Some worries","2009","Employed","no degree/no degree yet","63","0.458301340204679","0.372650651572594","0.543952028836765"
"No worries","2009","Not Employed","lower secondary degree","347","0.105514013862162","0.094963319208325","0.116064708515999"
