"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","(0) in school","Female","5.58","6","341","4","5","7","7","5.44","5.72","5","6"
"2005","(0) in school","Male","5.2","5","313","3","4","6","7","5.05","5.35","5","5"
"2005","(1a) inadequately completed","Female","4.23","4","138","2","3","6","7","3.93","4.53","4","4"
"2005","(1a) inadequately completed","Male","4.75","5","106","2","4","6","7","4.42","5.08","4","5"
"2005","(1b) general elementary school","Female","4.35","4","1280","2","3","6","7","4.26","4.44","4","4"
"2005","(1b) general elementary school","Male","4.63","5","570","2","4","6","7","4.5","4.76","4","5"
"2005","(1c) basic vocational qualification","Female","4.68","5","2622","2","4","6","7","4.62","4.74","5","5"
"2005","(1c) basic vocational qualification","Male","4.52","5","3069","2","4","6","7","4.46","4.58","4","5"
"2005","(2a) intermediate vocational","Female","4.87","5","2736","3","4","6","7","4.81","4.93","5","5"
"2005","(2a) intermediate vocational","Male","4.83","5","2062","3","4","6","7","4.77","4.89","5","5"
"2005","(2b) intermediate general qualification","Female","5.26","5","353","3","4","7","7","5.1","5.42","5","6"
"2005","(2b) intermediate general qualification","Male","5.25","5","226","3","4","7","7","5.05","5.45","5","6"
"2005","(2c_gen) general maturity certificate","Female","5.22","5","433","3","4","6","7","5.09","5.35","5","6"
"2005","(2c_gen) general maturity certificate","Male","5.05","5","363","3","4","6","7","4.9","5.2","5","5"
"2005","(2c_voc) vocational maturity certificate","Female","4.99","5","843","3","4","6","7","4.89","5.09","5","5"
"2005","(2c_voc) vocational maturity certificate","Male","4.94","5","667","3","4","6","7","4.83","5.05","5","5"
"2005","(3a) lower tertiary education","Female","5.2","5","767","3","4","6","7","5.1","5.3","5","5"
"2005","(3a) lower tertiary education","Male","4.82","5","881","3","4","6","7","4.73","4.91","5","5"
"2005","(3b) higher tertiary education","Female","5.1","5","1092","3","4","6","7","5.02","5.18","5","5"
"2005","(3b) higher tertiary education","Male","4.92","5","1426","3","4","6","7","4.85","4.99","5","5"
"2006","(0) in school","Female","","","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","","","",""
