"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","5.09","5","5316","3","4","6","7","5.05","5.13","5","5"
"2005","35-65 y.","4.78","5","11596","3","4","6","7","4.75","4.81","5","5"
"2005","66 and older","4.47","4","3750","2","3","6","7","4.42","4.52","4","5"
"2006","16-34 y.","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","",""
"2008","16-34 y.","","","","","","","","","","",""
"2008","35-65 y.","","","","","","","","","","",""
"2008","66 and older","","","","","","","","","","",""
"2009","16-34 y.","5.01","5","3988","3","4","6","7","4.96","5.06","5","5"
"2009","35-65 y.","4.64","5","9858","3","4","6","7","4.61","4.67","5","5"
"2009","66 and older","4.38","4","4141","2","3","6","6","4.33","4.43","4","4"
"2010","16-34 y.","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","",""
"2012","16-34 y.","5.17","5","2196","3","4","6","7","5.11","5.23","5","5"
"2012","35-65 y.","4.91","5","4891","3","4","6","7","4.87","4.95","5","5"
"2012","66 and older","","","","","","","","","","",""
"2013","16-34 y.","5.15","5","3688","3","4","6","7","5.1","5.2","5","5"
"2013","35-65 y.","4.75","5","10217","3","4","6","7","4.72","4.78","5","5"
"2013","66 and older","4.68","5","4932","3","4","6","7","4.64","4.72","5","5"
"2014","16-34 y.","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","",""
"2017","16-34 y.","5.23","5","7533","3","4","6","7","5.2","5.26","5","6"
"2017","35-65 y.","4.88","5","16637","3","4","6","7","4.86","4.9","5","5"
"2017","66 and older","4.7","5","5011","3","4","6","7","4.66","4.74","5","5"
"2018","16-34 y.","","","","","","","","","","",""
"2018","35-65 y.","","","","","","","","","","",""
"2018","66 and older","","","","","","","","","","",""
"2019","16-34 y.","5.11","5","5425","3","4","6","7","5.07","5.15","5","5"
"2019","35-65 y.","4.72","5","15116","3","4","6","7","4.69","4.75","5","5"
"2019","66 and older","4.59","5","5193","2","4","6","7","4.55","4.63","5","5"
