"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","general elemantary","","","","","","","","","","",""
"2005","college entrance qualification","higher education","5.03","5","3162","3","4","6","7","4.98","5.08","5","5"
"2005","college entrance qualification","higher vocational","5","5","345","3","4","6","7","4.86","5.14","5","5"
"2005","college entrance qualification","in school","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","5.16","5","731","3","4","6","7","5.06","5.26","5","6"
"2005","college entrance qualification","vocational + Abi","5.03","5","953","3","4","6","7","4.94","5.12","5","5"
"2005","lower secondary degree","general elemantary","4.5","5","1487","2","3","6","7","4.41","4.59","4","5"
"2005","lower secondary degree","higher education","4.89","5","181","3","4","6","7","4.68","5.1","5","5"
"2005","lower secondary degree","higher vocational","4.62","5","452","2","4","6","7","4.47","4.77","4","5"
"2005","lower secondary degree","in school","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","4.61","5","4915","2","4","6","7","4.57","4.65","5","5"
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","5.39","6","650","3","4","7","7","5.29","5.49","5","6"
"2005","no degree/no degree yet","inadequately","4.37","4","198","2","3","6","7","4.12","4.62","4","4"
"2005","no degree/no degree yet","middle vocational","4.8","5","46","2","4","6","7","4.29","5.31","4","6"
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2005","Other degree","general elemantary","4.03","4","329","2","3","5","6","3.87","4.19","4","4"
"2005","Other degree","higher education","5.07","5","185","3","4","6","7","4.86","5.28","5","6"
"2005","Other degree","higher vocational","5.04","5","54","3","4","6","7","4.62","5.46","4","6"
"2005","Other degree","in school","","","","","","","","","","",""
"2005","Other degree","inadequately","4.84","5","37","2","4","7","7","4.28","5.4","5","6"
"2005","Other degree","middle vocational","4.45","4","383","2","4","6","7","4.29","4.61","4","5"
"2005","Other degree","vocational + Abi","4.71","5","119","3","3","6","7","4.43","4.99","4","5"
"2005","secondary school degree","general elemantary","5.24","5","576","3","4","7","7","5.11","5.37","5","6"
"2005","secondary school degree","higher education","4.81","5","622","3","4","6","7","4.69","4.93","5","5"
"2005","secondary school degree","higher vocational","4.76","5","695","2","4","6","7","4.65","4.87","5","5"
"2005","secondary school degree","in school","","","","","","","","","","",""
"2005","secondary school degree","inadequately","","","","","","","","","","",""
"2005","secondary school degree","middle vocational","4.87","5","4090","3","4","6","7","4.82","4.92","5","5"
"2005","secondary school degree","vocational + Abi","4.6","4","35","3","3","6","7","4.14","5.06","4","6"
"2006","college entrance qualification","general elemantary","","","","","","","","","","",""
"2006","college entrance qualification","higher education","","","","","","","","","","",""
"2006","college entrance qualification","higher vocational","","","","","","","","","","",""
"2006","college entrance qualification","in school","","","","","","","","","","",""
"2006","college entrance qualification","inadequately","","","","","","","","","","",""
"2006","college entrance qualification","middle vocational","","","","","","","","","","",""
"2006","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2006","lower secondary degree","general elemantary","","","","","","","","","","",""
"2006","lower secondary degree","higher education","","","","","","","","","","",""
"2006","lower secondary degree","higher vocational","","","","","","","","","","",""
"2006","lower secondary degree","in school","","","","","","","","","","",""
"2006","lower secondary degree","inadequately","","","","","","","","","","",""
"2006","lower secondary degree","middle vocational","","","","","","","","","","",""
"2006","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2006","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2006","no degree/no degree yet","higher education","","","","","","","","","","",""
"2006","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2006","no degree/no degree yet","in school","","","","","","","","","","",""
"2006","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2006","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2006","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2006","Other degree","general elemantary","","","","","","","","","","",""
"2006","Other degree","higher education","","","","","","","","","","",""
"2006","Other degree","higher vocational","","","","","","","","","","",""
"2006","Other degree","in school","","","","","","","","","","",""
"2006","Other degree","inadequately","","","","","","","","","","",""
"2006","Other degree","middle vocational","","","","","","","","","","",""
"2006","Other degree","vocational + Abi","","","","","","","","","","",""
"2006","secondary school degree","general elemantary","","","","","","","","","","",""
"2006","secondary school degree","higher education","","","","","","","","","","",""
"2006","secondary school degree","higher vocational","","","","","","","","","","",""
"2006","secondary school degree","in school","","","","","","","","","","",""
"2006","secondary school degree","inadequately","","","","","","","","","","",""
"2006","secondary school degree","middle vocational","","","","","","","","","","",""
