"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","East Germany","4.63","5","100","3","4","5","7","7","4.32","4.94","1","7","4","5"
"2005","direct migration background","West Germany","4.68","5","2251","2","4","6","7","7","4.61","4.75","1","7","5","5"
"2005","indirect migration background","East Germany","4.95","5","35","4","4","6","7","7","4.51","5.39","2","7","4","5"
"2005","indirect migration background","West Germany","5.08","5","795","3","4","6","7","7","4.98","5.18","1","7","5","5"
"2005","no migration background","East Germany","4.68","5","4905","3","4","6","7","7","4.64","4.72","1","7","5","5"
"2005","no migration background","West Germany","4.83","5","12576","3","4","6","7","7","4.8","4.86","1","7","5","5"
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","","","","","","","","","","","","","",""
"2008","direct migration background","West Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2008","no migration background","East Germany","","","","","","","","","","","","","",""
"2008","no migration background","West Germany","","","","","","","","","","","","","",""
"2009","direct migration background","East Germany","4.79","5","74","2","4","6","7","7","4.42","5.16","1","7","4","5"
"2009","direct migration background","West Germany","4.63","5","1571","2","4","6","7","7","4.55","4.71","1","7","4","5"
"2009","indirect migration background","East Germany","5.28","5","41","4","4","6","7","7","4.91","5.65","3","7","5","6"
"2009","indirect migration background","West Germany","5.03","5","670","3","4","6","7","7","4.92","5.14","1","7","5","5"
"2009","no migration background","East Germany","4.58","5","4423","3","4","6","7","7","4.54","4.62","1","7","5","5"
"2009","no migration background","West Germany","4.67","5","11208","3","4","6","7","7","4.64","4.7","1","7","5","5"
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2010","no migration background","East Germany","","","","","","","","","","","","","",""
"2010","no migration background","West Germany","","","","","","","","","","","","","",""
"2011","direct migration background","East Germany","","","","","","","","","","","","","",""
"2011","direct migration background","West Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2011","no migration background","East Germany","","","","","","","","","","","","","",""
"2011","no migration background","West Germany","","","","","","","","","","","","","",""
"2012","direct migration background","East Germany","5.07","5","55","4","5","6","7","7","4.67","5.47","1","7","5","6"
"2012","direct migration background","West Germany","4.98","5","1029","3","4","6","7","7","4.89","5.07","1","7","5","5"
"2012","indirect migration background","East Germany","4.82","5","32","2","4","6","7","7","4.25","5.39","1","7","4","6"
"2012","indirect migration background","West Germany","5.27","6","452","3","4","6","7","7","5.13","5.41","1","7","5","6"
"2012","no migration background","East Germany","4.87","5","1248","3","4","6","7","7","4.78","4.96","1","7","5","5"
"2012","no migration background","West Germany","5.02","5","4295","3","4","6","7","7","4.98","5.06","1","7","5","5"
"2013","direct migration background","East Germany","4.82","5","81","3","4","6","7","7","4.48","5.16","1","7","4","5"
"2013","direct migration background","West Germany","4.75","5","1599","2","4","6","7","7","4.67","4.83","1","7","5","5"
"2013","indirect migration background","East Germany","5.37","5.15","45","4","4","6","7","7","4.94","5.8","1","7","5","6"
"2013","indirect migration background","West Germany","5.13","5","668","3","4","6","7","7","5.02","5.24","1","7","5","5"
"2013","no migration background","East Germany","4.74","5","4335","3","4","6","7","7","4.7","4.78","1","7","5","5"
"2013","no migration background","West Germany","4.83","5","12109","3","4","6","7","7","4.8","4.86","1","7","5","5"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","","","","","","","","","","","","","",""
"2015","direct migration background","West Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2015","no migration background","East Germany","","","","","","","","","","","","","",""
"2015","no migration background","West Germany","","","","","","","","","","","","","",""
"2016","direct migration background","East Germany","","","","","","","","","","","","","",""
"2016","direct migration background","West Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2016","no migration background","East Germany","","","","","","","","","","","","","",""
"2016","no migration background","West Germany","","","","","","","","","","","","","",""
"2017","direct migration background","East Germany","5.21","5","826","3","4","6","7","7","5.1","5.32","1","7","6","6"
"2017","direct migration background","West Germany","4.93","5","6357","3","4","6","7","7","4.89","4.97","1","7","5","5"
"2017","indirect migration background","East Germany","4.77","5","106","3","4","6","6","7","4.49","5.05","1","7","5","5"
"2017","indirect migration background","West Germany","5.21","5","1607","3","4","6","7","7","5.14","5.28","1","7","5","6"
"2017","no migration background","East Germany","4.85","5","5150","3","4","6","7","7","4.81","4.89","1","7","5","5"
"2017","no migration background","West Germany","4.91","5","15135","3","4","6","7","7","4.89","4.93","1","7","5","5"
"2018","direct migration background","East Germany","","","","","","","","","","","","","",""
"2018","direct migration background","West Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2018","no migration background","East Germany","","","","","","","","","","","","","",""
"2018","no migration background","West Germany","","","","","","","","","","","","","",""
"2019","direct migration background","East Germany","4.91","5","286","3","4","6","7","7","4.73","5.09","1","7","5","5"
"2019","direct migration background","West Germany","4.75","5","3520","2","4","6","7","7","4.7","4.8","1","7","5","5"
