"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","direct migration background","4.53","5","692","2","4","6","7","7","4.41","4.65","1","7","4","5"
"2005","(Married) couple without C.","indirect migration background","4.97","5","115","3","4","6","7","7","4.71","5.23","2","7","5","6"
"2005","(Married) couple without C.","no migration background","4.71","5","6197","3","4","6","7","7","4.67","4.75","1","7","5","5"
"2005","1-pers.-HH","direct migration background","4.75","5","210","3","4","6","7","7","4.52","4.98","1","7","4","5"
"2005","1-pers.-HH","indirect migration background","5.4","6","93","3","5","7","7","7","5.1","5.7","1","7","5","6"
"2005","1-pers.-HH","no migration background","4.86","5","2645","3","4","6","7","7","4.8","4.92","1","7","5","5"
"2005","Couple + C. GT 16 ","direct migration background","4.68","5","403","2","4","6","7","7","4.52","4.84","1","7","4","5"
"2005","Couple + C. GT 16 ","indirect migration background","5.16","5","207","3","4","6","7","7","4.96","5.36","1","7","5","5"
"2005","Couple + C. GT 16 ","no migration background","4.78","5","3036","3","4","6","7","7","4.73","4.83","1","7","5","5"
"2005","Couple + C. LE 16","direct migration background","4.76","5","526","3","4","6","7","7","4.63","4.89","1","7","5","5"
"2005","Couple + C. LE 16","indirect migration background","4.95","5","175","3","4","6","7","7","4.73","5.17","1","7","5","5"
"2005","Couple + C. LE 16","no migration background","4.78","5","3001","3","4","6","7","7","4.73","4.83","1","7","5","5"
"2005","Couple + C. LE and GT 16","direct migration background","4.77","5","284","3","4","6","7","7","4.59","4.95","1","7","5","5"
"2005","Couple + C. LE and GT 16","indirect migration background","5.06","5","127","3","4","6","7","7","4.81","5.31","1","7","5","5"
"2005","Couple + C. LE and GT 16","no migration background","4.85","5","1294","2","4","6","7","7","4.77","4.93","1","7","5","5"
"2005","Single parent","direct migration background","4.7","5","124","3","4","6","7","7","4.42","4.98","1","7","4","5"
"2005","Single parent","indirect migration background","4.69","5","78","2","3","6","7","7","4.33","5.05","1","7","4","5"
"2005","Single parent","no migration background","5.07","5","898","3","4","6","7","7","4.97","5.17","1","7","5","5"
"2006","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2006","Single parent","direct migration background","","","","","","","","","","","","","",""
"2006","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2006","Single parent","no migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2007","Single parent","direct migration background","","","","","","","","","","","","","",""
"2007","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2007","Single parent","no migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2008","Single parent","direct migration background","","","","","","","","","","","","","",""
"2008","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2008","Single parent","no migration background","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","direct migration background","4.62","5","518","2","4","6","7","7","4.48","4.76","1","7","4","5"
"2009","(Married) couple without C.","indirect migration background","5.12","5","114","3","4","7","7","7","4.84","5.4","1","7","5","5"
"2009","(Married) couple without C.","no migration background","4.58","5","5995","2","4","6","7","7","4.54","4.62","1","7","5","5"
"2009","1-pers.-HH","direct migration background","4.29","4","182","2","3","5","7","7","4.05","4.53","1","7","4","5"
"2009","1-pers.-HH","indirect migration background","5.06","5","77","3","4","7","7","7","4.72","5.4","2","7","4","5"
"2009","1-pers.-HH","no migration background","4.69","5","2618","2","4","6","7","7","4.63","4.75","1","7","5","5"
"2009","Couple + C. GT 16 ","direct migration background","4.81","5","312","3","4","6","7","7","4.64","4.98","1","7","5","5"
"2009","Couple + C. GT 16 ","indirect migration background","5.24","5.99","162","3","4","6","7","7","5.02","5.46","1","7","5","6"
"2009","Couple + C. GT 16 ","no migration background","4.7","5","2674","3","4","6","7","7","4.64","4.76","1","7","5","5"
"2009","Couple + C. LE 16","direct migration background","4.72","5","336","3","4","6","7","7","4.55","4.89","1","7","5","5"
"2009","Couple + C. LE 16","indirect migration background","4.96","5","167","3","4","6","7","7","4.76","5.16","1","7","5","5"
"2009","Couple + C. LE 16","no migration background","4.61","5","2343","3","4","6","7","7","4.55","4.67","1","7","5","5"
"2009","Couple + C. LE and GT 16","direct migration background","4.64","5","168","2","4","6","7","7","4.41","4.87","1","7","4","5"
"2009","Couple + C. LE and GT 16","indirect migration background","4.97","5","102","3","4","6","7","7","4.64","5.3","1","7","5","6"
"2009","Couple + C. LE and GT 16","no migration background","4.66","5","907","2","4","6","7","7","4.56","4.76","1","7","5","5"
"2009","Single parent","direct migration background","4.74","4","86","3","4","6","7","7","4.42","5.06","2","7","4","5"
"2009","Single parent","indirect migration background","4.77","5","73","3","4","6","7","7","4.42","5.12","1","7","5","6"
"2009","Single parent","no migration background","4.95","5","827","3","4","6","7","7","4.84","5.06","1","7","5","5"
"2010","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2010","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2010","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2010","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2010","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
