"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","general elemantary","Female","4.5","5","1617","2","3","6","7","4.42","4.58","4","5"
"2005","general elemantary","Male","4.8","5","775","3","4","6","7","4.69","4.91","4","5"
"2005","higher education","Female","5.14","5","1859","3","4","6","7","5.08","5.2","5","5"
"2005","higher education","Male","4.88","5","2307","3","4","6","7","4.82","4.94","5","5"
"2005","higher vocational","Female","4.96","5","666","3","4","6","7","4.85","5.07","5","5"
"2005","higher vocational","Male","4.66","5","889","2","4","6","7","4.56","4.76","5","5"
"2005","in school","Female","5.57","6","340","4","5","7","7","5.43","5.71","5","6"
"2005","in school","Male","5.2","5","310","3","4","6","7","5.05","5.35","5","5"
"2005","inadequately","Female","4.16","4","133","1","3","5","7","3.85","4.47","4","5"
"2005","inadequately","Male","4.69","5","102","2","4","6","7","4.35","5.03","4","5"
"2005","middle vocational","Female","4.79","5","5363","3","4","6","7","4.75","4.83","5","5"
"2005","middle vocational","Male","4.68","5","4868","3","4","6","7","4.64","4.72","5","5"
"2005","vocational + Abi","Female","4.97","5","664","3","4","6","7","4.86","5.08","5","5"
"2005","vocational + Abi","Male","4.92","5","466","3","4","6","7","4.79","5.05","5","5"
"2006","general elemantary","Female","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","","","",""
"2008","general elemantary","Female","","","","","","","","","","",""
"2008","general elemantary","Male","","","","","","","","","","",""
"2008","higher education","Female","","","","","","","","","","",""
"2008","higher education","Male","","","","","","","","","","",""
"2008","higher vocational","Female","","","","","","","","","","",""
"2008","higher vocational","Male","","","","","","","","","","",""
"2008","in school","Female","","","","","","","","","","",""
"2008","in school","Male","","","","","","","","","","",""
"2008","inadequately","Female","","","","","","","","","","",""
"2008","inadequately","Male","","","","","","","","","","",""
"2008","middle vocational","Female","","","","","","","","","","",""
"2008","middle vocational","Male","","","","","","","","","","",""
"2008","vocational + Abi","Female","","","","","","","","","","",""
"2008","vocational + Abi","Male","","","","","","","","","","",""
"2009","general elemantary","Female","4.4","4","1231","2","3","6","7","4.31","4.49","4","5"
"2009","general elemantary","Male","4.67","5","552","3","4","6","7","4.54","4.8","4","5"
"2009","higher education","Female","4.9","5","1851","3","4","6","7","4.83","4.97","5","5"
"2009","higher education","Male","4.73","5","2180","3","4","6","6","4.67","4.79","5","5"
"2009","higher vocational","Female","4.68","5","547","3","4","6","7","4.55","4.81","5","5"
"2009","higher vocational","Male","4.65","5","780","3","4","6","7","4.55","4.75","4","5"
"2009","in school","Female","5.4","6","143","3","5","7","7","5.17","5.63","5","6"
"2009","in school","Male","4.92","5","166","3","4","6","7","4.7","5.14","5","6"
"2009","inadequately","Female","4.32","4","97","2","3","5","7","3.99","4.65","4","5"
"2009","inadequately","Male","4.49","5","69","2","3","6","7","4.05","4.93","3","5"
"2009","middle vocational","Female","4.61","5","4775","2","4","6","7","4.57","4.65","5","5"
"2009","middle vocational","Male","4.62","5","4271","2","4","6","7","4.57","4.67","5","5"
"2009","vocational + Abi","Female","4.86","5","606","3","4","6","7","4.74","4.98","5","5"
"2009","vocational + Abi","Male","4.87","5","392","3","4","6","7","4.73","5.01","5","5"
"2010","general elemantary","Female","","","","","","","","","","",""
"2010","general elemantary","Male","","","","","","","","","","",""
"2010","higher education","Female","","","","","","","","","","",""
"2010","higher education","Male","","","","","","","","","","",""
"2010","higher vocational","Female","","","","","","","","","","",""
"2010","higher vocational","Male","","","","","","","","","","",""
"2010","in school","Female","","","","","","","","","","",""
"2010","in school","Male","","","","","","","","","","",""
"2010","inadequately","Female","","","","","","","","","","",""
"2010","inadequately","Male","","","","","","","","","","",""
"2010","middle vocational","Female","","","","","","","","","","",""
"2010","middle vocational","Male","","","","","","","","","","",""
"2010","vocational + Abi","Female","","","","","","","","","","",""
"2010","vocational + Abi","Male","","","","","","","","","","",""
"2011","general elemantary","Female","","","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","","","",""
"2011","higher education","Female","","","","","","","","","","",""
"2011","higher education","Male","","","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","","","",""
"2011","in school","Female","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","","","",""
"2012","general elemantary","Female","5.02","5","486","3","4","6","7","4.87","5.17","5","5"
"2012","general elemantary","Male","5.05","5","294","3","4","6","7","4.87","5.23","5","6"
"2012","higher education","Female","5.02","5","809","3","4","6","7","4.92","5.12","5","5"
"2012","higher education","Male","4.84","5","685","3","4","6","7","4.73","4.95","5","5"
"2012","higher vocational","Female","5.09","5","144","3","4","6","7","4.85","5.33","5","6"
"2012","higher vocational","Male","5.16","5","221","3","4","6","7","4.97","5.35","5","5"
"2012","in school","Female","5.65","6","99","4","5","7","7","5.36","5.94","5","6"
"2012","in school","Male","5.62","6","91","4","5","7","7","5.37","5.87","5","6"
"2012","inadequately","Female","4.63","5","91","1","3","6","7","4.23","5.03","4","5"
"2012","inadequately","Male","5.14","5","64","3","5","6","7","4.76","5.52","5","6"
"2012","middle vocational","Female","4.98","5","1989","3","4","6","7","4.91","5.05","5","5"
"2012","middle vocational","Male","4.97","5","1253","3","4","6","7","4.89","5.05","5","5"
"2012","vocational + Abi","Female","4.97","5","539","3","4","6","7","4.84","5.1","5","5"
"2012","vocational + Abi","Male","5.01","5","215","3","4","6","7","4.83","5.19","5","5"
"2013","general elemantary","Female","4.58","5","1258","2","4","6","7","4.49","4.67","5","5"
"2013","general elemantary","Male","4.63","5","574","2","4","6","7","4.5","4.76","5","5"
"2013","higher education","Female","5.01","5","2110","3","4","6","7","4.95","5.07","5","5"
"2013","higher education","Male","4.88","5","2348","3","4","6","7","4.82","4.94","5","5"
"2013","higher vocational","Female","4.87","5","504","3","4","6","6","4.74","5","5","5"
"2013","higher vocational","Male","4.67","5","823","3","4","6","7","4.57","4.77","5","5"
"2013","in school","Female","5.43","6","138","4","5","6","7","5.22","5.64","5","6"
"2013","in school","Male","5.49","6","121","3","5","7","7","5.24","5.74","5","6"
"2013","inadequately","Female","4.45","4","109","2","3","6","7","4.11","4.79","4","5"
"2013","inadequately","Male","4.32","5","85","1","3","5","7","3.91","4.73","4","5"
"2013","middle vocational","Female","4.8","5","5089","3","4","6","7","4.76","4.84","5","5"
"2013","middle vocational","Male","4.77","5","4308","3","4","6","7","4.72","4.82","5","5"
"2013","vocational + Abi","Female","4.94","5","677","3","4","6","7","4.83","5.05","5","5"
"2013","vocational + Abi","Male","5.08","5","419","3","4","6","7","4.94","5.22","5","5"
"2014","general elemantary","Female","","","","","","","","","","",""
"2014","general elemantary","Male","","","","","","","","","","",""
"2014","higher education","Female","","","","","","","","","","",""
"2014","higher education","Male","","","","","","","","","","",""
"2014","higher vocational","Female","","","","","","","","","","",""
"2014","higher vocational","Male","","","","","","","","","","",""
"2014","in school","Female","","","","","","","","","","",""
"2014","in school","Male","","","","","","","","","","",""
"2014","inadequately","Female","","","","","","","","","","",""
"2014","inadequately","Male","","","","","","","","","","",""
"2014","middle vocational","Female","","","","","","","","","","",""
"2014","middle vocational","Male","","","","","","","","","","",""
"2014","vocational + Abi","Female","","","","","","","","","","",""
"2014","vocational + Abi","Male","","","","","","","","","","",""
"2015","general elemantary","Female","","","","","","","","","","",""
"2015","general elemantary","Male","","","","","","","","","","",""
"2015","higher education","Female","","","","","","","","","","",""
"2015","higher education","Male","","","","","","","","","","",""
"2015","higher vocational","Female","","","","","","","","","","",""
"2015","higher vocational","Male","","","","","","","","","","",""
"2015","in school","Female","","","","","","","","","","",""
"2015","in school","Male","","","","","","","","","","",""
"2015","inadequately","Female","","","","","","","","","","",""
"2015","inadequately","Male","","","","","","","","","","",""
"2015","middle vocational","Female","","","","","","","","","","",""
"2015","middle vocational","Male","","","","","","","","","","",""
"2015","vocational + Abi","Female","","","","","","","","","","",""
"2015","vocational + Abi","Male","","","","","","","","","","",""
"2016","general elemantary","Female","","","","","","","","","","",""
"2016","general elemantary","Male","","","","","","","","","","",""
"2016","higher education","Female","","","","","","","","","","",""
"2016","higher education","Male","","","","","","","","","","",""
"2016","higher vocational","Female","","","","","","","","","","",""
"2016","higher vocational","Male","","","","","","","","","","",""
"2016","in school","Female","","","","","","","","","","",""
"2016","in school","Male","","","","","","","","","","",""
"2016","inadequately","Female","","","","","","","","","","",""
"2016","inadequately","Male","","","","","","","","","","",""
"2016","middle vocational","Female","","","","","","","","","","",""
"2016","middle vocational","Male","","","","","","","","","","",""
"2016","vocational + Abi","Female","","","","","","","","","","",""
"2016","vocational + Abi","Male","","","","","","","","","","",""
"2017","general elemantary","Female","4.7","5","1866","2","4","6","7","4.63","4.77","5","5"
"2017","general elemantary","Male","5.12","5","1393","3","4","6","7","5.04","5.2","5","6"
