"ple0022","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Yes","2011","16-34 y.","192","0.0448430196644996","0.0386622087612957","0.0510238305677034"
"Yes","2011","35-65 y.","2093","0.192760748938282","0.185507843327661","0.200013654548902"
"Yes","2011","66 and older","1385","0.283569339693071","0.271306780131074","0.295831899255067"
"No","2011","16-34 y.","4115","0.9551569803355","0.948976169432297","0.961337791238704"
"No","2011","35-65 y.","9270","0.807239251061718","0.799986345451098","0.814492156672339"
"No","2011","66 and older","3805","0.716430660306929","0.704168100744933","0.728693219868926"
"Yes","2012","16-34 y.","","","",""
"Yes","2012","35-65 y.","","","",""
"Yes","2012","66 and older","","","",""
"No","2012","16-34 y.","","","",""
"No","2012","35-65 y.","","","",""
"No","2012","66 and older","","","",""
"Yes","2013","16-34 y.","183","0.0488727094691221","0.0419341038387349","0.0558113150995093"
"Yes","2013","35-65 y.","1911","0.200805911598504","0.19305435738071","0.208557465816298"
"Yes","2013","66 and older","1320","0.276643277443835","0.264246392547014","0.289040162340656"
"No","2013","16-34 y.","3526","0.951127290530878","0.944188684900491","0.958065896161265"
"No","2013","35-65 y.","8349","0.799194088401496","0.791442534183702","0.80694564261929"
"No","2013","66 and older","3682","0.723356722556165","0.710959837659344","0.735753607452986"
"Yes","2014","16-34 y.","","","",""
"Yes","2014","35-65 y.","","","",""
"Yes","2014","66 and older","","","",""
"No","2014","16-34 y.","","","",""
"No","2014","35-65 y.","","","",""
"No","2014","66 and older","","","",""
"Yes","2015","16-34 y.","304","0.0518041010234643","0.0460854803287785","0.0575227217181502"
"Yes","2015","35-65 y.","2482","0.185147002499936","0.17881374462419","0.191480260375682"
"Yes","2015","66 and older","1352","0.282610177075428","0.27006799410564","0.295152360045215"
"No","2015","16-34 y.","5466","0.948195898976536","0.94247727828185","0.953914519671222"
"No","2015","35-65 y.","11967","0.814852997500064","0.808519739624318","0.82118625537581"
"No","2015","66 and older","3599","0.717389822924572","0.704847639954785","0.72993200589436"
"Yes","2016","16-34 y.","","","",""
"Yes","2016","35-65 y.","","","",""
"Yes","2016","66 and older","","","",""
"No","2016","16-34 y.","","","",""
"No","2016","35-65 y.","","","",""
"No","2016","66 and older","","","",""
"Yes","2017","16-34 y.","294","0.0433484043066799","0.0382977769418444","0.0483990316715154"
"Yes","2017","35-65 y.","2541","0.177829614058805","0.171799339409985","0.183859888707625"
"Yes","2017","66 and older","1272","0.261166824329405","0.249031068662575","0.273302579996234"
"No","2017","16-34 y.","5951","0.95665159569332","0.951600968328485","0.961702223058156"
"No","2017","35-65 y.","12904","0.822170385941195","0.816140111292374","0.828200660590015"
"No","2017","66 and older","3761","0.738833175670595","0.726697420003766","0.750968931337425"
"Yes","2018","16-34 y.","","","",""
"Yes","2018","35-65 y.","","","",""
"Yes","2018","66 and older","","","",""
"No","2018","16-34 y.","","","",""
"No","2018","35-65 y.","","","",""
"No","2018","66 and older","","","",""
"Yes","2019","16-34 y.","250","0.0531728697927988","0.0472191100235161","0.0591266295620815"
"Yes","2019","35-65 y.","2432","0.169642783464213","0.163671670313596","0.17561389661483"
"Yes","2019","66 and older","1314","0.273482709842837","0.261421788827006","0.285543630858668"
"No","2019","16-34 y.","5206","0.946827130207201","0.940873370437919","0.952780889976484"
"No","2019","35-65 y.","12745","0.830357216535787","0.82438610338517","0.836328329686404"
"No","2019","66 and older","3933","0.726517290157163","0.714456369141332","0.738578211172995"
