"ple0022","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","no migration background","Female","7633","0.784644587894708","0.776368462966386","0.79292071282303","2"
"No","2011","no migration background","Male","7182","0.836815955888946","0.828989528076443","0.84464238370145","2"
"No","2011","direct migration background","Male","736","0.827292104119809","0.80251418289602","0.852070025343598","2"
"No","2011","direct migration background","Female","908","0.8058656051928","0.782762973796485","0.828968236589115","2"
"No","2011","indirect migration background","Male","356","0.960600099322931","0.941065501236001","0.980134697409861","2"
"No","2011","indirect migration background","Female","375","0.91206207561104","0.884912674473616","0.939211476748463","2"
"Yes","2011","no migration background","Male","1382","0.163184044111054","0.15535761629855","0.171010471923557","1"
"Yes","2011","no migration background","Female","1844","0.215355412105292","0.20707928717697","0.223631537033614","1"
"Yes","2011","direct migration background","Male","158","0.172707895880191","0.147929974656402","0.19748581710398","1"
"Yes","2011","direct migration background","Female","218","0.1941343948072","0.171031763410885","0.217237026203515","1"
"Yes","2011","indirect migration background","Male","25","","","","1"
"Yes","2011","indirect migration background","Female","43","0.0879379243889604","0.0607885232515366","0.115087325526384","1"
"No","2012","no migration background","Male","","","","","2"
"No","2012","no migration background","Female","","","","","2"
"No","2012","direct migration background","Male","","","","","2"
"No","2012","direct migration background","Female","","","","","2"
"No","2012","indirect migration background","Male","","","","","2"
"No","2012","indirect migration background","Female","","","","","2"
"Yes","2012","no migration background","Male","","","","","1"
"Yes","2012","no migration background","Female","","","","","1"
"Yes","2012","direct migration background","Male","","","","","1"
"Yes","2012","direct migration background","Female","","","","","1"
"Yes","2012","indirect migration background","Male","","","","","1"
"Yes","2012","indirect migration background","Female","","","","","1"
"No","2013","no migration background","Male","6494","0.827790368655076","0.819408192309621","0.83617254500053","2"
"No","2013","no migration background","Female","7045","0.789372682427686","0.780836365600389","0.797908999254983","2"
"No","2013","direct migration background","Male","597","0.796720281524512","0.767626217970911","0.825814345078114","2"
"No","2013","direct migration background","Female","764","0.760637031993848","0.733659413389133","0.787614650598563","2"
"No","2013","indirect migration background","Male","324","0.916193193367969","0.886953573631332","0.945432813104606","2"
"No","2013","indirect migration background","Female","333","0.903124183750982","0.873025842659387","0.933222524842577","2"
"Yes","2013","no migration background","Male","1300","0.172209631344924","0.16382745499947","0.180591807690379","1"
"Yes","2013","no migration background","Female","1720","0.210627317572314","0.202091000745017","0.219163634399611","1"
"Yes","2013","direct migration background","Male","138","0.203279718475488","0.174185654921886","0.232373782029089","1"
"Yes","2013","direct migration background","Female","197","0.239362968006152","0.212385349401437","0.266340586610867","1"
"Yes","2013","indirect migration background","Male","21","","","","1"
"Yes","2013","indirect migration background","Female","38","0.0968758162490178","0.0667774751574225","0.126974157340613","1"
"No","2014","no migration background","Male","","","","","2"
"No","2014","no migration background","Female","","","","","2"
"No","2014","direct migration background","Male","","","","","2"
"No","2014","direct migration background","Female","","","","","2"
"No","2014","indirect migration background","Male","","","","","2"
"No","2014","indirect migration background","Female","","","","","2"
"Yes","2014","no migration background","Male","","","","","1"
"Yes","2014","no migration background","Female","","","","","1"
"Yes","2014","direct migration background","Male","","","","","1"
"Yes","2014","direct migration background","Female","","","","","1"
"Yes","2014","indirect migration background","Male","","","","","1"
"Yes","2014","indirect migration background","Female","","","","","1"
"No","2015","no migration background","Male","7444","0.839286186990081","0.831620612926776","0.846951761053387","2"
"No","2015","no migration background","Female","8472","0.790143875694279","0.782317024129343","0.797970727259214","2"
"No","2015","direct migration background","Male","1637","0.82120996398778","0.804185422111037","0.838234505864523","2"
"No","2015","direct migration background","Female","1996","0.815363792639951","0.799759272056192","0.830968313223709","2"
"No","2015","indirect migration background","Male","701","0.939316693723279","0.922264068760144","0.956369318686415","2"
"No","2015","indirect migration background","Female","782","0.908180233161858","0.889101001982387","0.92725946434133","2"
"Yes","2015","no migration background","Male","1374","0.160713813009919","0.153048238946613","0.168379387073224","1"
"Yes","2015","no migration background","Female","1926","0.209856124305721","0.202029272740786","0.217682975870657","1"
"Yes","2015","direct migration background","Male","309","0.17879003601222","0.161765494135477","0.195814577888963","1"
"Yes","2015","direct migration background","Female","379","0.184636207360049","0.169031686776291","0.200240727943808","1"
"Yes","2015","indirect migration background","Male","52","0.0606833062767208","0.0436306813135855","0.0777359312398562","1"
"Yes","2015","indirect migration background","Female","98","0.0918197668381415","0.07274053565867","0.110898998017613","1"
"No","2016","no migration background","Male","","","","","2"
"No","2016","no migration background","Female","","","","","2"
"No","2016","direct migration background","Male","","","","","2"
"No","2016","direct migration background","Female","","","","","2"
"No","2016","indirect migration background","Male","","","","","2"
"No","2016","indirect migration background","Female","","","","","2"
"Yes","2016","no migration background","Male","","","","","1"
"Yes","2016","no migration background","Female","","","","","1"
"Yes","2016","direct migration background","Male","","","","","1"
"Yes","2016","direct migration background","Female","","","","","1"
"Yes","2016","indirect migration background","Male","","","","","1"
"Yes","2016","indirect migration background","Female","","","","","1"
"No","2017","no migration background","Male","8068","0.847354433575349","0.840109797854157","0.854599069296542","2"
"No","2017","no migration background","Female","9008","0.807788559357348","0.800382079212842","0.815195039501854","2"
"No","2017","direct migration background","Male","1794","0.847856206834183","0.832432396440137","0.863280017228229","2"
"No","2017","direct migration background","Female","2192","0.825248139081892","0.810608815891654","0.83988746227213","2"
"No","2017","indirect migration background","Male","726","0.90993444731988","0.889959115523922","0.929909779115838","2"
"No","2017","indirect migration background","Female","828","0.915919426077405","0.898045536667278","0.933793315487531","2"
"Yes","2017","no migration background","Male","1399","0.152645566424651","0.145400930703458","0.159890202145843","1"
"Yes","2017","no migration background","Female","1865","0.192211440642652","0.184804960498146","0.199617920787158","1"
"Yes","2017","direct migration background","Male","289","0.152143793165817","0.136719982771771","0.167567603559863","1"
"Yes","2017","direct migration background","Female","393","0.174751860918108","0.16011253772787","0.189391184108346","1"
"Yes","2017","indirect migration background","Male","63","0.0900655526801201","0.0700902208841619","0.110040884476078","1"
"Yes","2017","indirect migration background","Female","98","0.0840805739225955","0.0662066845124695","0.101954463332722","1"
"No","2018","no migration background","Male","","","","","2"
"No","2018","no migration background","Female","","","","","2"
"No","2018","direct migration background","Male","","","","","2"
"No","2018","direct migration background","Female","","","","","2"
"No","2018","indirect migration background","Male","","","","","2"
"No","2018","indirect migration background","Female","","","","","2"
"Yes","2018","no migration background","Male","","","","","1"
"Yes","2018","no migration background","Female","","","","","1"
"Yes","2018","direct migration background","Male","","","","","1"
"Yes","2018","direct migration background","Female","","","","","1"
"Yes","2018","indirect migration background","Male","","","","","1"
"Yes","2018","indirect migration background","Female","","","","","1"
"No","2019","no migration background","Male","8329","0.841011612646458","0.833773419994369","0.848249805298546","2"
"No","2019","no migration background","Female","8705","0.804719081520469","0.797135980160259","0.812302182880679","2"
"No","2019","direct migration background","Male","1517","0.860004261375769","0.843728786048012","0.876279736703526","2"
"No","2019","direct migration background","Female","1782","0.828868349692108","0.812809801109065","0.84492689827515","2"
"No","2019","indirect migration background","Male","733","0.927469821855971","0.909530765915965","0.945408877795977","2"
"No","2019","indirect migration background","Female","809","0.899050005957825","0.879443982386209","0.91865602952944","2"
"Yes","2019","no migration background","Male","1475","0.158988387353542","0.151750194701454","0.166226580005631","1"
"Yes","2019","no migration background","Female","1793","0.195280918479531","0.187697817119321","0.202864019839741","1"
"Yes","2019","direct migration background","Male","229","0.139995738624231","0.123720263296474","0.156271213951987","1"
"Yes","2019","direct migration background","Female","331","0.171131650307892","0.15507310172485","0.187190198890935","1"
"Yes","2019","indirect migration background","Female","98","0.100949994042175","0.0813439704705596","0.120556017613791","1"
"Yes","2019","indirect migration background","Male","70","0.0725301781440291","0.0545911222040233","0.0904692340840348","1"
