"ple0022","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Full Time","Female","2390","0.855404076882527","0.842342392866054","0.868465760898999","2"
"No","2011","Full Time","Male","4412","0.881503833891051","0.872567810224619","0.890439857557484","2"
"No","2011","Part Time","Male","1209","0.865728825800673","0.847792408869875","0.883665242731472","2"
"No","2011","Part Time","Female","3004","0.844182540269309","0.832194452868701","0.856170627669918","2"
"No","2011","Not Working","Male","2653","0.766058868509295","0.751883355754302","0.780234381264288","2"
"No","2011","Not Working","Female","3522","0.719479717443683","0.706663245142887","0.73229618974448","2"
"Yes","2011","Full Time","Male","613","0.118496166108949","0.109560142442516","0.127432189775381","1"
"Yes","2011","Full Time","Female","395","0.144595923117473","0.131534239101001","0.157657607133946","1"
"Yes","2011","Part Time","Male","179","0.134271174199327","0.116334757268528","0.152207591130126","1"
"Yes","2011","Part Time","Female","512","0.155817459730691","0.143829372330082","0.167805547131299","1"
"Yes","2011","Not Working","Male","773","0.233941131490705","0.219765618735712","0.248116644245698","1"
"Yes","2011","Not Working","Female","1198","0.280520282556317","0.26770381025552","0.293336754857113","1"
"No","2012","Full Time","Male","","","","","2"
"No","2012","Full Time","Female","","","","","2"
"No","2012","Part Time","Male","","","","","2"
"No","2012","Part Time","Female","","","","","2"
"No","2012","Not Working","Male","","","","","2"
"No","2012","Not Working","Female","","","","","2"
"Yes","2012","Full Time","Male","","","","","1"
"Yes","2012","Full Time","Female","","","","","1"
"Yes","2012","Part Time","Male","","","","","1"
"Yes","2012","Part Time","Female","","","","","1"
"Yes","2012","Not Working","Male","","","","","1"
"Yes","2012","Not Working","Female","","","","","1"
"No","2013","Full Time","Male","3859","0.865965396951373","0.855921651629987","0.876009142272759","2"
"No","2013","Full Time","Female","2229","0.864326652158527","0.851105262493545","0.87754804182351","2"
"No","2013","Part Time","Male","1085","0.835746618812772","0.815321291378541","0.856171946247003","2"
"No","2013","Part Time","Female","2844","0.849473947279139","0.837335974426542","0.861611920131736","2"
"No","2013","Not Working","Male","2471","0.769264723286385","0.754644713708886","0.783884732863884","2"
"No","2013","Not Working","Female","3069","0.705905456519533","0.69210271891659","0.719708194122476","2"
"Yes","2013","Full Time","Male","561","0.134034603048627","0.123990857727241","0.144078348370013","1"
"Yes","2013","Full Time","Female","348","0.135673347841473","0.12245195817649","0.148894737506455","1"
"Yes","2013","Part Time","Male","179","0.164253381187228","0.143828053752997","0.184678708621459","1"
"Yes","2013","Part Time","Female","490","0.150526052720861","0.138388079868264","0.162664025573458","1"
"Yes","2013","Not Working","Male","719","0.230735276713615","0.216115267136116","0.245355286291114","1"
"Yes","2013","Not Working","Female","1117","0.294094543480467","0.280291805877524","0.30789728108341","1"
"No","2014","Full Time","Male","","","","","2"
"No","2014","Full Time","Female","","","","","2"
"No","2014","Part Time","Male","","","","","2"
"No","2014","Part Time","Female","","","","","2"
"No","2014","Not Working","Male","","","","","2"
"No","2014","Not Working","Female","","","","","2"
"Yes","2014","Full Time","Male","","","","","1"
"Yes","2014","Full Time","Female","","","","","1"
"Yes","2014","Part Time","Male","","","","","1"
"Yes","2014","Part Time","Female","","","","","1"
"Yes","2014","Not Working","Male","","","","","1"
"Yes","2014","Not Working","Female","","","","","1"
"No","2015","Full Time","Male","5575","0.892095645757238","0.884412965688093","0.899778325826383","2"
"No","2015","Full Time","Female","2802","0.859741494244683","0.847819347621781","0.871663640867584","2"
"No","2015","Part Time","Male","1553","0.851267751041871","0.834879804866909","0.867655697216832","2"
"No","2015","Part Time","Female","4592","0.845434095976525","0.835727594800916","0.855140597152133","2"
"No","2015","Not Working","Male","2654","0.756969160533573","0.742638192033426","0.77130012903372","2"
"No","2015","Not Working","Female","3856","0.724713716142331","0.712414115078228","0.737013317206433","2"
"Yes","2015","Full Time","Male","690","0.107904354242762","0.100221674173617","0.115587034311906","1"
"Yes","2015","Full Time","Female","457","0.140258505755317","0.128336359132416","0.152180652378219","1"
"Yes","2015","Part Time","Male","258","0.148732248958129","0.132344302783168","0.165120195133091","1"
"Yes","2015","Part Time","Female","736","0.154565904023475","0.144859402847867","0.164272405199084","1"
"Yes","2015","Not Working","Male","787","0.243030839466427","0.22869987096628","0.257361807966574","1"
"Yes","2015","Not Working","Female","1210","0.275286283857669","0.262986682793567","0.287585884921772","1"
"No","2016","Full Time","Male","","","","","2"
"No","2016","Full Time","Female","","","","","2"
"No","2016","Part Time","Male","","","","","2"
"No","2016","Part Time","Female","","","","","2"
"No","2016","Not Working","Male","","","","","2"
"No","2016","Not Working","Female","","","","","2"
"Yes","2016","Full Time","Male","","","","","1"
"Yes","2016","Full Time","Female","","","","","1"
"Yes","2016","Part Time","Male","","","","","1"
"Yes","2016","Part Time","Female","","","","","1"
"Yes","2016","Not Working","Male","","","","","1"
"Yes","2016","Not Working","Female","","","","","1"
"No","2017","Full Time","Male","5961","0.895317439547668","0.887975377344441","0.902659501750896","2"
"No","2017","Full Time","Female","3252","0.882234187837048","0.871890027763861","0.892578347910235","2"
"No","2017","Part Time","Male","1785","0.857448026910306","0.84240519649347","0.872490857327142","2"
"No","2017","Part Time","Female","4874","0.856698964337836","0.847526224667425","0.865871704008247","2"
"No","2017","Not Working","Male","2842","0.773550184876648","0.759849769221056","0.787250600532239","2"
"No","2017","Not Working","Female","3902","0.739462407701774","0.727355348846452","0.751569466557096","2"
"Yes","2017","Full Time","Male","718","0.104682560452332","0.0973404982491043","0.112024622655559","1"
