"ple0022","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Not Employed","in school","242","0.957742314878798","0.93275465380149","0.982729975956106","2"
"No","2011","Not Employed","inadequately","98","0.688303643639513","0.611302604169353","0.765304683109674","2"
"No","2011","Not Employed","vocational + Abi","204","0.742605944100229","0.690839149194047","0.794372739006411","2"
"No","2011","Not Employed","higher vocational","342","0.684630308072787","0.642843487943358","0.726417128202216","2"
"No","2011","Employed","inadequately","77","0.852518377303403","0.780837222597966","0.924199532008839","2"
"No","2011","Employed","general elemantary","780","0.849119911469736","0.825877061432901","0.872362761506571","2"
"No","2011","Not Employed","middle vocational","3163","0.725292328388633","0.711893020681065","0.738691636096201","2"
"No","2011","Employed","in school","63","0.993783925747256","0.974528098335361","1.01303975315915","2"
"No","2011","Employed","vocational + Abi","824","0.862309838593057","0.840223414311985","0.884396262874129","2"
"No","2011","Employed","higher vocational","824","0.850647903579739","0.828320546160979","0.872975260998498","2"
"No","2011","Employed","higher education","2914","0.895989060768019","0.885513024931265","0.906465096604773","2"
"No","2011","Not Employed","general elemantary","937","0.716973864646162","0.69226700344395","0.741680725848373","2"
"No","2011","Not Employed","higher education","1067","0.788795575710353","0.76692532442313","0.810665826997576","2"
"No","2011","Employed","middle vocational","5364","0.852909104058314","0.844152419171078","0.861665788945551","2"
"Yes","2011","Not Employed","in school","7","","","","1"
"Yes","2011","Not Employed","inadequately","41","0.311696356360487","0.234695316890326","0.388697395830647","1"
"Yes","2011","Not Employed","general elemantary","340","0.283026135353838","0.258319274151627","0.30773299655605","1"
"Yes","2011","Not Employed","middle vocational","1100","0.274707671611367","0.261308363903799","0.288106979318935","1"
"Yes","2011","Not Employed","vocational + Abi","70","0.257394055899771","0.205627260993589","0.309160850805953","1"
"Yes","2011","Not Employed","higher vocational","133","0.315369691927213","0.273582871797784","0.357156512056642","1"
"Yes","2011","Not Employed","higher education","271","0.211204424289647","0.189334173002424","0.23307467557687","1"
"Yes","2011","Employed","in school","1","","","","1"
"Yes","2011","Employed","inadequately","17","","","","1"
"Yes","2011","Employed","general elemantary","131","0.150880088530264","0.127637238493429","0.174122938567099","1"
"Yes","2011","Employed","middle vocational","921","0.147090895941686","0.138334211054449","0.155847580828922","1"
"Yes","2011","Employed","vocational + Abi","111","0.137690161406943","0.115603737125871","0.159776585688015","1"
"Yes","2011","Employed","higher vocational","155","0.149352096420261","0.127024739001502","0.171679453839021","1"
"Yes","2011","Employed","higher education","348","0.104010939231981","0.0935349033952272","0.114486975068735","1"
"No","2012","Employed","middle vocational","","","","","2"
"No","2012","Employed","vocational + Abi","","","","","2"
"No","2012","Employed","higher vocational","","","","","2"
"No","2012","Not Employed","in school","","","","","2"
"No","2012","Not Employed","inadequately","","","","","2"
"No","2012","Not Employed","vocational + Abi","","","","","2"
"No","2012","Not Employed","higher vocational","","","","","2"
"No","2012","Employed","inadequately","","","","","2"
"No","2012","Employed","general elemantary","","","","","2"
"No","2012","Employed","higher education","","","","","2"
"No","2012","Not Employed","general elemantary","","","","","2"
"No","2012","Not Employed","middle vocational","","","","","2"
"No","2012","Not Employed","higher education","","","","","2"
"No","2012","Employed","in school","","","","","2"
"Yes","2012","Not Employed","in school","","","","","1"
"Yes","2012","Not Employed","inadequately","","","","","1"
