"ple0022","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Not Employed","1-pers.-HH","541","0.295359687597005","0.274621645636304","0.316097729557705"
"Yes","2011","Not Employed","(Married) couple without C. ","1120","0.286938510731884","0.273176498055147","0.300700523408621"
"Yes","2011","Not Employed","Single parent ","61","0.150665724727752","0.114216039116313","0.187115410339192"
"Yes","2011","Not Employed","Couple + C. LE 16 ","62","0.143229008213559","0.11057136608323","0.175886650343889"
"Yes","2011","Not Employed","Couple + C. GT 16 ","104","0.130548738682479","0.107873121007636","0.153224356357323"
"Yes","2011","Not Employed","Couple + C. LE and GT 16","32","0.0820567251377219","0.0509483369802847","0.113165113295159"
"Yes","2011","Employed","1-pers.-HH","240","0.132391464338092","0.116351332640889","0.148431596035295"
"Yes","2011","Employed","(Married) couple without C. ","655","0.164535415437813","0.153038444920656","0.176032385954969"
"Yes","2011","Employed","Single parent ","105","0.126303122139908","0.103341239038393","0.149265005241423"
"Yes","2011","Employed","Couple + C. LE 16 ","237","0.0921219008541636","0.081162636244735","0.103081165463592"
"Yes","2011","Employed","Couple + C. GT 16 ","318","0.1251239723574","0.11175553493148","0.13849240978332"
"Yes","2011","Employed","Couple + C. LE and GT 16","107","0.12400750997218","0.102881549123669","0.14513347082069"
"No","2011","Not Employed","1-pers.-HH","1318","0.704640312402996","0.683902270442295","0.725378354363696"
"No","2011","Not Employed","(Married) couple without C. ","3030","0.713061489268116","0.699299476591379","0.726823501944853"
"No","2011","Not Employed","Single parent ","309","0.849334275272248","0.812884589660808","0.885783960883687"
"No","2011","Not Employed","Couple + C. LE 16 ","380","0.856770991786441","0.824113349656111","0.88942863391677"
"No","2011","Not Employed","Couple + C. GT 16 ","744","0.869451261317521","0.846775643642677","0.892126878992364"
"No","2011","Not Employed","Couple + C. LE and GT 16","267","0.917943274862278","0.886834886704841","0.949051663019715"
"No","2011","Employed","1-pers.-HH","1475","0.867608535661908","0.851568403964705","0.883648667359111"
"No","2011","Employed","(Married) couple without C. ","3340","0.835464584562187","0.823967614045031","0.846961555079344"
"No","2011","Employed","Single parent ","699","0.873696877860092","0.850734994758577","0.896658760961607"
"No","2011","Employed","Couple + C. LE 16 ","2438","0.907878099145836","0.896918834536408","0.918837363755265"
"No","2011","Employed","Couple + C. GT 16 ","2035","0.8748760276426","0.86150759021668","0.88824446506852"
"No","2011","Employed","Couple + C. LE and GT 16","828","0.87599249002782","0.854866529179309","0.897118450876331"
"Yes","2012","Not Employed","1-pers.-HH","","","",""
"Yes","2012","Not Employed","(Married) couple without C. ","","","",""
"Yes","2012","Not Employed","Single parent ","","","",""
"Yes","2012","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2012","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2012","Employed","1-pers.-HH","","","",""
"Yes","2012","Employed","(Married) couple without C. ","","","",""
"Yes","2012","Employed","Single parent ","","","",""
"Yes","2012","Employed","Couple + C. LE 16 ","","","",""
"Yes","2012","Employed","Couple + C. GT 16 ","","","",""
"Yes","2012","Employed","Couple + C. LE and GT 16","","","",""
"No","2012","Not Employed","1-pers.-HH","","","",""
"No","2012","Not Employed","(Married) couple without C. ","","","",""
"No","2012","Not Employed","Single parent ","","","",""
"No","2012","Not Employed","Couple + C. LE 16 ","","","",""
"No","2012","Not Employed","Couple + C. GT 16 ","","","",""
"No","2012","Not Employed","Couple + C. LE and GT 16","","","",""
"No","2012","Employed","1-pers.-HH","","","",""
"No","2012","Employed","(Married) couple without C. ","","","",""
"No","2012","Employed","Single parent ","","","",""
"No","2012","Employed","Couple + C. LE 16 ","","","",""
"No","2012","Employed","Couple + C. GT 16 ","","","",""
"No","2012","Employed","Couple + C. LE and GT 16","","","",""
"Yes","2013","Not Employed","1-pers.-HH","524","0.315606299968793","0.293881064656889","0.337331535280697"
"Yes","2013","Not Employed","(Married) couple without C. ","1047","0.276572682624289","0.262616339324929","0.290529025923649"
"Yes","2013","Not Employed","Single parent ","67","0.172021324564461","0.130144714932202","0.213897934196721"
"Yes","2013","Not Employed","Couple + C. LE 16 ","40","0.101800066011257","0.0715558021702854","0.132044329852229"
"Yes","2013","Not Employed","Couple + C. GT 16 ","100","0.147834358745071","0.119828092717848","0.175840624772294"
"Yes","2013","Not Employed","Couple + C. LE and GT 16","19","","",""
"Yes","2013","Employed","1-pers.-HH","268","0.160807664092212","0.14342164488883","0.178193683295594"
"Yes","2013","Employed","(Married) couple without C. ","583","0.153123282300355","0.14153416426906","0.16471240033165"
"Yes","2013","Employed","Single parent ","114","0.12315580336116","0.100441013501927","0.145870593220393"
"Yes","2013","Employed","Couple + C. LE 16 ","235","0.097834596529981","0.0859213719300399","0.109747821129922"
"Yes","2013","Employed","Couple + C. GT 16 ","272","0.137064908348105","0.122056060775983","0.152073755920227"
"Yes","2013","Employed","Couple + C. LE and GT 16","73","0.111885246955662","0.0890651724337704","0.134705321477554"
"No","2013","Not Employed","1-pers.-HH","1234","0.684393700031207","0.662668464719302","0.706118935343111"
"No","2013","Not Employed","(Married) couple without C. ","2899","0.723427317375711","0.709470974076351","0.737383660675071"
"No","2013","Not Employed","Single parent ","245","0.827978675435539","0.786102065803279","0.869855285067798"
"No","2013","Not Employed","Couple + C. LE 16 ","344","0.898199933988743","0.867955670147771","0.928444197829715"
"No","2013","Not Employed","Couple + C. GT 16 ","517","0.852165641254929","0.824159375227706","0.880171907282152"
"No","2013","Not Employed","Couple + C. LE and GT 16","190","0.914439250633334","0.876517387425041","0.952361113841627"
"No","2013","Employed","1-pers.-HH","1447","0.839192335907788","0.821806316704406","0.85657835511117"
"No","2013","Employed","(Married) couple without C. ","3126","0.846876717699645","0.83528759966835","0.85846583573094"
"No","2013","Employed","Single parent ","690","0.87684419663884","0.854129406779607","0.899558986498073"
"No","2013","Employed","Couple + C. LE 16 ","2154","0.902165403470019","0.890252178870078","0.91407862806996"
"No","2013","Employed","Couple + C. GT 16 ","1745","0.862935091651895","0.847926244079773","0.877943939224017"
"No","2013","Employed","Couple + C. LE and GT 16","660","0.888114753044338","0.865294678522445","0.91093482756623"
"Yes","2014","Not Employed","1-pers.-HH","","","",""
"Yes","2014","Not Employed","(Married) couple without C. ","","","",""
"Yes","2014","Not Employed","Single parent ","","","",""
"Yes","2014","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2014","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2014","Employed","1-pers.-HH","","","",""
"Yes","2014","Employed","(Married) couple without C. ","","","",""
"Yes","2014","Employed","Single parent ","","","",""
"Yes","2014","Employed","Couple + C. LE 16 ","","","",""
"Yes","2014","Employed","Couple + C. GT 16 ","","","",""
"Yes","2014","Employed","Couple + C. LE and GT 16","","","",""
"No","2014","Not Employed","1-pers.-HH","","","",""
"No","2014","Not Employed","(Married) couple without C. ","","","",""
"No","2014","Not Employed","Single parent ","","","",""
"No","2014","Not Employed","Couple + C. LE 16 ","","","",""
"No","2014","Not Employed","Couple + C. GT 16 ","","","",""
