"ple0022","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2011","(Married) couple without C. ","6370","0.777167268611404","0.768129748239333","0.786204788983474","2"
"No","2011","1-pers.-HH","2793","0.788243198695536","0.77484891118","0.801637486211072","2"
"No","2011","Single parent ","1008","0.865626231825385","0.846117165061875","0.885135298588896","2"
"No","2011","Couple + C. LE 16 ","2818","0.902492080324019","0.892077990120246","0.912906170527793","2"
"No","2011","Couple + C. GT 16 ","2779","0.873511886059975","0.861996870694094","0.885026901425857","2"
"No","2011","Couple + C. LE and GT 16","1095","0.884133187687887","0.866275349348058","0.901991026027717","2"
"Yes","2011","1-pers.-HH","781","0.211756801304464","0.198362513788928","0.22515108882","1"
"Yes","2011","(Married) couple without C. ","1775","0.222832731388596","0.213795211016526","0.231870251760667","1"
"Yes","2011","Single parent ","166","0.134373768174615","0.114864701411104","0.153882834938125","1"
"Yes","2011","Couple + C. LE 16 ","299","0.0975079196759805","0.0870938294722066","0.107922009879754","1"
"Yes","2011","Couple + C. GT 16 ","422","0.126488113940024","0.114973098574143","0.138003129305906","1"
"Yes","2011","Couple + C. LE and GT 16","139","0.115866812312113","0.0980089739722832","0.133724650651942","1"
"No","2012","1-pers.-HH","","","","","2"
"No","2012","(Married) couple without C. ","","","","","2"
"No","2012","Single parent ","","","","","2"
"No","2012","Couple + C. LE 16 ","","","","","2"
"No","2012","Couple + C. GT 16 ","","","","","2"
"No","2012","Couple + C. LE and GT 16","","","","","2"
"Yes","2012","1-pers.-HH","","","","","1"
"Yes","2012","(Married) couple without C. ","","","","","1"
"Yes","2012","Single parent ","","","","","1"
"Yes","2012","Couple + C. LE 16 ","","","","","1"
"Yes","2012","Couple + C. GT 16 ","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","","","","","1"
"No","2013","1-pers.-HH","2681","0.763189305979415","0.749050507881346","0.777328104077484","2"
"No","2013","(Married) couple without C. ","6025","0.786276917142826","0.777093824374197","0.795460009911455","2"
"No","2013","Single parent ","935","0.861433073457317","0.841162942393669","0.881703204520964","2"
"No","2013","Couple + C. LE 16 ","2498","0.901671578308373","0.890589100239493","0.912754056377253","2"
"No","2013","Couple + C. GT 16 ","2262","0.860517456452712","0.847286843118566","0.873748069786858","2"
"No","2013","Couple + C. LE and GT 16","850","0.893286861726479","0.873570487217441","0.913003236235517","2"
"Yes","2013","1-pers.-HH","792","0.236810694020585","0.222671895922516","0.250949492118654","1"
