"ple0022","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2011","16-34 y.","lower secondary degree","30","1","1","1"
"Yes","2011","16-34 y.","secondary school degree","58","1","1","1"
"Yes","2011","16-34 y.","college entrance qualification","68","1","1","1"
"Yes","2011","16-34 y.","Other degree","7","","",""
"Yes","2011","16-34 y.","no degree/no degree yet","11","","",""
"Yes","2011","35-65 y.","lower secondary degree","792","1","1","1"
"Yes","2011","35-65 y.","secondary school degree","689","1","1","1"
"Yes","2011","35-65 y.","college entrance qualification","407","1","1","1"
"Yes","2011","35-65 y.","Other degree","149","1","1","1"
"Yes","2011","35-65 y.","no degree/no degree yet","42","1","1","1"
"Yes","2011","66 and older","lower secondary degree","852","1","1","1"
"Yes","2011","66 and older","secondary school degree","241","1","1","1"
"Yes","2011","66 and older","college entrance qualification","198","1","1","1"
"Yes","2011","66 and older","Other degree","62","1","1","1"
"Yes","2011","66 and older","no degree/no degree yet","28","","",""
"Yes","2012","16-34 y.","lower secondary degree","","","",""
"Yes","2012","16-34 y.","secondary school degree","","","",""
"Yes","2012","16-34 y.","college entrance qualification","","","",""
"Yes","2012","16-34 y.","Other degree","","","",""
"Yes","2012","16-34 y.","no degree/no degree yet","","","",""
"Yes","2012","35-65 y.","lower secondary degree","","","",""
"Yes","2012","35-65 y.","secondary school degree","","","",""
"Yes","2012","35-65 y.","college entrance qualification","","","",""
"Yes","2012","35-65 y.","Other degree","","","",""
"Yes","2012","35-65 y.","no degree/no degree yet","","","",""
"Yes","2012","66 and older","lower secondary degree","","","",""
"Yes","2012","66 and older","secondary school degree","","","",""
"Yes","2012","66 and older","college entrance qualification","","","",""
"Yes","2012","66 and older","Other degree","","","",""
"Yes","2012","66 and older","no degree/no degree yet","","","",""
"Yes","2013","16-34 y.","lower secondary degree","37","1","1","1"
"Yes","2013","16-34 y.","secondary school degree","55","1","1","1"
"Yes","2013","16-34 y.","college entrance qualification","66","1","1","1"
"Yes","2013","16-34 y.","Other degree","4","","",""
"Yes","2013","16-34 y.","no degree/no degree yet","7","","",""
"Yes","2013","35-65 y.","lower secondary degree","680","1","1","1"
"Yes","2013","35-65 y.","secondary school degree","645","1","1","1"
"Yes","2013","35-65 y.","college entrance qualification","390","1","1","1"
"Yes","2013","35-65 y.","Other degree","149","1","1","1"
"Yes","2013","35-65 y.","no degree/no degree yet","38","1","1","1"
"Yes","2013","66 and older","lower secondary degree","771","1","1","1"
"Yes","2013","66 and older","secondary school degree","252","1","1","1"
"Yes","2013","66 and older","college entrance qualification","204","1","1","1"
"Yes","2013","66 and older","Other degree","65","1","1","1"
"Yes","2013","66 and older","no degree/no degree yet","21","","",""
"Yes","2014","16-34 y.","lower secondary degree","","","",""
"Yes","2014","16-34 y.","secondary school degree","","","",""
"Yes","2014","16-34 y.","college entrance qualification","","","",""
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","59","1","1","1"
"Yes","2015","16-34 y.","secondary school degree","101","1","1","1"
"Yes","2015","16-34 y.","college entrance qualification","72","1","1","1"
"Yes","2015","16-34 y.","Other degree","19","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","26","","",""
"Yes","2015","35-65 y.","lower secondary degree","720","1","1","1"
"Yes","2015","35-65 y.","secondary school degree","823","1","1","1"
"Yes","2015","35-65 y.","college entrance qualification","471","1","1","1"
"Yes","2015","35-65 y.","Other degree","366","1","1","1"
"Yes","2015","35-65 y.","no degree/no degree yet","70","1","1","1"
"Yes","2015","66 and older","lower secondary degree","736","1","1","1"
"Yes","2015","66 and older","secondary school degree","278","1","1","1"
"Yes","2015","66 and older","college entrance qualification","223","1","1","1"
"Yes","2015","66 and older","Other degree","89","1","1","1"
"Yes","2015","66 and older","no degree/no degree yet","14","","",""
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","44","1","1","1"
"Yes","2017","16-34 y.","secondary school degree","86","1","1","1"
"Yes","2017","16-34 y.","college entrance qualification","91","1","1","1"
"Yes","2017","16-34 y.","Other degree","30","1","1","1"
"Yes","2017","16-34 y.","no degree/no degree yet","22","","",""
"Yes","2017","35-65 y.","lower secondary degree","683","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","838","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","535","1","1","1"
"Yes","2017","35-65 y.","Other degree","384","1","1","1"
"Yes","2017","35-65 y.","no degree/no degree yet","72","1","1","1"
"Yes","2017","66 and older","lower secondary degree","666","1","1","1"
"Yes","2017","66 and older","secondary school degree","305","1","1","1"
"Yes","2017","66 and older","college entrance qualification","194","1","1","1"
"Yes","2017","66 and older","Other degree","83","1","1","1"
"Yes","2017","66 and older","no degree/no degree yet","17","","",""
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","45","1","1","1"
"Yes","2019","16-34 y.","secondary school degree","66","1","1","1"
"Yes","2019","16-34 y.","college entrance qualification","76","1","1","1"
"Yes","2019","16-34 y.","Other degree","18","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","12","","",""
"Yes","2019","35-65 y.","lower secondary degree","570","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","841","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","611","1","1","1"
"Yes","2019","35-65 y.","Other degree","291","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","68","1","1","1"
"Yes","2019","66 and older","lower secondary degree","636","1","1","1"
"Yes","2019","66 and older","secondary school degree","313","1","1","1"
"Yes","2019","66 and older","college entrance qualification","245","1","1","1"
"Yes","2019","66 and older","Other degree","77","1","1","1"
"Yes","2019","66 and older","no degree/no degree yet","21","","",""
