"ple0022","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2011","1-pers.-HH","(0) in school","1","","",""
"Yes","2011","1-pers.-HH","(1a) inadequately completed","17","","",""
"Yes","2011","1-pers.-HH","(1b) general elementary school","138","1","1","1"
"Yes","2011","1-pers.-HH","(1c) basic vocational qualification","280","1","1","1"
"Yes","2011","1-pers.-HH","(2b) intermediate general qualification","14","","",""
"Yes","2011","1-pers.-HH","(2a) intermediate vocational","159","1","1","1"
"Yes","2011","1-pers.-HH","(2c_gen) general maturity certificate","17","","",""
"Yes","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","39","1","1","1"
"Yes","2011","1-pers.-HH","(3a) lower tertiary education","54","1","1","1"
"Yes","2011","1-pers.-HH","(3b) higher tertiary education","56","1","1","1"
"Yes","2011","(Married) couple without C. ","(0) in school","","","",""
"Yes","2011","(Married) couple without C. ","(1a) inadequately completed","33","1","1","1"
"Yes","2011","(Married) couple without C. ","(1b) general elementary school","169","1","1","1"
"Yes","2011","(Married) couple without C. ","(1c) basic vocational qualification","735","1","1","1"
"Yes","2011","(Married) couple without C. ","(2b) intermediate general qualification","17","","",""
"Yes","2011","(Married) couple without C. ","(2a) intermediate vocational","356","1","1","1"
"Yes","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","14","","",""
"Yes","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","111","1","1","1"
"Yes","2011","(Married) couple without C. ","(3a) lower tertiary education","137","1","1","1"
"Yes","2011","(Married) couple without C. ","(3b) higher tertiary education","195","1","1","1"
"Yes","2011","Single parent ","(0) in school","3","","",""
"Yes","2011","Single parent ","(1a) inadequately completed","6","","",""
"Yes","2011","Single parent ","(1b) general elementary school","27","","",""
"Yes","2011","Single parent ","(1c) basic vocational qualification","46","1","1","1"
"Yes","2011","Single parent ","(2b) intermediate general qualification","5","","",""
"Yes","2011","Single parent ","(2a) intermediate vocational","40","1","1","1"
"Yes","2011","Single parent ","(2c_gen) general maturity certificate","5","","",""
"Yes","2011","Single parent ","(2c_voc) vocational maturity certificate","11","","",""
"Yes","2011","Single parent ","(3a) lower tertiary education","8","","",""
"Yes","2011","Single parent ","(3b) higher tertiary education","14","","",""
"Yes","2011","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2011","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Yes","2011","Couple + C. LE 16 ","(1b) general elementary school","13","","",""
"Yes","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","73","1","1","1"
"Yes","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Yes","2011","Couple + C. LE 16 ","(2a) intermediate vocational","106","1","1","1"
"Yes","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"Yes","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","30","1","1","1"
"Yes","2011","Couple + C. LE 16 ","(3a) lower tertiary education","27","","",""
"Yes","2011","Couple + C. LE 16 ","(3b) higher tertiary education","31","1","1","1"
"Yes","2011","Couple + C. GT 16 ","(0) in school","2","","",""
"Yes","2011","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Yes","2011","Couple + C. GT 16 ","(1b) general elementary school","43","1","1","1"
"Yes","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","139","1","1","1"
"Yes","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","7","","",""
"Yes","2011","Couple + C. GT 16 ","(2a) intermediate vocational","110","1","1","1"
"Yes","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","8","","",""
"Yes","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","33","1","1","1"
"Yes","2011","Couple + C. GT 16 ","(3a) lower tertiary education","27","","",""
"Yes","2011","Couple + C. GT 16 ","(3b) higher tertiary education","40","1","1","1"
"Yes","2011","Couple + C. LE and GT 16","(0) in school","1","","",""
"Yes","2011","Couple + C. LE and GT 16","(1a) inadequately completed","4","","",""
"Yes","2011","Couple + C. LE and GT 16","(1b) general elementary school","15","","",""
"Yes","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","38","1","1","1"
"Yes","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"Yes","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","32","1","1","1"
"Yes","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Yes","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","13","","",""
"Yes","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","11","","",""
"Yes","2012","1-pers.-HH","(0) in school","","","",""
"Yes","2012","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2012","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2012","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2012","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2012","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2012","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2012","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2012","(Married) couple without C. ","(0) in school","","","",""
"Yes","2012","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2012","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2012","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2012","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
