"ple0022","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Full Time","no migration background","884","0.12871109061001","0.120770309215794","0.136651872004227"
"Yes","2011","Full Time","direct migration background","95","0.148550814496526","0.121125683043825","0.175975945949227"
"Yes","2011","Full Time","indirect migration background","29","","",""
"Yes","2011","Part Time","no migration background","597","0.157640537695431","0.146545701344427","0.168735374046436"
"Yes","2011","Part Time","direct migration background","69","0.126733204811913","0.0981123174636689","0.155354092160158"
"Yes","2011","Part Time","indirect migration background","25","","",""
"Yes","2011","Not Working","no migration background","1745","0.268185682172515","0.257855445941092","0.278515918403938"
"Yes","2011","Not Working","direct migration background","212","0.255517513139827","0.226282545826749","0.284752480452904"
"Yes","2011","Not Working","indirect migration background","14","","",""
"No","2011","Full Time","no migration background","5948","0.87128890938999","0.863348127995774","0.879229690784207"
"No","2011","Full Time","direct migration background","551","0.851449185503473","0.824024054050773","0.878874316956174"
"No","2011","Full Time","indirect migration background","303","0.940882292622413","0.915513167612135","0.96625141763269"
"No","2011","Part Time","no migration background","3547","0.842359462304569","0.831264625953564","0.853454298655573"
"No","2011","Part Time","direct migration background","450","0.873266795188087","0.844645907839842","0.901887682536331"
"No","2011","Part Time","indirect migration background","216","0.920098002759603","0.885865753853079","0.954330251666127"
"No","2011","Not Working","no migration background","5320","0.731814317827485","0.721484081596062","0.742144554058908"
"No","2011","Not Working","direct migration background","643","0.744482486860173","0.715247519547096","0.773717454173251"
"No","2011","Not Working","indirect migration background","212","0.956773717568189","0.930259889653355","0.983287545483024"
"Yes","2012","Full Time","no migration background","","","",""
"Yes","2012","Full Time","direct migration background","","","",""
"Yes","2012","Full Time","indirect migration background","","","",""
"Yes","2012","Part Time","no migration background","","","",""
"Yes","2012","Part Time","direct migration background","","","",""
"Yes","2012","Part Time","indirect migration background","","","",""
"Yes","2012","Not Working","no migration background","","","",""
"Yes","2012","Not Working","direct migration background","","","",""
"Yes","2012","Not Working","indirect migration background","","","",""
