"ple0022","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2011","16-34 y.","(0) in school","8","","",""
"Yes","2011","16-34 y.","(1a) inadequately completed","3","","",""
"Yes","2011","16-34 y.","(1b) general elementary school","17","","",""
"Yes","2011","16-34 y.","(1c) basic vocational qualification","16","","",""
"Yes","2011","16-34 y.","(2b) intermediate general qualification","14","","",""
"Yes","2011","16-34 y.","(2a) intermediate vocational","44","1","1","1"
"Yes","2011","16-34 y.","(2c_gen) general maturity certificate","26","","",""
"Yes","2011","16-34 y.","(2c_voc) vocational maturity certificate","26","","",""
"Yes","2011","16-34 y.","(3a) lower tertiary education","9","","",""
"Yes","2011","16-34 y.","(3b) higher tertiary education","12","","",""
"Yes","2011","35-65 y.","(0) in school","","","",""
"Yes","2011","35-65 y.","(1a) inadequately completed","42","1","1","1"
"Yes","2011","35-65 y.","(1b) general elementary school","175","1","1","1"
"Yes","2011","35-65 y.","(1c) basic vocational qualification","685","1","1","1"
"Yes","2011","35-65 y.","(2b) intermediate general qualification","22","","",""
"Yes","2011","35-65 y.","(2a) intermediate vocational","595","1","1","1"
"Yes","2011","35-65 y.","(2c_gen) general maturity certificate","27","","",""
"Yes","2011","35-65 y.","(2c_voc) vocational maturity certificate","156","1","1","1"
"Yes","2011","35-65 y.","(3a) lower tertiary education","158","1","1","1"
"Yes","2011","35-65 y.","(3b) higher tertiary education","219","1","1","1"
"Yes","2011","66 and older","(0) in school","","","",""
"Yes","2011","66 and older","(1a) inadequately completed","28","","",""
"Yes","2011","66 and older","(1b) general elementary school","232","1","1","1"
"Yes","2011","66 and older","(1c) basic vocational qualification","640","1","1","1"
"Yes","2011","66 and older","(2b) intermediate general qualification","17","","",""
"Yes","2011","66 and older","(2a) intermediate vocational","176","1","1","1"
"Yes","2011","66 and older","(2c_gen) general maturity certificate","6","","",""
"Yes","2011","66 and older","(2c_voc) vocational maturity certificate","62","1","1","1"
"Yes","2011","66 and older","(3a) lower tertiary education","100","1","1","1"
"Yes","2011","66 and older","(3b) higher tertiary education","121","1","1","1"
"Yes","2012","16-34 y.","(0) in school","","","",""
"Yes","2012","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2012","16-34 y.","(1b) general elementary school","","","",""
"Yes","2012","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2012","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2012","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2012","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2012","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2012","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2012","35-65 y.","(0) in school","","","",""
"Yes","2012","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2012","35-65 y.","(1b) general elementary school","","","",""
"Yes","2012","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2012","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2012","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2012","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2012","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2012","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2012","66 and older","(0) in school","","","",""
"Yes","2012","66 and older","(1a) inadequately completed","","","",""
"Yes","2012","66 and older","(1b) general elementary school","","","",""
"Yes","2012","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2012","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2012","66 and older","(2a) intermediate vocational","","","",""
"Yes","2012","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2012","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","66 and older","(3a) lower tertiary education","","","",""
"Yes","2012","66 and older","(3b) higher tertiary education","","","",""
"Yes","2013","16-34 y.","(0) in school","5","","",""
"Yes","2013","16-34 y.","(1a) inadequately completed","2","","",""
"Yes","2013","16-34 y.","(1b) general elementary school","15","","",""
"Yes","2013","16-34 y.","(1c) basic vocational qualification","25","","",""
"Yes","2013","16-34 y.","(2b) intermediate general qualification","14","","",""
"Yes","2013","16-34 y.","(2a) intermediate vocational","39","1","1","1"
"Yes","2013","16-34 y.","(2c_gen) general maturity certificate","28","","",""
"Yes","2013","16-34 y.","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2013","16-34 y.","(3a) lower tertiary education","4","","",""
"Yes","2013","16-34 y.","(3b) higher tertiary education","15","","",""
"Yes","2013","35-65 y.","(0) in school","","","",""
"Yes","2013","35-65 y.","(1a) inadequately completed","38","1","1","1"
"Yes","2013","35-65 y.","(1b) general elementary school","152","1","1","1"
"Yes","2013","35-65 y.","(1c) basic vocational qualification","601","1","1","1"
"Yes","2013","35-65 y.","(2b) intermediate general qualification","25","","",""
"Yes","2013","35-65 y.","(2a) intermediate vocational","566","1","1","1"
"Yes","2013","35-65 y.","(2c_gen) general maturity certificate","27","","",""
"Yes","2013","35-65 y.","(2c_voc) vocational maturity certificate","139","1","1","1"
"Yes","2013","35-65 y.","(3a) lower tertiary education","133","1","1","1"
"Yes","2013","35-65 y.","(3b) higher tertiary education","221","1","1","1"
"Yes","2013","66 and older","(0) in school","","","",""
"Yes","2013","66 and older","(1a) inadequately completed","21","","",""
"Yes","2013","66 and older","(1b) general elementary school","203","1","1","1"
"Yes","2013","66 and older","(1c) basic vocational qualification","582","1","1","1"
"Yes","2013","66 and older","(2b) intermediate general qualification","21","","",""
"Yes","2013","66 and older","(2a) intermediate vocational","177","1","1","1"
"Yes","2013","66 and older","(2c_gen) general maturity certificate","7","","",""
"Yes","2013","66 and older","(2c_voc) vocational maturity certificate","59","1","1","1"
"Yes","2013","66 and older","(3a) lower tertiary education","107","1","1","1"
"Yes","2013","66 and older","(3b) higher tertiary education","137","1","1","1"
"Yes","2014","16-34 y.","(0) in school","","","",""
"Yes","2014","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2014","16-34 y.","(1b) general elementary school","","","",""
"Yes","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2014","35-65 y.","(0) in school","","","",""
"Yes","2014","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2014","35-65 y.","(1b) general elementary school","","","",""
"Yes","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2014","66 and older","(0) in school","","","",""
"Yes","2014","66 and older","(1a) inadequately completed","","","",""
"Yes","2014","66 and older","(1b) general elementary school","","","",""
"Yes","2014","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2014","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2014","66 and older","(2a) intermediate vocational","","","",""
"Yes","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","66 and older","(3a) lower tertiary education","","","",""
"Yes","2014","66 and older","(3b) higher tertiary education","","","",""
"Yes","2015","16-34 y.","(0) in school","11","","",""
"Yes","2015","16-34 y.","(1a) inadequately completed","15","","",""
"Yes","2015","16-34 y.","(1b) general elementary school","35","1","1","1"
"Yes","2015","16-34 y.","(1c) basic vocational qualification","31","1","1","1"
"Yes","2015","16-34 y.","(2b) intermediate general qualification","21","","",""
"Yes","2015","16-34 y.","(2a) intermediate vocational","78","1","1","1"
"Yes","2015","16-34 y.","(2c_gen) general maturity certificate","36","1","1","1"
"Yes","2015","16-34 y.","(2c_voc) vocational maturity certificate","28","","",""
"Yes","2015","16-34 y.","(3a) lower tertiary education","4","","",""
"Yes","2015","16-34 y.","(3b) higher tertiary education","19","","",""
"Yes","2015","35-65 y.","(0) in school","","","",""
"Yes","2015","35-65 y.","(1a) inadequately completed","70","1","1","1"
"Yes","2015","35-65 y.","(1b) general elementary school","222","1","1","1"
"Yes","2015","35-65 y.","(1c) basic vocational qualification","670","1","1","1"
"Yes","2015","35-65 y.","(2b) intermediate general qualification","31","1","1","1"
"Yes","2015","35-65 y.","(2a) intermediate vocational","731","1","1","1"
"Yes","2015","35-65 y.","(2c_gen) general maturity certificate","45","1","1","1"
"Yes","2015","35-65 y.","(2c_voc) vocational maturity certificate","243","1","1","1"
"Yes","2015","35-65 y.","(3a) lower tertiary education","162","1","1","1"
"Yes","2015","35-65 y.","(3b) higher tertiary education","277","1","1","1"
"Yes","2015","66 and older","(0) in school","","","",""
"Yes","2015","66 and older","(1a) inadequately completed","13","","",""
"Yes","2015","66 and older","(1b) general elementary school","193","1","1","1"
"Yes","2015","66 and older","(1c) basic vocational qualification","558","1","1","1"
"Yes","2015","66 and older","(2b) intermediate general qualification","18","","",""
"Yes","2015","66 and older","(2a) intermediate vocational","200","1","1","1"
"Yes","2015","66 and older","(2c_gen) general maturity certificate","14","","",""
"Yes","2015","66 and older","(2c_voc) vocational maturity certificate","70","1","1","1"
"Yes","2015","66 and older","(3a) lower tertiary education","111","1","1","1"
"Yes","2015","66 and older","(3b) higher tertiary education","165","1","1","1"
