"ple0022","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","1-pers.-HH","no migration background","719","0.218082777919266","0.203855071040833","0.2323104847977"
"Yes","2011","1-pers.-HH","direct migration background","54","0.192795283942379","0.143697453809486","0.241893114075272"
"Yes","2011","1-pers.-HH","indirect migration background","8","","",""
"Yes","2011","(Married) couple without C. ","no migration background","1601","0.222242509158615","0.212746811719524","0.231738206597705"
"Yes","2011","(Married) couple without C. ","direct migration background","158","0.249743036531476","0.216414802710061","0.283071270352891"
"Yes","2011","(Married) couple without C. ","indirect migration background","16","","",""
"Yes","2011","Single parent ","no migration background","139","0.142777609298693","0.120624119859405","0.164931098737982"
"Yes","2011","Single parent ","direct migration background","21","","",""
"Yes","2011","Single parent ","indirect migration background","6","","",""
"Yes","2011","Couple + C. LE 16 ","no migration background","254","0.106546297165329","0.0945569718432281","0.11853562248743"
"Yes","2011","Couple + C. LE 16 ","direct migration background","30","0.0709180457010785","0.0450414236239842","0.0967946677781728"
"Yes","2011","Couple + C. LE 16 ","indirect migration background","15","","",""
"Yes","2011","Couple + C. GT 16 ","no migration background","359","0.129947632315125","0.117295023640195","0.142600240990054"
"Yes","2011","Couple + C. GT 16 ","direct migration background","54","0.155932455471019","0.115995466393792","0.195869444548246"
"Yes","2011","Couple + C. GT 16 ","indirect migration background","9","","",""
"Yes","2011","Couple + C. LE and GT 16","no migration background","101","0.108834653395765","0.0887541382566388","0.128915168534891"
"Yes","2011","Couple + C. LE and GT 16","direct migration background","29","","",""
"Yes","2011","Couple + C. LE and GT 16","indirect migration background","9","","",""
"No","2011","1-pers.-HH","no migration background","2517","0.781917222080734","0.7676895152023","0.796144928959168"
"No","2011","1-pers.-HH","direct migration background","194","0.807204716057621","0.758106885924728","0.856302546190514"
"No","2011","1-pers.-HH","indirect migration background","82","0.932367542302386","0.880487778009186","0.984247306595585"
"No","2011","(Married) couple without C. ","no migration background","5763","0.777757490841385","0.768261793402295","0.787253188280476"
"No","2011","(Married) couple without C. ","direct migration background","490","0.750256963468524","0.716928729647109","0.783585197289939"
"No","2011","(Married) couple without C. ","indirect migration background","117","0.891893765656948","0.839121686575826","0.94466584473807"
"No","2011","Single parent ","no migration background","819","0.857222390701306","0.835068901262018","0.879375880140595"
"No","2011","Single parent ","direct migration background","111","0.854383874914424","0.794212160992516","0.914555588836332"
"No","2011","Single parent ","indirect migration background","78","0.958867912003726","0.916398307287761","1.00133751671969"
"No","2011","Couple + C. LE 16 ","no migration background","2290","0.893453702834671","0.88146437751257","0.905443028156772"
