"ple0022","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Not Working","inadequately","98","0.688303643639513","0.611302604169353","0.765304683109674","2"
"No","2011","Part Time","higher vocational","256","0.848064675910851","0.807779799401494","0.888349552420208","2"
"No","2011","Part Time","higher education","866","0.885254015925252","0.865145170554038","0.905362861296466","2"
"No","2011","Part Time","middle vocational","2216","0.837635295476657","0.823506031880058","0.851764559073256","2"
"No","2011","Not Working","in school","242","0.957742314878798","0.93275465380149","0.982729975956106","2"
"No","2011","Not Working","general elemantary","937","0.716973864646162","0.69226700344395","0.741680725848373","2"
"No","2011","Part Time","vocational + Abi","328","0.853275066926725","0.817463036486516","0.889087097366934","2"
"No","2011","Not Working","middle vocational","3163","0.725292328388633","0.711893020681065","0.738691636096201","2"
"No","2011","Not Working","vocational + Abi","204","0.742605944100229","0.690839149194047","0.794372739006411","2"
"No","2011","Not Working","higher vocational","342","0.684630308072787","0.642843487943358","0.726417128202216","2"
"No","2011","Part Time","general elemantary","373","0.850743005421534","0.817485066140488","0.88400094470258","2"
"No","2011","Not Working","higher education","1067","0.788795575710353","0.76692532442313","0.810665826997576","2"
"No","2011","Part Time","in school","58","0.992908306424259","0.971496582350528","1.01432003049799","2"
"No","2011","Part Time","inadequately","37","0.791400091852586","0.679888989891298","0.902911193813874","2"
"No","2011","Full Time","higher education","2048","0.900294847119804","0.888042514521782","0.912547179717827","2"
"No","2011","Full Time","higher vocational","568","0.851692452741622","0.824861186519899","0.878523718963345","2"
"No","2011","Full Time","vocational + Abi","496","0.866489215808196","0.838318762738","0.894659668878391","2"
"No","2011","Full Time","general elemantary","407","0.847803370889613","0.815328364260925","0.880278377518301","2"
"No","2011","Full Time","middle vocational","3148","0.862329914004501","0.851179526889193","0.873480301119809","2"
"No","2011","Full Time","in school","5","","","","2"
"No","2011","Full Time","inadequately","40","0.915947856716338","0.833015571102433","0.998880142330244","2"
"Yes","2011","Full Time","in school","","","","","1"
"Yes","2011","Full Time","inadequately","3","","","","1"
"Yes","2011","Full Time","general elemantary","63","0.152196629110387","0.119721622481699","0.184671635739075","1"
"Yes","2011","Full Time","middle vocational","520","0.137670085995499","0.126519698880191","0.148820473110807","1"
"Yes","2011","Full Time","vocational + Abi","64","0.133510784191804","0.105340331121609","0.161681237262","1"
"Yes","2011","Full Time","higher vocational","106","0.148307547258378","0.121476281036655","0.175138813480101","1"
"Yes","2011","Full Time","higher education","249","0.0997051528801959","0.0874528202821734","0.111957485478218","1"
"Yes","2011","Part Time","in school","1","","","","1"
"Yes","2011","Part Time","inadequately","14","","","","1"
"Yes","2011","Part Time","general elemantary","68","0.149256994578466","0.11599905529742","0.182514933859512","1"
"Yes","2011","Part Time","middle vocational","401","0.162364704523343","0.148235440926744","0.176493968119942","1"
"Yes","2011","Part Time","vocational + Abi","47","0.146724933073275","0.110912902633066","0.182536963513484","1"
"Yes","2011","Part Time","higher vocational","49","0.151935324089149","0.111650447579792","0.192220200598506","1"
"Yes","2011","Part Time","higher education","99","0.114745984074748","0.0946371387035338","0.134854829445962","1"
"Yes","2011","Not Working","in school","7","","","","1"
"Yes","2011","Not Working","inadequately","41","0.311696356360487","0.234695316890326","0.388697395830647","1"
"Yes","2011","Not Working","general elemantary","340","0.283026135353838","0.258319274151627","0.30773299655605","1"
"Yes","2011","Not Working","middle vocational","1100","0.274707671611367","0.261308363903799","0.288106979318935","1"
"Yes","2011","Not Working","vocational + Abi","70","0.257394055899771","0.205627260993589","0.309160850805953","1"
"Yes","2011","Not Working","higher vocational","133","0.315369691927213","0.273582871797784","0.357156512056642","1"
"Yes","2011","Not Working","higher education","271","0.211204424289647","0.189334173002424","0.23307467557687","1"
"No","2012","Part Time","higher vocational","","","","","2"
"No","2012","Part Time","middle vocational","","","","","2"
"No","2012","Part Time","vocational + Abi","","","","","2"
"No","2012","Part Time","higher education","","","","","2"
