"ple0022","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2011","(0) in school","Male","5","","",""
"Yes","2011","(0) in school","Female","3","","",""
"Yes","2011","(1a) inadequately completed","Male","26","","",""
"Yes","2011","(1a) inadequately completed","Female","47","1","1","1"
"Yes","2011","(1b) general elementary school","Male","94","1","1","1"
"Yes","2011","(1b) general elementary school","Female","330","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Male","687","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Female","654","1","1","1"
"Yes","2011","(2b) intermediate general qualification","Male","11","","",""
"Yes","2011","(2b) intermediate general qualification","Female","42","1","1","1"
"Yes","2011","(2a) intermediate vocational","Male","294","1","1","1"
"Yes","2011","(2a) intermediate vocational","Female","521","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","Male","19","","",""
"Yes","2011","(2c_gen) general maturity certificate","Female","40","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","Male","105","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","Female","139","1","1","1"
"Yes","2011","(3a) lower tertiary education","Male","126","1","1","1"
"Yes","2011","(3a) lower tertiary education","Female","141","1","1","1"
"Yes","2011","(3b) higher tertiary education","Male","185","1","1","1"
"Yes","2011","(3b) higher tertiary education","Female","167","1","1","1"
"Yes","2012","(0) in school","Male","","","",""
"Yes","2012","(0) in school","Female","","","",""
"Yes","2012","(1a) inadequately completed","Male","","","",""
"Yes","2012","(1a) inadequately completed","Female","","","",""
"Yes","2012","(1b) general elementary school","Male","","","",""
"Yes","2012","(1b) general elementary school","Female","","","",""
"Yes","2012","(1c) basic vocational qualification","Male","","","",""
"Yes","2012","(1c) basic vocational qualification","Female","","","",""
"Yes","2012","(2b) intermediate general qualification","Male","","","",""
"Yes","2012","(2b) intermediate general qualification","Female","","","",""
"Yes","2012","(2a) intermediate vocational","Male","","","",""
"Yes","2012","(2a) intermediate vocational","Female","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2012","(3a) lower tertiary education","Male","","","",""
"Yes","2012","(3a) lower tertiary education","Female","","","",""
"Yes","2012","(3b) higher tertiary education","Male","","","",""
"Yes","2012","(3b) higher tertiary education","Female","","","",""
"Yes","2013","(0) in school","Male","3","","",""
"Yes","2013","(0) in school","Female","2","","",""
"Yes","2013","(1a) inadequately completed","Male","20","","",""
"Yes","2013","(1a) inadequately completed","Female","41","1","1","1"
"Yes","2013","(1b) general elementary school","Male","83","1","1","1"
"Yes","2013","(1b) general elementary school","Female","287","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Male","622","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Female","586","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Male","13","","",""
"Yes","2013","(2b) intermediate general qualification","Female","47","1","1","1"
"Yes","2013","(2a) intermediate vocational","Male","285","1","1","1"
"Yes","2013","(2a) intermediate vocational","Female","497","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Male","25","","",""
"Yes","2013","(2c_gen) general maturity certificate","Female","37","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","Male","96","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","Female","125","1","1","1"
"Yes","2013","(3a) lower tertiary education","Male","111","1","1","1"
"Yes","2013","(3a) lower tertiary education","Female","133","1","1","1"
"Yes","2013","(3b) higher tertiary education","Male","195","1","1","1"
"Yes","2013","(3b) higher tertiary education","Female","178","1","1","1"
"Yes","2014","(0) in school","Male","","","",""
"Yes","2014","(0) in school","Female","","","",""
"Yes","2014","(1a) inadequately completed","Male","","","",""
"Yes","2014","(1a) inadequately completed","Female","","","",""
"Yes","2014","(1b) general elementary school","Male","","","",""
"Yes","2014","(1b) general elementary school","Female","","","",""
"Yes","2014","(1c) basic vocational qualification","Male","","","",""
"Yes","2014","(1c) basic vocational qualification","Female","","","",""
"Yes","2014","(2b) intermediate general qualification","Male","","","",""
"Yes","2014","(2b) intermediate general qualification","Female","","","",""
"Yes","2014","(2a) intermediate vocational","Male","","","",""
"Yes","2014","(2a) intermediate vocational","Female","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2014","(3a) lower tertiary education","Male","","","",""
"Yes","2014","(3a) lower tertiary education","Female","","","",""
"Yes","2014","(3b) higher tertiary education","Male","","","",""
"Yes","2014","(3b) higher tertiary education","Female","","","",""
"Yes","2015","(0) in school","Male","3","","",""
"Yes","2015","(0) in school","Female","8","","",""
"Yes","2015","(1a) inadequately completed","Male","35","1","1","1"
"Yes","2015","(1a) inadequately completed","Female","63","1","1","1"
"Yes","2015","(1b) general elementary school","Male","132","1","1","1"
"Yes","2015","(1b) general elementary school","Female","318","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Male","658","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Female","601","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Male","15","","",""
"Yes","2015","(2b) intermediate general qualification","Female","55","1","1","1"
"Yes","2015","(2a) intermediate vocational","Male","355","1","1","1"
"Yes","2015","(2a) intermediate vocational","Female","654","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Male","35","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Female","60","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Male","129","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Female","212","1","1","1"
"Yes","2015","(3a) lower tertiary education","Male","126","1","1","1"
"Yes","2015","(3a) lower tertiary education","Female","151","1","1","1"
"Yes","2015","(3b) higher tertiary education","Male","219","1","1","1"
"Yes","2015","(3b) higher tertiary education","Female","242","1","1","1"
"Yes","2016","(0) in school","Male","","","",""
"Yes","2016","(0) in school","Female","","","",""
"Yes","2016","(1a) inadequately completed","Male","","","",""
"Yes","2016","(1a) inadequately completed","Female","","","",""
"Yes","2016","(1b) general elementary school","Male","","","",""
"Yes","2016","(1b) general elementary school","Female","","","",""
"Yes","2016","(1c) basic vocational qualification","Male","","","",""
"Yes","2016","(1c) basic vocational qualification","Female","","","",""
"Yes","2016","(2b) intermediate general qualification","Male","","","",""
"Yes","2016","(2b) intermediate general qualification","Female","","","",""
"Yes","2016","(2a) intermediate vocational","Male","","","",""
"Yes","2016","(2a) intermediate vocational","Female","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2016","(3a) lower tertiary education","Male","","","",""
"Yes","2016","(3a) lower tertiary education","Female","","","",""
"Yes","2016","(3b) higher tertiary education","Male","","","",""
"Yes","2016","(3b) higher tertiary education","Female","","","",""
"Yes","2017","(0) in school","Male","4","","",""
"Yes","2017","(0) in school","Female","7","","",""
"Yes","2017","(1a) inadequately completed","Male","32","1","1","1"
"Yes","2017","(1a) inadequately completed","Female","67","1","1","1"
"Yes","2017","(1b) general elementary school","Male","127","1","1","1"
"Yes","2017","(1b) general elementary school","Female","288","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Male","633","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Female","558","1","1","1"
"Yes","2017","(2b) intermediate general qualification","Male","27","","",""
"Yes","2017","(2b) intermediate general qualification","Female","74","1","1","1"
"Yes","2017","(2a) intermediate vocational","Male","386","1","1","1"
"Yes","2017","(2a) intermediate vocational","Female","640","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Male","48","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Female","76","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Male","142","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Female","224","1","1","1"
"Yes","2017","(3a) lower tertiary education","Male","120","1","1","1"
"Yes","2017","(3a) lower tertiary education","Female","138","1","1","1"
"Yes","2017","(3b) higher tertiary education","Male","212","1","1","1"
"Yes","2017","(3b) higher tertiary education","Female","253","1","1","1"
"Yes","2018","(0) in school","Male","","","",""
"Yes","2018","(0) in school","Female","","","",""
"Yes","2018","(1a) inadequately completed","Male","","","",""
"Yes","2018","(1a) inadequately completed","Female","","","",""
"Yes","2018","(1b) general elementary school","Male","","","",""
"Yes","2018","(1b) general elementary school","Female","","","",""
"Yes","2018","(1c) basic vocational qualification","Male","","","",""
"Yes","2018","(1c) basic vocational qualification","Female","","","",""
"Yes","2018","(2b) intermediate general qualification","Male","","","",""
"Yes","2018","(2b) intermediate general qualification","Female","","","",""
"Yes","2018","(2a) intermediate vocational","Male","","","",""
"Yes","2018","(2a) intermediate vocational","Female","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
