"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1990","college entrance qualification","West Germany","3.36","3","1202","2","3","4","4","5","3.32","3.4","1","5","3","3"
"1990","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1990","lower secondary degree","West Germany","3.67","4","4536","3","3","4","5","5","3.65","3.69","1","5","4","4"
"1990","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","West Germany","3.85","4","838","3","3","4","5","5","3.79","3.91","1","5","4","4"
"1990","Other degree","East Germany","","","","","","","","","","","","","",""
"1990","Other degree","West Germany","3.86","4","1003","3","3","5","5","5","3.81","3.91","1","5","4","4"
"1990","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1990","secondary school degree","West Germany","3.5","4","1681","3","3","4","4","5","3.47","3.53","1","5","4","4"
"1991","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1991","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1991","Other degree","East Germany","","","","","","","","","","","","","",""
"1991","Other degree","West Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1992","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1992","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1992","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1992","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1992","Other degree","East Germany","","","","","","","","","","","","","",""
"1992","Other degree","West Germany","","","","","","","","","","","","","",""
"1992","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1992","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1993","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1993","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1993","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1993","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1993","Other degree","East Germany","","","","","","","","","","","","","",""
"1993","Other degree","West Germany","","","","","","","","","","","","","",""
"1993","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1993","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1994","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1994","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1994","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1994","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1994","Other degree","East Germany","","","","","","","","","","","","","",""
"1994","Other degree","West Germany","","","","","","","","","","","","","",""
"1994","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1994","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1995","college entrance qualification","East Germany","3.44","3","506","3","3","4","4","5","3.38","3.5","2","5","3","4"
"1995","college entrance qualification","West Germany","3.47","4","1405","3","3","4","4","5","3.43","3.51","1","5","4","4"
"1995","lower secondary degree","East Germany","3.88","4","1311","3","3","4","5","5","3.84","3.92","1","5","4","4"
"1995","lower secondary degree","West Germany","3.82","4","4081","3","3","4","5","5","3.8","3.84","1","5","4","4"
"1995","no degree/no degree yet","East Germany","3.46","4","100","2","3","4","4","5","3.31","3.61","1","5","3","4"
"1995","no degree/no degree yet","West Germany","4.03","4","756","3","4","4","5","5","3.98","4.08","1","5","4","4"
"1995","Other degree","East Germany","3.85","4","33","3","3","4","5","5","3.59","4.11","3","5","4","4"
"1995","Other degree","West Germany","3.91","4","1139","3","3","4","5","5","3.86","3.96","1","5","4","4"
"1995","secondary school degree","East Germany","3.64","4","1696","3","3","4","4","5","3.61","3.67","2","5","4","4"
"1995","secondary school degree","West Germany","3.59","4","1880","3","3","4","4","5","3.56","3.62","1","5","4","4"
"1996","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1996","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1996","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1996","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1996","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1996","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1996","Other degree","East Germany","","","","","","","","","","","","","",""
"1996","Other degree","West Germany","","","","","","","","","","","","","",""
"1996","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1996","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1997","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1997","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1997","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1997","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1997","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1997","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1997","Other degree","East Germany","","","","","","","","","","","","","",""
"1997","Other degree","West Germany","","","","","","","","","","","","","",""
"1997","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1997","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1998","college entrance qualification","East Germany","3.56","4","543","3","3","4","4","5","3.51","3.61","2","5","4","4"
"1998","college entrance qualification","West Germany","3.55","4","1663","3","3","4","4","5","3.52","3.58","1","5","4","4"
"1998","lower secondary degree","East Germany","3.93","4","1285","3","4","4","5","5","3.89","3.97","2","5","4","4"
"1998","lower secondary degree","West Germany","3.83","4","4323","3","3","4","5","5","3.81","3.85","1","5","4","4"
"1998","no degree/no degree yet","East Germany","3.69","4","119","3","3","4","4","5","3.59","3.79","2","5","4","4"
"1998","no degree/no degree yet","West Germany","3.96","4","684","3","4","4","5","5","3.91","4.01","2","5","4","4"
"1998","Other degree","East Germany","3.85","4","38","3","3","4","5","5","3.59","4.11","2","5","4","4"
"1998","Other degree","West Germany","3.86","4","953","3","3","4","5","5","3.81","3.91","1","5","4","4"
"1998","secondary school degree","East Germany","3.71","4","1756","3","3","4","4","5","3.68","3.74","1","5","4","4"
"1998","secondary school degree","West Germany","3.67","4","2111","3","3","4","4","5","3.64","3.7","1","5","4","4"
"1999","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1999","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1999","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1999","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1999","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1999","Other degree","East Germany","","","","","","","","","","","","","",""
"1999","Other degree","West Germany","","","","","","","","","","","","","",""
"1999","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1999","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2000","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2000","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2000","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2000","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2000","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2000","Other degree","East Germany","","","","","","","","","","","","","",""
"2000","Other degree","West Germany","","","","","","","","","","","","","",""
"2000","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2000","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2001","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2001","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2001","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2001","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2001","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2001","Other degree","East Germany","","","","","","","","","","","","","",""
"2001","Other degree","West Germany","","","","","","","","","","","","","",""
"2001","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2001","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2002","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2002","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2002","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2002","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2002","Other degree","East Germany","","","","","","","","","","","","","",""
"2002","Other degree","West Germany","","","","","","","","","","","","","",""
"2002","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2002","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2003","college entrance qualification","East Germany","3.57","4","1123","3","3","4","4","5","3.53","3.61","2","5","4","4"
"2003","college entrance qualification","West Germany","3.58","4","4295","3","3","4","4","5","3.56","3.6","1","5","4","4"
"2003","lower secondary degree","East Germany","3.96","4","1552","3","4","4","5","5","3.92","4","1","5","4","4"
"2003","lower secondary degree","West Germany","3.89","4","6353","3","4","4","5","5","3.87","3.91","1","5","4","4"
"2003","no degree/no degree yet","East Germany","3.82","4","183","3","3","4","5","5","3.72","3.92","2","5","4","4"
"2003","no degree/no degree yet","West Germany","4.03","4","708","3","4","5","5","5","3.97","4.09","1","5","4","4"
"2003","Other degree","East Germany","4.35","5","46","4","4","5","5","5","4.11","4.59","2","5","4","5"
"2003","Other degree","West Germany","4.02","4","1196","3","4","5","5","5","3.98","4.06","1","5","4","4"
"2003","secondary school degree","East Germany","3.78","4","2391","3","3","4","4","5","3.75","3.81","1","5","4","4"
"2003","secondary school degree","West Germany","3.73","4","4052","3","3","4","4","5","3.71","3.75","1","5","4","4"
