"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Employed","general elemantary","3.67","4","1384","3","3","4","5","5","3.63","3.71","1","5","4","4"
"1990","Employed","higher education","3.27","3","565","2","3","4","4","5","3.21","3.33","1","5","3","3"
"1990","Employed","higher vocational","3.41","3","375","3","3","4","4","5","3.34","3.48","1","5","3","4"
"1990","Employed","in school","","","","","","","","","","","","","",""
"1990","Employed","inadequately","3.89","4","364","3","3","5","5","5","3.8","3.98","1","5","4","4"
"1990","Employed","middle vocational","3.52","4","3126","3","3","4","4","5","3.49","3.55","1","5","4","4"
"1990","Employed","vocational + Abi","3.43","3","209","3","3","4","4","5","3.33","3.53","2","5","3","4"
"1990","Not Employed","general elemantary","3.92","4","1086","3","3","4","5","5","3.87","3.97","1","5","4","4"
"1990","Not Employed","higher education","3.27","3","132","2","3","4","4","5","3.14","3.4","2","5","3","3"
"1990","Not Employed","higher vocational","3.55","4","138","2","3","4","5","5","3.4","3.7","1","5","3","4"
"1990","Not Employed","in school","3.64","4","147","3","3","4","4","5","3.53","3.75","1","5","4","4"
"1990","Not Employed","inadequately","4.06","4","268","3","4","5","5","5","3.97","4.15","1","5","4","4"
"1990","Not Employed","middle vocational","3.66","4","1420","3","3","4","5","5","3.62","3.7","1","5","4","4"
"1990","Not Employed","vocational + Abi","3.49","4","84","2","3","4","4","5","3.31","3.67","2","5","3","4"
"1991","Employed","general elemantary","","","","","","","","","","","","","",""
"1991","Employed","higher education","","","","","","","","","","","","","",""
"1991","Employed","higher vocational","","","","","","","","","","","","","",""
"1991","Employed","in school","","","","","","","","","","","","","",""
"1991","Employed","inadequately","","","","","","","","","","","","","",""
"1991","Employed","middle vocational","","","","","","","","","","","","","",""
"1991","Employed","vocational + Abi","","","","","","","","","","","","","",""
"1991","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1991","Not Employed","higher education","","","","","","","","","","","","","",""
"1991","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1991","Not Employed","in school","","","","","","","","","","","","","",""
"1991","Not Employed","inadequately","","","","","","","","","","","","","",""
"1991","Not Employed","middle vocational","","","","","","","","","","","","","",""
"1991","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1992","Employed","general elemantary","","","","","","","","","","","","","",""
"1992","Employed","higher education","","","","","","","","","","","","","",""
"1992","Employed","higher vocational","","","","","","","","","","","","","",""
"1992","Employed","in school","","","","","","","","","","","","","",""
"1992","Employed","inadequately","","","","","","","","","","","","","",""
"1992","Employed","middle vocational","","","","","","","","","","","","","",""
"1992","Employed","vocational + Abi","","","","","","","","","","","","","",""
"1992","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1992","Not Employed","higher education","","","","","","","","","","","","","",""
