"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Rural Area","Female","3.7","4","972","3","3","4","5","5","3.65","3.75","1","5","4","4"
"1990","Rural Area","Male","3.53","4","934","3","3","4","4","5","3.48","3.58","1","5","4","4"
"1990","Urban Area","Female","3.65","4","3826","3","3","4","5","5","3.62","3.68","1","5","4","4"
"1990","Urban Area","Male","3.55","4","3737","3","3","4","4","5","3.52","3.58","1","5","4","4"
"1991","Rural Area","Female","","","","","","","","","","","","","",""
"1991","Rural Area","Male","","","","","","","","","","","","","",""
"1991","Urban Area","Female","","","","","","","","","","","","","",""
"1991","Urban Area","Male","","","","","","","","","","","","","",""
"1992","Rural Area","Female","","","","","","","","","","","","","",""
"1992","Rural Area","Male","","","","","","","","","","","","","",""
"1992","Urban Area","Female","","","","","","","","","","","","","",""
"1992","Urban Area","Male","","","","","","","","","","","","","",""
"1993","Rural Area","Female","","","","","","","","","","","","","",""
"1993","Rural Area","Male","","","","","","","","","","","","","",""
"1993","Urban Area","Female","","","","","","","","","","","","","",""
"1993","Urban Area","Male","","","","","","","","","","","","","",""
"1994","Rural Area","Female","","","","","","","","","","","","","",""
"1994","Rural Area","Male","","","","","","","","","","","","","",""
"1994","Urban Area","Female","","","","","","","","","","","","","",""
"1994","Urban Area","Male","","","","","","","","","","","","","",""
"1995","Rural Area","Female","3.78","4","2292","3","3","4","5","5","3.75","3.81","1","5","4","4"
"1995","Rural Area","Male","3.66","4","2160","3","3","4","4","5","3.63","3.69","1","5","4","4"
"1995","Urban Area","Female","3.77","4","4589","3","3","4","5","5","3.75","3.79","1","5","4","4"
"1995","Urban Area","Male","3.67","4","4242","3","3","4","5","5","3.65","3.69","1","5","4","4"
"1996","Rural Area","Female","","","","","","","","","","","","","",""
"1996","Rural Area","Male","","","","","","","","","","","","","",""
"1996","Urban Area","Female","","","","","","","","","","","","","",""
"1996","Urban Area","Male","","","","","","","","","","","","","",""
"1997","Rural Area","Female","","","","","","","","","","","","","",""
"1997","Rural Area","Male","","","","","","","","","","","","","",""
"1997","Urban Area","Female","","","","","","","","","","","","","",""
"1997","Urban Area","Male","","","","","","","","","","","","","",""
"1998","Rural Area","Female","3.8","4","2493","3","3","4","5","5","3.77","3.83","2","5","4","4"
"1998","Rural Area","Male","3.74","4","2366","3","3","4","5","5","3.71","3.77","1","5","4","4"
"1998","Urban Area","Female","3.79","4","4858","3","3","4","5","5","3.77","3.81","1","5","4","4"
"1998","Urban Area","Male","3.71","4","4503","3","3","4","4","5","3.69","3.73","1","5","4","4"
"1999","Rural Area","Female","","","","","","","","","","","","","",""
"1999","Rural Area","Male","","","","","","","","","","","","","",""
"1999","Urban Area","Female","","","","","","","","","","","","","",""
"1999","Urban Area","Male","","","","","","","","","","","","","",""
"2000","Rural Area","Female","","","","","","","","","","","","","",""
"2000","Rural Area","Male","","","","","","","","","","","","","",""
"2000","Urban Area","Female","","","","","","","","","","","","","",""
"2000","Urban Area","Male","","","","","","","","","","","","","",""
"2001","Rural Area","Female","","","","","","","","","","","","","",""
"2001","Rural Area","Male","","","","","","","","","","","","","",""
"2001","Urban Area","Female","","","","","","","","","","","","","",""
"2001","Urban Area","Male","","","","","","","","","","","","","",""
"2002","Rural Area","Female","","","","","","","","","","","","","",""
"2002","Rural Area","Male","","","","","","","","","","","","","",""
"2002","Urban Area","Female","","","","","","","","","","","","","",""
"2002","Urban Area","Male","","","","","","","","","","","","","",""
"2003","Rural Area","Female","3.86","4","3770","3","3","4","5","5","3.84","3.88","1","5","4","4"
"2003","Rural Area","Male","3.76","4","3549","3","3","4","5","5","3.74","3.78","1","5","4","4"
"2003","Urban Area","Female","3.84","4","7723","3","3","4","5","5","3.82","3.86","1","5","4","4"
"2003","Urban Area","Male","3.76","4","7128","3","3","4","5","5","3.74","3.78","1","5","4","4"
"2004","Rural Area","Female","","","","","","","","","","","","","",""
"2004","Rural Area","Male","","","","","","","","","","","","","",""
"2004","Urban Area","Female","","","","","","","","","","","","","",""
"2004","Urban Area","Male","","","","","","","","","","","","","",""
"2005","Rural Area","Female","","","","","","","","","","","","","",""
"2005","Rural Area","Male","","","","","","","","","","","","","",""
"2005","Urban Area","Female","","","","","","","","","","","","","",""
"2005","Urban Area","Male","","","","","","","","","","","","","",""
"2006","Rural Area","Female","","","","","","","","","","","","","",""
"2006","Rural Area","Male","","","","","","","","","","","","","",""
"2006","Urban Area","Female","","","","","","","","","","","","","",""
"2006","Urban Area","Male","","","","","","","","","","","","","",""
"2007","Rural Area","Female","","","","","","","","","","","","","",""
"2007","Rural Area","Male","","","","","","","","","","","","","",""
"2007","Urban Area","Female","","","","","","","","","","","","","",""
"2007","Urban Area","Male","","","","","","","","","","","","","",""
"2008","Rural Area","Female","3.98","4","3391","3","4","4","5","5","3.96","4","1","5","4","4"
"2008","Rural Area","Male","3.88","4","3159","3","3","4","5","5","3.86","3.9","1","5","4","4"
"2008","Urban Area","Female","3.95","4","6739","3","4","4","5","5","3.93","3.97","1","5","4","4"
"2008","Urban Area","Male","3.88","4","6059","3","4","4","5","5","3.86","3.9","1","5","4","4"
"2009","Rural Area","Female","","","","","","","","","","","","","",""
"2009","Rural Area","Male","","","","","","","","","","","","","",""
"2009","Urban Area","Female","","","","","","","","","","","","","",""
"2009","Urban Area","Male","","","","","","","","","","","","","",""
"2010","Rural Area","Female","","","","","","","","","","","","","",""
"2010","Rural Area","Male","","","","","","","","","","","","","",""
"2010","Urban Area","Female","","","","","","","","","","","","","",""
"2010","Urban Area","Male","","","","","","","","","","","","","",""
"2011","Rural Area","Female","","","","","","","","","","","","","",""
"2011","Rural Area","Male","","","","","","","","","","","","","",""
"2011","Urban Area","Female","","","","","","","","","","","","","",""
"2011","Urban Area","Male","","","","","","","","","","","","","",""
"2012","Rural Area","Female","","","","","","","","","","","","","",""
"2012","Rural Area","Male","","","","","","","","","","","","","",""
"2012","Urban Area","Female","","","","","","","","","","","","","",""
"2012","Urban Area","Male","","","","","","","","","","","","","",""
"2013","Rural Area","Female","3.84","4","4951","3","3","4","5","5","3.82","3.86","1","5","4","4"
