"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","Rural Area","3.7","4","311","3","3","4","5","5","3.6","3.8","1","5","4","4"
"1990","direct migration background","Urban Area","3.76","4","2216","3","3","4","5","5","3.72","3.8","1","5","4","4"
"1990","indirect migration background","Rural Area","3.6","3.55","37","2","3","4","5","5","3.33","3.87","2","5","3","4"
"1990","indirect migration background","Urban Area","3.61","4","258","3","3","4","4","5","3.51","3.71","1","5","4","4"
"1990","no migration background","Rural Area","3.61","4","1558","3","3","4","4","5","3.57","3.65","1","5","4","4"
"1990","no migration background","Urban Area","3.57","4","5089","3","3","4","4","5","3.55","3.59","1","5","4","4"
"1991","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1991","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1991","no migration background","Rural Area","","","","","","","","","","","","","",""
"1991","no migration background","Urban Area","","","","","","","","","","","","","",""
"1992","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1992","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1992","no migration background","Rural Area","","","","","","","","","","","","","",""
"1992","no migration background","Urban Area","","","","","","","","","","","","","",""
"1993","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1993","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1993","no migration background","Rural Area","","","","","","","","","","","","","",""
"1993","no migration background","Urban Area","","","","","","","","","","","","","",""
"1994","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1994","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1994","no migration background","Rural Area","","","","","","","","","","","","","",""
"1994","no migration background","Urban Area","","","","","","","","","","","","","",""
"1995","direct migration background","Rural Area","3.82","4","463","3","3","4","5","5","3.75","3.89","1","5","4","4"
"1995","direct migration background","Urban Area","3.9","4","2325","3","3","4","5","5","3.87","3.93","1","5","4","4"
"1995","indirect migration background","Rural Area","3.75","4","74","3","3","4","4","5","3.63","3.87","2","5","4","4"
"1995","indirect migration background","Urban Area","3.84","4","436","3","3","4","5","5","3.77","3.91","1","5","4","4"
"1995","no migration background","Rural Area","3.71","4","3915","3","3","4","5","5","3.69","3.73","1","5","4","4"
"1995","no migration background","Urban Area","3.68","4","6070","3","3","4","5","5","3.66","3.7","1","5","4","4"
"1996","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1996","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1996","no migration background","Rural Area","","","","","","","","","","","","","",""
"1996","no migration background","Urban Area","","","","","","","","","","","","","",""
"1997","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1997","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1997","no migration background","Rural Area","","","","","","","","","","","","","",""
"1997","no migration background","Urban Area","","","","","","","","","","","","","",""
"1998","direct migration background","Rural Area","3.92","4","405","3","3","4","5","5","3.85","3.99","2","5","4","4"
"1998","direct migration background","Urban Area","3.9","4","1992","3","4","4","5","5","3.87","3.93","1","5","4","4"
"1998","indirect migration background","Rural Area","3.65","4","91","3","3","4","4","5","3.52","3.78","2","5","4","4"
"1998","indirect migration background","Urban Area","3.77","4","507","3","3","4","5","5","3.71","3.83","1","5","4","4"
"1998","no migration background","Rural Area","3.76","4","4363","3","3","4","5","5","3.74","3.78","1","5","4","4"
"1998","no migration background","Urban Area","3.72","4","6862","3","3","4","4","5","3.7","3.74","1","5","4","4"
"1999","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1999","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1999","no migration background","Rural Area","","","","","","","","","","","","","",""
"1999","no migration background","Urban Area","","","","","","","","","","","","","",""
"2000","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2000","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2000","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2000","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2000","no migration background","Rural Area","","","","","","","","","","","","","",""
"2000","no migration background","Urban Area","","","","","","","","","","","","","",""
"2001","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2001","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2001","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2001","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2001","no migration background","Rural Area","","","","","","","","","","","","","",""
"2001","no migration background","Urban Area","","","","","","","","","","","","","",""
"2002","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2002","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2002","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2002","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2002","no migration background","Rural Area","","","","","","","","","","","","","",""
"2002","no migration background","Urban Area","","","","","","","","","","","","","",""
"2003","direct migration background","Rural Area","3.89","4","460","3","3","4","5","5","3.82","3.96","2","5","4","4"
"2003","direct migration background","Urban Area","3.99","4","2160","3","4","4","5","5","3.96","4.02","1","5","4","4"
"2003","indirect migration background","Rural Area","4.04","4","101","3","4","5","5","5","3.9","4.18","1","5","4","4"
"2003","indirect migration background","Urban Area","3.92","4","684","3","4","4","5","5","3.86","3.98","2","5","4","4"
"2003","no migration background","Rural Area","3.8","4","6758","3","3","4","5","5","3.78","3.82","1","5","4","4"
"2003","no migration background","Urban Area","3.76","4","12007","3","3","4","5","5","3.75","3.77","1","5","4","4"
"2004","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2004","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2004","no migration background","Rural Area","","","","","","","","","","","","","",""
"2004","no migration background","Urban Area","","","","","","","","","","","","","",""
"2005","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2005","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2005","no migration background","Rural Area","","","","","","","","","","","","","",""
"2005","no migration background","Urban Area","","","","","","","","","","","","","",""
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
