"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","college entrance qualification","3.44","3","621","3","3","4","4","5","3.39","3.49","2","5","3","4"
"1990","16-34 y.","lower secondary degree","3.6","4","1427","3","3","4","4","5","3.56","3.64","1","5","4","4"
"1990","16-34 y.","no degree/no degree yet","3.7","4","310","3","3","4","4","5","3.61","3.79","1","5","4","4"
"1990","16-34 y.","Other degree","3.87","4","239","3","3","5","5","5","3.76","3.98","1","5","4","4"
"1990","16-34 y.","secondary school degree","3.51","4","893","3","3","4","4","5","3.46","3.56","1","5","4","4"
"1990","35-65 y.","college entrance qualification","3.23","3","486","2","3","4","4","5","3.17","3.29","1","5","3","3"
"1990","35-65 y.","lower secondary degree","3.59","4","2346","3","3","4","4","5","3.56","3.62","1","5","4","4"
"1990","35-65 y.","no degree/no degree yet","4.02","4","507","3","4","5","5","5","3.95","4.09","1","5","4","4"
"1990","35-65 y.","Other degree","3.87","4","756","3","3","5","5","5","3.81","3.93","1","5","4","4"
"1990","35-65 y.","secondary school degree","3.42","4","619","2","3","4","4","5","3.36","3.48","1","5","3","4"
"1990","66 and older","college entrance qualification","3.5","4","95","2","3","4","5","5","3.32","3.68","2","5","3","4"
"1990","66 and older","lower secondary degree","3.95","4","763","3","3","5","5","5","3.89","4.01","1","5","4","4"
"1990","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","66 and older","Other degree","","","","","","","","","","","","","",""
"1990","66 and older","secondary school degree","3.67","4","169","2","3","4","5","5","3.53","3.81","2","5","3","4"
"1991","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"1991","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","16-34 y.","Other degree","","","","","","","","","","","","","",""
"1991","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"1991","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"1991","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"1991","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"1991","35-65 y.","Other degree","","","","","","","","","","","","","",""
"1991","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"1991","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"1991","66 and older","lower secondary degree","","","","","","","","","","","","","",""
