"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","3.75","4","2527","3","3","4","5","5","3.72","3.78","1","5","4","4"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","3.61","4","295","3","3","4","4","5","3.52","3.7","1","5","4","4"
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","3.58","4","6647","3","3","4","4","5","3.56","3.6","1","5","4","4"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","","","","","","","","","","","","","",""
"1992","direct migration background","East Germany","","","","","","","","","","","","","",""
"1992","direct migration background","West Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1992","no migration background","East Germany","","","","","","","","","","","","","",""
"1992","no migration background","West Germany","","","","","","","","","","","","","",""
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1993","no migration background","East Germany","","","","","","","","","","","","","",""
"1993","no migration background","West Germany","","","","","","","","","","","","","",""
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1994","no migration background","East Germany","","","","","","","","","","","","","",""
"1994","no migration background","West Germany","","","","","","","","","","","","","",""
"1995","direct migration background","East Germany","3.77","4","143","3","3","4","5","5","3.64","3.9","2","5","4","4"
"1995","direct migration background","West Germany","3.89","4","2645","3","3","4","5","5","3.86","3.92","1","5","4","4"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","3.83","4","494","3","3","4","5","5","3.76","3.9","1","5","4","4"
"1995","no migration background","East Germany","3.71","4","3530","3","3","4","5","5","3.69","3.73","1","5","4","4"
"1995","no migration background","West Germany","3.69","4","6455","3","3","4","5","5","3.67","3.71","1","5","4","4"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1996","no migration background","East Germany","","","","","","","","","","","","","",""
"1996","no migration background","West Germany","","","","","","","","","","","","","",""
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1997","no migration background","East Germany","","","","","","","","","","","","","",""
"1997","no migration background","West Germany","","","","","","","","","","","","","",""
"1998","direct migration background","East Germany","4.1","4","118","3","4","5","5","5","3.96","4.24","2","5","4","4"
"1998","direct migration background","West Germany","3.89","4","2279","3","4","4","5","5","3.86","3.92","1","5","4","4"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","3.75","4","572","3","3","4","5","5","3.69","3.81","1","5","4","4"
"1998","no migration background","East Germany","3.76","4","3722","3","3","4","5","5","3.74","3.78","1","5","4","4"
"1998","no migration background","West Germany","3.72","4","7503","3","3","4","4","5","3.7","3.74","1","5","4","4"
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","","","","","","","","","","","","","",""
