"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-W?rttemberg","general elemantary","3.84","4","514","3","3","4","5","5","3.77","3.91","1","5","4","4"
"1990","Baden-W?rttemberg","higher education","3.18","3","99","2","3","4","4","5","3.03","3.33","1","5","3","3"
"1990","Baden-W?rttemberg","higher vocational","3.45","4","98","3","3","4","4","5","3.31","3.59","1","5","3","4"
"1990","Baden-W?rttemberg","in school","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","inadequately","3.85","4","186","2","3","4","5","5","3.73","3.97","1","5","4","4"
"1990","Baden-W?rttemberg","middle vocational","3.56","4","797","3","3","4","4","5","3.51","3.61","1","5","4","4"
"1990","Baden-W?rttemberg","vocational + Abi","3.41","3","56","3","3","4","4","5","3.22","3.6","2","5","3","4"
"1990","Bavaria","general elemantary","3.74","4","401","3","3","4","5","5","3.66","3.82","1","5","4","4"
"1990","Bavaria","higher education","3.16","3","133","2","3","4","4","4","3.03","3.29","2","5","3","3"
"1990","Bavaria","higher vocational","3.29","3","90","2","3","4","4","4","3.12","3.46","1","5","3","4"
"1990","Bavaria","in school","","","","","","","","","","","","","",""
"1990","Bavaria","inadequately","3.64","3.52","63","3","3","4","5","5","3.43","3.85","2","5","3","4"
"1990","Bavaria","middle vocational","3.49","4","810","2","3","4","4","5","3.44","3.54","2","5","4","4"
"1990","Bavaria","vocational + Abi","3.5","4","50","2","3","4","4","5","3.27","3.73","2","5","3","4"
"1990","Berlin","general elemantary","3.8","4","80","2","3","4","5","5","3.6","4","2","5","4","4"
"1990","Berlin","higher education","3.27","3","34","3","3","4","4","4","3.04","3.5","2","4","3","4"
"1990","Berlin","higher vocational","","","","","","","","","","","","","",""
"1990","Berlin","in school","","","","","","","","","","","","","",""
"1990","Berlin","inadequately","","","","","","","","","","","","","",""
"1990","Berlin","middle vocational","3.56","4","138","3","3","4","5","5","3.41","3.71","2","5","3","4"
"1990","Berlin","vocational + Abi","","","","","","","","","","","","","",""
"1990","Brandenburg","general elemantary","","","","","","","","","","","","","",""
"1990","Brandenburg","higher education","","","","","","","","","","","","","",""
"1990","Brandenburg","higher vocational","","","","","","","","","","","","","",""
"1990","Brandenburg","in school","","","","","","","","","","","","","",""
"1990","Brandenburg","inadequately","","","","","","","","","","","","","",""
"1990","Brandenburg","middle vocational","","","","","","","","","","","","","",""
"1990","Brandenburg","vocational + Abi","","","","","","","","","","","","","",""
"1990","Bremen","general elemantary","3.91","4","31","3","3","5","5","5","3.55","4.27","2","5","3","5"
"1990","Bremen","higher education","","","","","","","","","","","","","",""
"1990","Bremen","higher vocational","","","","","","","","","","","","","",""
"1990","Bremen","in school","","","","","","","","","","","","","",""
"1990","Bremen","inadequately","","","","","","","","","","","","","",""
"1990","Bremen","middle vocational","3.32","3","54","2","3","4","4","5","3.08","3.56","1","5","3","4"
"1990","Bremen","vocational + Abi","","","","","","","","","","","","","",""
"1990","Hamburg","general elemantary","3.8","4","33","3","3","5","5","5","3.47","4.13","2","5","3","4"
"1990","Hamburg","higher education","","","","","","","","","","","","","",""
"1990","Hamburg","higher vocational","","","","","","","","","","","","","",""
"1990","Hamburg","in school","","","","","","","","","","","","","",""
"1990","Hamburg","inadequately","","","","","","","","","","","","","",""
"1990","Hamburg","middle vocational","3.62","4","92","3","3","4","5","5","3.45","3.79","2","5","3","4"
"1990","Hamburg","vocational + Abi","","","","","","","","","","","","","",""
"1990","Hesse","general elemantary","3.79","4","265","3","3","4","5","5","3.68","3.9","1","5","4","4"
"1990","Hesse","higher education","3.21","3","83","2","3","4","4","4","3.06","3.36","2","4","3","3"
"1990","Hesse","higher vocational","3.72","4","41","3","3","4","5","5","3.48","3.96","2","5","3","4"
"1990","Hesse","in school","","","","","","","","","","","","","",""
"1990","Hesse","inadequately","4.35","4.27","71","3","4","5","5","5","4.15","4.55","2","5","4","5"
"1990","Hesse","middle vocational","3.54","4","452","3","3","4","4","5","3.46","3.62","1","5","4","4"
"1990","Hesse","vocational + Abi","3.33","3","34","2","3","4","4","5","3.06","3.6","2","5","3","4"
"1990","Lower Saxony","general elemantary","3.85","4","245","3","3","4","5","5","3.75","3.95","1","5","4","4"
"1990","Lower Saxony","higher education","3.26","3","76","2","3","4","4","5","3.1","3.42","2","5","3","3"
"1990","Lower Saxony","higher vocational","3.52","4","66","2","3","4","4","5","3.33","3.71","2","5","3","4"
"1990","Lower Saxony","in school","","","","","","","","","","","","","",""
"1990","Lower Saxony","inadequately","3.74","4","42","3","3","4","5","5","3.5","3.98","2","5","4","4"
"1990","Lower Saxony","middle vocational","3.58","4","499","3","3","4","4","5","3.51","3.65","1","5","4","4"
"1990","Lower Saxony","vocational + Abi","","","","","","","","","","","","","",""
