"plh0185","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Rural Area","Female","309","0.0961245262597227","0.0864984866571567","0.105750565862289","4"
"Often","2007","Rural Area","Male","126","0.0401672086709425","0.0335141900283516","0.0468202273135334","4"
"Often","2007","Urban Area","Female","655","0.0982202330283236","0.0913266929733476","0.1051137730833","4"
"Often","2007","Urban Area","Male","241","0.0476423747795321","0.042434738146801","0.0528500114122631","4"
"Rarely","2007","Rural Area","Female","1157","0.312305474400317","0.297171122813147","0.327439825987487","2"
"Rarely","2007","Rural Area","Male","1097","0.343463791757924","0.327373832512437","0.359553751003411","2"
"Rarely","2007","Urban Area","Female","2255","0.302962311352615","0.292318087164976","0.313606535540255","2"
"Rarely","2007","Urban Area","Male","1987","0.314700244625561","0.303346666056423","0.326053823194698","2"
"Sometimes","2007","Rural Area","Female","928","0.253452281198532","0.239246892380289","0.267657670016774","3"
"Sometimes","2007","Rural Area","Male","503","0.168663942000719","0.155976193691851","0.181351690309587","3"
"Sometimes","2007","Urban Area","Female","1610","0.240465737674688","0.230566725295695","0.250364750053682","3"
"Sometimes","2007","Urban Area","Male","858","0.146371827822717","0.137729971154322","0.155013684491113","3"
"Very often","2007","Rural Area","Male","32","0.00998905648589336","0.0066195417901431","0.0133585711816436","5"
"Very often","2007","Urban Area","Female","169","0.0275770243425054","0.0237839366189947","0.0313701120660162","5"
"Very often","2007","Urban Area","Male","68","0.0104714194289778","0.00798278623230521","0.0129600526256503","5"
"Very often","2007","Rural Area","Female","86","0.0224501784320164","0.0176122929301231","0.0272880639339097","5"
"Very rare","2007","Rural Area","Female","1122","0.315667539709412","0.30048918248493","0.330845896933894","1"
"Very rare","2007","Rural Area","Male","1588","0.437716001084521","0.420906330738692","0.45452567143035","1"
"Very rare","2007","Urban Area","Female","2471","0.330774693601867","0.319876766578336","0.341672620625399","1"
"Very rare","2007","Urban Area","Male","3273","0.480814133343212","0.468599118912507","0.493029147773917","1"
"Often","2008","Rural Area","Female","293","0.0917861875533605","0.0820684109061334","0.101503964200588","4"
"Often","2008","Rural Area","Male","111","0.0447980059021091","0.0375798649121243","0.052016146892094","4"
"Often","2008","Urban Area","Female","544","0.0890525993893946","0.0822544381340167","0.0958507606447724","4"
"Often","2008","Urban Area","Male","229","0.0443680488351338","0.0391845784570471","0.0495515192132204","4"
"Rarely","2008","Urban Area","Female","2345","0.328407033005151","0.317197673306382","0.339616392703921","2"
"Rarely","2008","Urban Area","Male","1980","0.331835504849085","0.319982096446203","0.343688913251966","2"
"Rarely","2008","Rural Area","Female","1235","0.350165885854742","0.334110440149189","0.366221331560294","2"
"Rarely","2008","Rural Area","Male","1157","0.35607338742835","0.339364930078364","0.372781844778336","2"
"Sometimes","2008","Rural Area","Female","764","0.221727174842015","0.207745487342936","0.235708862341094","3"
"Sometimes","2008","Rural Area","Male","414","0.142286236189659","0.130096310880889","0.15447616149843","3"
"Sometimes","2008","Urban Area","Female","1430","0.225050005161749","0.215082238460007","0.235017771863491","3"
"Sometimes","2008","Urban Area","Male","739","0.132113761352783","0.12358971986617","0.140637802839395","3"
"Very often","2008","Rural Area","Female","71","0.0198292132703736","0.0151368911801209","0.0245215353606263","5"
"Very often","2008","Rural Area","Male","33","0.0100389318124251","0.00656035803152636","0.0135175055933238","5"
"Very often","2008","Urban Area","Female","146","0.0248745788424418","0.0211572616646099","0.0285918960202738","5"
"Very often","2008","Urban Area","Male","58","0.0117311257849624","0.00902063753204117","0.0144416140378835","5"
"Very rare","2008","Urban Area","Male","3056","0.479951559178036","0.467375032171096","0.492528086184977","1"
"Very rare","2008","Rural Area","Female","1028","0.31649153847951","0.300837110766213","0.332145966192807","1"
"Very rare","2008","Rural Area","Male","1440","0.446803438667456","0.429455559097307","0.464151318237606","1"
"Very rare","2008","Urban Area","Female","2278","0.332615783601263","0.321370228345389","0.343861338857137","1"
"Often","2009","Urban Area","Male","199","0.0385683155576935","0.0335180867672982","0.0436185443480889","4"
"Often","2009","Rural Area","Female","308","0.0902552729316654","0.0803456669170806","0.10016487894625","4"
"Often","2009","Rural Area","Male","95","0.03724627988089","0.0304734607350475","0.0440190990267326","4"
"Often","2009","Urban Area","Female","508","0.0875036467941719","0.0804711287474936","0.0945361648408502","4"
"Rarely","2009","Urban Area","Male","1783","0.324351970758703","0.312074609643307","0.336629331874099","2"
"Rarely","2009","Rural Area","Female","1141","0.350600615417483","0.334099146863621","0.367102083971346","2"
"Rarely","2009","Rural Area","Male","1069","0.364588214910952","0.347373518394327","0.381802911427577","2"
"Rarely","2009","Urban Area","Female","2134","0.338352860404071","0.326577333314385","0.350128387493757","2"
"Sometimes","2009","Urban Area","Male","720","0.140541026780814","0.131426153432897","0.149655900128732","3"
"Sometimes","2009","Rural Area","Female","750","0.239552108157405","0.224791812680563","0.254312403634248","3"
"Sometimes","2009","Rural Area","Male","396","0.157336767350854","0.144313721821087","0.170359812880622","3"
"Sometimes","2009","Urban Area","Female","1405","0.236045323017564","0.225476814373114","0.246613831662014","3"
"Very often","2009","Urban Area","Male","55","0.0102070171420532","0.00757094003424423","0.0128430942498622","5"
"Very often","2009","Rural Area","Female","78","0.0242925165303427","0.0189682916060797","0.0296167414546058","5"
"Very often","2009","Rural Area","Male","24","","","","5"
"Very often","2009","Urban Area","Female","135","0.0217575272399065","0.0181266611209863","0.0253883933588268","5"
"Very rare","2009","Urban Area","Male","2828","0.486331669760736","0.473223436128366","0.499439903393106","1"
"Very rare","2009","Rural Area","Female","935","0.295299486963103","0.279523593571807","0.311075380354399","1"
"Very rare","2009","Rural Area","Male","1419","0.431550426701339","0.413835793163997","0.449265060238682","1"
"Very rare","2009","Urban Area","Female","2020","0.316340642544286","0.304766746226109","0.327914538862463","1"
"Often","2010","Urban Area","Male","183","0.0424213068582008","0.0369485205840064","0.0478940931323952","4"
"Often","2010","Rural Area","Female","255","0.0950996549573519","0.0844686332892428","0.105730676625461","4"
"Often","2010","Rural Area","Male","93","0.0425562840436","0.0349843775267202","0.0501281905604798","4"
"Often","2010","Urban Area","Female","475","0.0859724615366141","0.0787674853032922","0.093177437769936","4"
"Rarely","2010","Urban Area","Male","1808","0.358092609973193","0.345074045554874","0.371111174391511","2"
"Rarely","2010","Rural Area","Male","1015","0.383436017052044","0.365196963619678","0.401675070484411","2"
"Rarely","2010","Urban Area","Female","2059","0.349018391551643","0.336767103604745","0.361269679498542","2"
"Rarely","2010","Rural Area","Female","1083","0.370421536203381","0.352920724108567","0.387922348298196","2"
"Sometimes","2010","Urban Area","Male","649","0.137947335453874","0.128583521274033","0.147311149633716","3"
"Sometimes","2010","Rural Area","Female","683","0.243889879359231","0.228327551131898","0.259452207586563","3"
"Sometimes","2010","Rural Area","Male","363","0.148899016314557","0.135545266725018","0.162252765904097","3"
"Sometimes","2010","Urban Area","Female","1327","0.242408203489065","0.231393710276621","0.253422696701509","3"
"Very often","2010","Urban Area","Male","43","0.00927521912669861","0.00667225710444526","0.011878181148952","5"
"Very often","2010","Rural Area","Female","54","0.0169014924020166","0.0122301015978319","0.0215728832062012","5"
"Very often","2010","Rural Area","Male","16","","","","5"
"Very often","2010","Urban Area","Female","94","0.0175132789052901","0.014141801075619","0.0208847567349612","5"
"Very rare","2010","Urban Area","Male","2527","0.452263528588034","0.438748690638945","0.465778366537123","1"
"Very rare","2010","Urban Area","Female","1860","0.305087664517387","0.293253146746165","0.316922182288609","1"
"Very rare","2010","Rural Area","Female","850","0.27368743707802","0.25752992961346","0.28984494454258","1"
"Very rare","2010","Rural Area","Male","1243","0.419947399183938","0.401433499565692","0.438461298802184","1"
"Often","2011","Urban Area","Male","228","0.0390221445791893","0.0342509501729373","0.0437933389854414","4"
"Often","2011","Urban Area","Female","594","0.094775338481386","0.0880007723231938","0.101549904639578","4"
"Often","2011","Rural Area","Female","339","0.0947009901545928","0.0853519736482249","0.104050006660961","4"
"Often","2011","Rural Area","Male","105","0.0346279457592921","0.0285287380564892","0.0407271534620949","4"
"Rarely","2011","Urban Area","Male","2082","0.329761272407892","0.318178048802793","0.341344496012992","2"
"Rarely","2011","Urban Area","Female","2418","0.334943206109667","0.324027028795914","0.345859383423419","2"
"Rarely","2011","Rural Area","Female","1349","0.355209729679022","0.339928992424247","0.370490466933796","2"
"Rarely","2011","Rural Area","Male","1193","0.358538231712798","0.342540226933914","0.374536236491682","2"
