"plh0185","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","no migration background","(0) in school","132","0.4877850269026","0.428707526551432","0.546862527253769"
"Very rare","2007","no migration background","(1a) inadequately completed","36","0.51576516853476","0.407598069544358","0.623932267525163"
"Very rare","2007","no migration background","(1b) general elementary school","420","0.343391362562898","0.316423893480999","0.370358831644798"
"Very rare","2007","no migration background","(1c) basic vocational qualification","2053","0.405835984292464","0.392089555502923","0.419582413082005"
"Very rare","2007","no migration background","(2b) intermediate general qualification","163","0.389050193949634","0.342753617682236","0.435346770217032"
"Very rare","2007","no migration background","(2a) intermediate vocational","1841","0.381004199114856","0.366971839473021","0.39503655875669"
"Very rare","2007","no migration background","(2c_gen) general maturity certificate","242","0.377974102821219","0.339837891406755","0.416110314235682"
"Very rare","2007","no migration background","(2c_voc) vocational maturity certificate","502","0.401355599463674","0.374017788398098","0.42869341052925"
"Very rare","2007","no migration background","(3a) lower tertiary education","676","0.389621079182348","0.365755779348956","0.41348637901574"
"Very rare","2007","no migration background","(3b) higher tertiary education","1082","0.453366624351426","0.433269165653467","0.473464083049385"
"Very rare","2007","direct migration background","(0) in school","13","","",""
"Very rare","2007","direct migration background","(1a) inadequately completed","38","0.265466852712826","0.188968170104642","0.341965535321011"
"Very rare","2007","direct migration background","(1b) general elementary school","158","0.35732241966523","0.312392661542098","0.402252177788363"
"Very rare","2007","direct migration background","(1c) basic vocational qualification","268","0.438705223174074","0.3985621198377","0.478848326510449"
"Very rare","2007","direct migration background","(2b) intermediate general qualification","15","","",""
"Very rare","2007","direct migration background","(2a) intermediate vocational","62","0.445511154224528","0.364332369959689","0.526689938489367"
"Very rare","2007","direct migration background","(2c_gen) general maturity certificate","47","0.338582678183581","0.251329949141846","0.425835407225315"
"Very rare","2007","direct migration background","(2c_voc) vocational maturity certificate","102","0.368430828438213","0.309909216481852","0.426952440394575"
"Very rare","2007","direct migration background","(3a) lower tertiary education","38","0.442118212160605","0.329720426865177","0.554515997456033"
"Very rare","2007","direct migration background","(3b) higher tertiary education","98","0.316888932619241","0.261494943392733","0.372282921845749"
"Very rare","2007","indirect migration background","(0) in school","13","","",""
"Very rare","2007","indirect migration background","(1a) inadequately completed","4","","",""
"Very rare","2007","indirect migration background","(1b) general elementary school","48","0.495289465099111","0.397781939798783","0.592796990399438"
