"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","7.41","8","3363","5","6","9","10","10","7.33","7.49","0","10","8","8"
"1984","indirect migration background","7.91","8","128","6","7","9","10","10","7.62","8.2","2","10","8","9"
"1984","no migration background","7.45","8","8551","5","6","9","10","10","7.41","7.49","0","10","8","8"
"1985","direct migration background","7.34","8","2899","5","6","9","10","10","7.26","7.42","0","10","8","8"
"1985","indirect migration background","7.8","8","142","5","7","9","10","10","7.53","8.07","3","10","8","9"
"1985","no migration background","7.36","8","7905","5","6","9","10","10","7.32","7.4","0","10","8","8"
"1986","direct migration background","7.51","8","2812","5","6","9","10","10","7.44","7.58","0","10","8","8"
"1986","indirect migration background","8.15","8","156","6","7","9","10","10","7.88","8.42","3","10","8","8"
"1986","no migration background","7.51","8","7548","5","7","9","10","10","7.47","7.55","0","10","8","8"
"1987","direct migration background","7.34","8","2796","5","6","9","10","10","7.27","7.41","0","10","8","8"
"1987","indirect migration background","7.85","8","174","6","7","9","10","10","7.6","8.1","1","10","8","9"
"1987","no migration background","7.27","8","7410","5","6","9","10","10","7.23","7.31","0","10","8","8"
"1988","direct migration background","","","","","","","","","","","","","",""
"1988","indirect migration background","","","","","","","","","","","","","",""
"1988","no migration background","","","","","","","","","","","","","",""
"1989","direct migration background","","","","","","","","","","","","","",""
"1989","indirect migration background","","","","","","","","","","","","","",""
"1989","no migration background","","","","","","","","","","","","","",""
"1990","direct migration background","","","","","","","","","","","","","",""
"1990","indirect migration background","","","","","","","","","","","","","",""
"1990","no migration background","","","","","","","","","","","","","",""
"1991","direct migration background","","","","","","","","","","","","","",""
"1991","indirect migration background","","","","","","","","","","","","","",""
"1991","no migration background","","","","","","","","","","","","","",""
"1992","direct migration background","","","","","","","","","","","","","",""
"1992","indirect migration background","","","","","","","","","","","","","",""
"1992","no migration background","","","","","","","","","","","","","",""
"1993","direct migration background","","","","","","","","","","","","","",""
"1993","indirect migration background","","","","","","","","","","","","","",""
"1993","no migration background","","","","","","","","","","","","","",""
"1994","direct migration background","","","","","","","","","","","","","",""
"1994","indirect migration background","","","","","","","","","","","","","",""
"1994","no migration background","","","","","","","","","","","","","",""
"1995","direct migration background","","","","","","","","","","","","","",""
"1995","indirect migration background","","","","","","","","","","","","","",""
"1995","no migration background","","","","","","","","","","","","","",""
"1996","direct migration background","","","","","","","","","","","","","",""
"1996","indirect migration background","","","","","","","","","","","","","",""
"1996","no migration background","","","","","","","","","","","","","",""
"1997","direct migration background","","","","","","","","","","","","","",""
"1997","indirect migration background","","","","","","","","","","","","","",""
"1997","no migration background","","","","","","","","","","","","","",""
"1998","direct migration background","","","","","","","","","","","","","",""
"1998","indirect migration background","","","","","","","","","","","","","",""
"1998","no migration background","","","","","","","","","","","","","",""
"1999","direct migration background","","","","","","","","","","","","","",""
"1999","indirect migration background","","","","","","","","","","","","","",""
"1999","no migration background","","","","","","","","","","","","","",""
"2000","direct migration background","","","","","","","","","","","","","",""
