"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","16-34 y.","direct migration background","7.45","8","1370","5","6","9","10","7.33","7.57","8","8"
"1984","16-34 y.","indirect migration background","8.1","8","102","6","7","9","10","7.78","8.42","8","9"
"1984","16-34 y.","no migration background","7.66","8","3061","5","7","9","10","7.59","7.73","8","8"
"1984","35-65 y.","direct migration background","7.41","8","1958","5","6","9","10","7.31","7.51","8","8"
"1984","35-65 y.","indirect migration background","","","","","","","","","","",""
"1984","35-65 y.","no migration background","7.4","8","4272","5","6","9","10","7.34","7.46","8","8"
"1984","66 and older","direct migration background","7.02","7.14","35","4","5","10","10","6.23","7.81","7","8"
"1984","66 and older","indirect migration background","","","","","","","","","","",""
"1984","66 and older","no migration background","7.23","8","1218","4","6","9","10","7.1","7.36","8","8"
"1985","16-34 y.","direct migration background","7.54","8","1128","5","6","9","10","7.42","7.66","8","8"
"1985","16-34 y.","indirect migration background","8.01","8","119","6","7","9","10","7.73","8.29","8","9"
"1985","16-34 y.","no migration background","7.56","8","2884","5","7","9","10","7.49","7.63","8","8"
"1985","35-65 y.","direct migration background","7.24","8","1734","4","6","9","10","7.14","7.34","8","8"
"1985","35-65 y.","indirect migration background","","","","","","","","","","",""
"1985","35-65 y.","no migration background","7.27","8","3967","5","6","9","10","7.21","7.33","8","8"
"1985","66 and older","direct migration background","7.23","7.44","37","5","6","9","10","6.49","7.97","6","9"
"1985","66 and older","indirect migration background","","","","","","","","","","",""
"1985","66 and older","no migration background","7.22","8","1054","4","6","9","10","7.08","7.36","8","8"
"1986","16-34 y.","direct migration background","7.76","8","1089","5","7","9","10","7.65","7.87","8","8"
"1986","16-34 y.","indirect migration background","8.18","8","130","7","7","9","10","7.88","8.48","8","9"
"1986","16-34 y.","no migration background","7.71","8","2834","5","7","9","10","7.65","7.77","8","8"
"1986","35-65 y.","direct migration background","7.36","8","1675","5","6","9","10","7.27","7.45","8","8"
"1986","35-65 y.","indirect migration background","","","","","","","","","","",""
"1986","35-65 y.","no migration background","7.38","8","3732","5","6","9","10","7.32","7.44","8","8"
"1986","66 and older","direct migration background","7.54","7.02","48","5","6","9","10","6.97","8.11","7","8"
"1986","66 and older","indirect migration background","","","","","","","","","","",""
"1986","66 and older","no migration background","7.48","8","982","5","6","9","10","7.35","7.61","8","8"
"1987","16-34 y.","direct migration background","7.64","8","1065","5","7","9","10","7.53","7.75","8","8"
"1987","16-34 y.","indirect migration background","8.07","8","144","6","7","9","10","7.8","8.34","8","9"
"1987","16-34 y.","no migration background","7.47","8","2783","5","7","9","9","7.41","7.53","8","8"
"1987","35-65 y.","direct migration background","7.18","8","1676","5","6","8","10","7.09","7.27","8","8"
"1987","35-65 y.","indirect migration background","","","","","","","","","","",""
"1987","35-65 y.","no migration background","7.18","8","3615","5","6","8","9","7.12","7.24","8","8"
"1987","66 and older","direct migration background","7.43","8","55","5","6","9","10","6.82","8.04","7","8"
"1987","66 and older","indirect migration background","","","","","","","","","","",""
"1987","66 and older","no migration background","7.15","8","1012","5","6","9","10","7.01","7.29","7","8"
"1988","16-34 y.","direct migration background","","","","","","","","","","",""
"1988","16-34 y.","indirect migration background","","","","","","","","","","",""
"1988","16-34 y.","no migration background","","","","","","","","","","",""
"1988","35-65 y.","direct migration background","","","","","","","","","","",""
"1988","35-65 y.","indirect migration background","","","","","","","","","","",""
"1988","35-65 y.","no migration background","","","","","","","","","","",""
"1988","66 and older","direct migration background","","","","","","","","","","",""
"1988","66 and older","indirect migration background","","","","","","","","","","",""
"1988","66 and older","no migration background","","","","","","","","","","",""
"1989","16-34 y.","direct migration background","","","","","","","","","","",""
"1989","16-34 y.","indirect migration background","","","","","","","","","","",""
"1989","16-34 y.","no migration background","","","","","","","","","","",""
"1989","35-65 y.","direct migration background","","","","","","","","","","",""
"1989","35-65 y.","indirect migration background","","","","","","","","","","",""
"1989","35-65 y.","no migration background","","","","","","","","","","",""
"1989","66 and older","direct migration background","","","","","","","","","","",""
"1989","66 and older","indirect migration background","","","","","","","","","","",""
"1989","66 and older","no migration background","","","","","","","","","","",""
"1990","16-34 y.","direct migration background","","","","","","","","","","",""
"1990","16-34 y.","indirect migration background","","","","","","","","","","",""
"1990","16-34 y.","no migration background","","","","","","","","","","",""
"1990","35-65 y.","direct migration background","","","","","","","","","","",""
"1990","35-65 y.","indirect migration background","","","","","","","","","","",""
"1990","35-65 y.","no migration background","","","","","","","","","","",""
"1990","66 and older","direct migration background","","","","","","","","","","",""
"1990","66 and older","indirect migration background","","","","","","","","","","",""
"1990","66 and older","no migration background","","","","","","","","","","",""
"1991","16-34 y.","direct migration background","","","","","","","","","","",""
"1991","16-34 y.","indirect migration background","","","","","","","","","","",""
"1991","16-34 y.","no migration background","","","","","","","","","","",""
"1991","35-65 y.","direct migration background","","","","","","","","","","",""
"1991","35-65 y.","indirect migration background","","","","","","","","","","",""
"1991","35-65 y.","no migration background","","","","","","","","","","",""
"1991","66 and older","direct migration background","","","","","","","","","","",""
"1991","66 and older","indirect migration background","","","","","","","","","","",""
"1991","66 and older","no migration background","","","","","","","","","","",""
"1992","16-34 y.","direct migration background","","","","","","","","","","",""
"1992","16-34 y.","indirect migration background","","","","","","","","","","",""
"1992","16-34 y.","no migration background","","","","","","","","","","",""
"1992","35-65 y.","direct migration background","","","","","","","","","","",""
"1992","35-65 y.","indirect migration background","","","","","","","","","","",""
"1992","35-65 y.","no migration background","","","","","","","","","","",""
"1992","66 and older","direct migration background","","","","","","","","","","",""
"1992","66 and older","indirect migration background","","","","","","","","","","",""
"1992","66 and older","no migration background","","","","","","","","","","",""
"1993","16-34 y.","direct migration background","","","","","","","","","","",""
"1993","16-34 y.","indirect migration background","","","","","","","","","","",""
