"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","7.52","8","1264","5","7","9","10","7.41","7.63","8","8"
"1984","16-34 y.","higher education","7.81","8","240","5","7","9","10","7.58","8.04","8","8"
"1984","16-34 y.","higher vocational","7.71","8","207","5","7","9","10","7.46","7.96","8","8"
"1984","16-34 y.","in school","7.89","8","184","5","7","9","10","7.63","8.15","8","8"
"1984","16-34 y.","inadequately","6.87","7","304","4","5","9","10","6.59","7.15","7","8"
"1984","16-34 y.","middle vocational","7.67","8","2152","5","7","9","10","7.59","7.75","8","8"
"1984","16-34 y.","vocational + Abi","7.85","8","162","5","7","9","10","7.56","8.14","8","8"
"1984","35-65 y.","general elemantary","7.07","7","1642","4","5","9","10","6.96","7.18","7","8"
"1984","35-65 y.","higher education","8.02","8","474","5","7","9","10","7.87","8.17","8","8"
"1984","35-65 y.","higher vocational","7.53","8","358","5","7","9","10","7.33","7.73","8","8"
"1984","35-65 y.","in school","","","","","","","","","","",""
"1984","35-65 y.","inadequately","6.9","7","687","4","5","9","10","6.73","7.07","7","8"
"1984","35-65 y.","middle vocational","7.47","8","2920","5","6","9","10","7.39","7.55","8","8"
"1984","35-65 y.","vocational + Abi","7.28","8","128","4","6","9","10","6.89","7.67","7","8"
"1984","66 and older","general elemantary","6.9","7","508","4","5","9","10","6.69","7.11","7","8"
"1984","66 and older","higher education","7.97","8","62","5","7","10","10","7.4","8.54","8","9"
"1984","66 and older","higher vocational","7.9","8","81","4","7","10","10","7.41","8.39","8","9"
"1984","66 and older","in school","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","",""
"1984","66 and older","middle vocational","7.37","8","570","5","6","9","10","7.18","7.56","8","8"
"1984","66 and older","vocational + Abi","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","7.46","8","1134","5","6","9","10","7.34","7.58","8","8"
"1985","16-34 y.","higher education","7.74","8","236","5","7","9","10","7.53","7.95","8","8"
"1985","16-34 y.","higher vocational","7.73","8","193","6","7","8","9","7.53","7.93","8","8"
